Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,15.0,2022-11-30,28-278,TOR,NOP,1,20.166666666666668,1.0,8.0,.125,0.0,7.0,.000,0,0.0,,0.0,6.0,6.0,6.0,1.0,0.0,2.0,2.0,2.0,1.0,-23,1.0,1.0,1.0,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,5.0,84.0,4.666666666666667,0.9999999999999992,89.3,4.961111111111111,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,,
22.0,16.0,2022-12-02,28-280,TOR,BRK,1,41.23333333333333,4.0,14.0,.286,1.0,7.0,.143,1,2.0,.500,0.0,1.0,1.0,6.0,1.0,0.0,2.0,5.0,10.0,2.9,-6,7.0,3.0,0.4285714285714285,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,0.0,44.0,2.4444444444444446,2.5000000000000027,59.4,3.3,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-18),L (-18)
23.0,17.0,2022-12-03,28-281,TOR,ORL,1,37.1,4.0,11.0,.364,3.0,8.0,.375,2,3.0,.667,0.0,2.0,2.0,7.0,3.0,0.0,4.0,4.0,13.0,9.4,+20,3.0,1.0,0.3333333333333333,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,7.0,79.0,4.388888888888889,8.6,89.3,4.961111111111111,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-9),L (-9)
24.0,18.0,2022-12-05,28-283,TOR,BOS,1,38.15,3.0,14.0,.214,1.0,6.0,.167,1,1.0,1.000,1.0,6.0,7.0,3.0,0.0,2.0,1.0,3.0,8.0,3.2,-12,8.0,2.0,0.25,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,4.0,54.0,3.0,2.8,71.7,3.983333333333333,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+13),W (+13)
25.0,19.0,2022-12-07,28-285,TOR,LAL,1,29.883333333333333,8.0,20.0,.400,3.0,12.0,.250,6,6.0,1.000,1.0,3.0,4.0,7.0,0.0,0.0,3.0,1.0,25.0,17.3,+19,8.0,5.0,0.625,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,7.0,78.0,4.333333333333333,14.9,79.3,4.405555555555555,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-6),L (-6)
26.0,20.0,2022-12-09,28-287,TOR,ORL,1,37.266666666666666,5.0,14.0,.357,2.0,9.0,.222,7,9.0,.778,0.0,2.0,2.0,6.0,1.0,1.0,2.0,0.0,19.0,14.9,-15,5.0,3.0,0.6,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,4.0,66.0,3.6666666666666665,12.100000000000003,65.9,3.661111111111112,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+13),W (+13)
27.0,21.0,2022-12-11,28-289,TOR,ORL,1,42.3,4.0,11.0,.364,2.0,7.0,.286,10,12.0,.833,1.0,3.0,4.0,7.0,4.0,0.0,1.0,4.0,20.0,21.0,-5,4.0,2.0,0.5,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,11.0,25.0,1.3888888888888888,17.0,39.1,2.1722222222222225,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-4),L (-4)
28.0,22.0,2022-12-14,28-292,TOR,SAC,1,38.16666666666666,13.0,25.0,.520,2.0,8.0,.250,11,11.0,1.000,0.0,8.0,8.0,5.0,4.0,1.0,2.0,4.0,39.0,33.7,+8,17.0,11.0,0.6470588235294118,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,19.0,59.0,3.2777777777777777,29.300000000000004,65.2,3.6222222222222222,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-12),L (-12)
29.0,23.0,2022-12-16,28-294,TOR,BRK,1,43.15,14.0,24.0,.583,4.0,9.0,.444,7,8.0,.875,0.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,39.0,29.8,-1,15.0,10.0,0.6666666666666666,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,16.0,45.0,2.5,27.000000000000004,55.29999999999999,3.072222222222221,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-1),L (-1)
30.0,24.0,2022-12-18,28-296,TOR,GSW,1,34.666666666666664,7.0,18.0,.389,4.0,10.0,.400,4,4.0,1.000,0.0,4.0,4.0,8.0,1.0,0.0,2.0,4.0,22.0,16.4,-27,8.0,3.0,0.375,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,11.0,54.0,3.0,14.799999999999995,63.3,3.5166666666666666,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-3),L (-3)
31.0,25.0,2022-12-19,28-297,TOR,PHI,1,41.05,3.0,15.0,.200,2.0,11.0,.182,1,1.0,1.000,1.0,5.0,6.0,3.0,0.0,1.0,2.0,2.0,9.0,1.9,+6,4.0,1.0,0.25,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,1.0,64.0,3.555555555555556,1.4999999999999971,71.4,3.966666666666667,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-16),L (-16)
32.0,26.0,2022-12-21,28-299,TOR,NYK,1,40.23333333333333,10.0,24.0,.417,4.0,10.0,.400,4,4.0,1.000,0.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,28.0,18.8,-5,14.0,6.0,0.4285714285714285,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,7.0,61.0,3.388888888888889,17.2,71.6,3.9777777777777774,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-3),L (-3)
33.0,27.0,2022-12-23,28-301,TOR,CLE,1,38.68333333333333,5.0,12.0,.417,5.0,10.0,.500,3,3.0,1.000,1.0,7.0,8.0,4.0,1.0,1.0,2.0,2.0,18.0,16.1,+15,2.0,0.0,0.0,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,15.0,92.0,5.111111111111111,14.900000000000002,94.8,5.266666666666667,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+7),W (+7)
34.0,28.0,2022-12-27,28-305,TOR,LAC,1,22.73333333333333,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,4.0,5.7,-11,3.0,2.0,0.6666666666666666,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,7.0,67.0,3.7222222222222223,5.699999999999999,85.2,4.733333333333333,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+11),W (+11)
35.0,,2022-12-29,28-307,TOR,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,,77.0,4.277777777777778,0.0,89.40000000000002,4.966666666666668,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-11),L (-11)
36.0,,2022-12-30,28-308,TOR,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,,84.0,4.666666666666667,0.0,105.0,5.833333333333333,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-13),L (-13)
37.0,29.0,2023-01-02,28-311,TOR,IND,1,36.45,3.0,15.0,.200,3.0,12.0,.250,0,0.0,,0.0,2.0,2.0,3.0,0.0,2.0,1.0,4.0,9.0,1.2,+1,3.0,0.0,0.0,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,0.0,79.0,4.388888888888889,1.1999999999999988,89.00000000000001,4.9444444444444455,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+9),W (+9)
38.0,30.0,2023-01-04,28-313,TOR,MIL,1,46.833333333333336,8.0,23.0,.348,4.0,14.0,.286,8,8.0,1.000,2.0,6.0,8.0,12.0,3.0,0.0,1.0,4.0,28.0,27.1,+6,9.0,4.0,0.4444444444444444,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,19.0,32.0,1.7777777777777777,23.9,40.89999999999999,2.2722222222222217,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-8),L (-8)
39.0,31.0,2023-01-06,28-315,TOR,NYK,1,40.75,9.0,21.0,.429,3.0,9.0,.333,7,9.0,.778,0.0,8.0,8.0,7.0,2.0,1.0,1.0,3.0,28.0,23.9,+10,12.0,6.0,0.5,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,15.0,76.0,4.222222222222222,21.1,74.80000000000001,4.155555555555556,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-3),L (-3)
40.0,32.0,2023-01-08,28-317,TOR,POR,1,34.916666666666664,5.0,12.0,.417,4.0,9.0,.444,0,0.0,,0.0,6.0,6.0,7.0,0.0,0.0,0.0,4.0,14.0,12.7,+12,3.0,1.0,0.3333333333333333,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,15.0,59.0,3.2777777777777777,12.7,77.1,4.283333333333333,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-4),L (-4)
41.0,33.0,2023-01-10,28-319,TOR,CHO,1,32.71666666666667,3.0,10.0,.300,2.0,7.0,.286,3,3.0,1.000,1.0,6.0,7.0,8.0,0.0,0.0,3.0,2.0,11.0,9.5,+6,3.0,1.0,0.3333333333333333,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,10.0,93.0,5.166666666666667,8.299999999999997,110.8,6.155555555555555,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+12),W (+12)
42.0,34.0,2023-01-12,28-321,TOR,CHO,1,34.5,4.0,8.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,5.0,5.0,8.0,2.0,0.0,1.0,4.0,11.0,13.5,+5,6.0,3.0,0.5,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,15.0,84.0,4.666666666666667,12.7,106.8,5.933333333333334,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,,
43.0,35.0,2023-01-14,28-323,TOR,ATL,1,26.216666666666665,1.0,9.0,.111,1.0,6.0,.167,0,0.0,,0.0,6.0,6.0,4.0,0.0,0.0,1.0,2.0,3.0,-0.1,-16,3.0,0.0,0.0,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,3.0,64.0,3.555555555555556,-0.1000000000000007,72.2,4.011111111111111,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+12),W (+12)
44.0,36.0,2023-01-16,28-325,TOR,NYK,1,44.88333333333333,10.0,23.0,.435,5.0,13.0,.385,8,8.0,1.000,1.0,4.0,5.0,8.0,2.0,2.0,1.0,5.0,33.0,28.8,+3,10.0,5.0,0.5,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,18.0,72.0,4.0,25.60000000000001,85.80000000000001,4.766666666666668,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+10),W (+10)
45.0,37.0,2023-01-17,28-326,TOR,MIL,1,37.11666666666667,15.0,28.0,.536,6.0,12.0,.500,3,3.0,1.000,1.0,8.0,9.0,7.0,0.0,0.0,1.0,4.0,39.0,30.8,-23,16.0,9.0,0.5625,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,23.0,62.0,3.4444444444444446,29.6,73.5,4.083333333333333,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-11),L (-11)
46.0,38.0,2023-01-19,28-328,TOR,MIN,1,36.43333333333333,7.0,13.0,.538,4.0,6.0,.667,7,7.0,1.000,0.0,1.0,1.0,10.0,2.0,1.0,2.0,3.0,25.0,25.5,-12,7.0,3.0,0.4285714285714285,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,17.0,63.0,3.5,22.700000000000003,74.1,4.116666666666666,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,W (+2),W (+2)
47.0,,2023-01-21,28-330,TOR,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,63,48,24,54,16,5,33,2,15,43,55,4,62,47,5,65,45,76.0,58.0,31.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8289473684210527,0.8275862068965517,0.7741935483870968,0.8181818181818182,0.64,0.5555555555555556,0.7857142857142857,0.4,0.75,0.8113207547169812,0.8208955223880597,0.5,0.8732394366197183,0.8545454545454545,0.5555555555555556,0.8441558441558441,0.8333333333333334,23,72.0,69.0,0.3194444444444444,0.0,18,,97.0,5.388888888888889,0.0,98.1,5.449999999999999,17.0,6.5,2.5,2.0,0.5,0.1442619407823643,0.54,0.545,0.254,2.9,3.7,L (-8),L (-8)
