Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,23.0,2022-12-09,34-171,TOR,ORL,0,11.716666666666669,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,6.3,-7,2.0,1.0,0.5,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,7.0,63.0,3.5,6.299999999999999,71.69999999999999,3.983333333333333,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+13),W (+13)
27.0,24.0,2022-12-11,34-173,TOR,ORL,0,16.2,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,3.2,-8,1.0,1.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,6.0,30.0,1.6666666666666667,3.2,52.89999999999999,2.938888888888888,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-4),L (-4)
28.0,25.0,2022-12-14,34-176,TOR,SAC,1,27.616666666666667,3.0,5.0,.600,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,6.0,5.3,-2,5.0,3.0,0.6,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,73.0,4.055555555555555,5.3,89.2,4.955555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-12),L (-12)
29.0,26.0,2022-12-16,34-178,TOR,BRK,0,13.616666666666667,2.0,4.0,.500,0.0,0.0,,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,4.7,-1,4.0,2.0,0.5,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,56.0,3.111111111111111,4.699999999999999,77.60000000000001,4.311111111111112,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-1),L (-1)
30.0,27.0,2022-12-18,34-180,TOR,GSW,0,17.333333333333332,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,0.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,7.0,5.8,+5,3.0,3.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,61.0,3.388888888888889,5.4,72.69999999999999,4.038888888888888,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-3),L (-3)
31.0,28.0,2022-12-19,34-181,TOR,PHI,0,19.4,4.0,7.0,.571,0.0,2.0,.000,0,0.0,,3.0,2.0,5.0,2.0,0.0,0.0,1.0,4.0,8.0,6.2,+3,5.0,4.0,0.8,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,7.0,58.0,3.2222222222222223,6.200000000000001,66.7,3.705555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-16),L (-16)
32.0,29.0,2022-12-21,34-183,TOR,NYK,0,23.9,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,3.0,4.0,7.0,0.0,3.0,0.0,0.0,3.0,2.0,5.4,+11,2.0,1.0,0.5,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,9.0,59.0,3.2777777777777777,5.4,83.4,4.633333333333334,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-3),L (-3)
33.0,30.0,2022-12-23,34-185,TOR,CLE,0,15.766666666666667,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,-0.3,+2,2.0,1.0,0.5,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,0.0,107.0,5.944444444444445,-0.7000000000000006,110.4,6.133333333333334,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+7),W (+7)
34.0,31.0,2022-12-27,34-189,TOR,LAC,0,10.183333333333334,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,-5,2.0,2.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,70.0,3.888888888888889,4.000000000000001,86.9,4.827777777777778,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+11),W (+11)
35.0,,2022-12-29,34-191,TOR,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,77.0,4.277777777777778,0.0,89.40000000000002,4.966666666666668,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-11),L (-11)
36.0,32.0,2022-12-30,34-192,TOR,PHO,0,23.48333333333333,4.0,7.0,.571,0.0,0.0,,0,1.0,.000,1.0,3.0,4.0,2.0,4.0,0.0,2.0,1.0,8.0,8.9,-15,7.0,4.0,0.5714285714285714,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,8.0,76.0,4.222222222222222,8.899999999999999,96.1,5.338888888888889,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-13),L (-13)
37.0,33.0,2023-01-02,34-195,TOR,IND,0,8.166666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.7,-14,1.0,1.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,75.0,4.166666666666667,3.7,86.50000000000001,4.805555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+9),W (+9)
38.0,,2023-01-04,34-197,TOR,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,51.0,2.833333333333333,0.0,64.79999999999998,3.599999999999999,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-8),L (-8)
39.0,34.0,2023-01-06,34-199,TOR,NYK,0,4.25,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,+4,0.0,0.0,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,0.0,91.0,5.055555555555555,-0.4,96.3,5.35,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-3),L (-3)
40.0,35.0,2023-01-08,34-201,TOR,POR,0,9.433333333333334,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,2.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,4.0,4.9,-4,4.0,2.0,0.5,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,7.0,67.0,3.7222222222222223,4.899999999999999,84.9,4.716666666666667,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-4),L (-4)
41.0,,2023-01-10,34-203,TOR,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,103.0,5.722222222222222,0.0,119.1,6.616666666666666,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+12),W (+12)
42.0,,2023-01-12,34-205,TOR,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,99.0,5.5,0.0,119.5,6.638888888888889,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,,
43.0,,2023-01-14,34-207,TOR,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,67.0,3.7222222222222223,0.0,72.10000000000001,4.005555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+12),W (+12)
44.0,,2023-01-16,34-209,TOR,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,90.0,5.0,0.0,111.4,6.188888888888889,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+10),W (+10)
45.0,,2023-01-17,34-210,TOR,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,85.0,4.722222222222222,0.0,103.1,5.727777777777778,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-11),L (-11)
46.0,36.0,2023-01-19,34-212,TOR,MIN,0,7.133333333333334,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,3.2,+4,2.0,2.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,75.0,4.166666666666667,3.2,93.6,5.199999999999999,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+2),W (+2)
47.0,37.0,2023-01-21,34-214,TOR,BOS,0,23.883333333333333,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,8.0,7.6,-12,5.0,4.0,0.8,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,7.0,90.0,5.0,7.599999999999998,90.5,5.027777777777778,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-8),L (-8)
48.0,38.0,2023-01-22,34-215,TOR,NYK,0,14.583333333333334,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,4.0,2.9,+7,2.0,2.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,83.0,4.611111111111111,2.8999999999999995,103.6,5.755555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-2),L (-2)
49.0,,2023-01-25,34-218,TOR,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,,95.0,5.277777777777778,0.0,105.4,5.855555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-2),L (-2)
50.0,39.0,2023-01-27,34-220,TOR,GSW,0,9.516666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.3,-12,1.0,1.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,78.0,4.333333333333333,3.3,90.8,5.044444444444444,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+9),W (+9)
51.0,40.0,2023-01-28,34-221,TOR,POR,0,9.15,3.0,4.0,.750,0.0,0.0,,1,1.0,1.000,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,6.7,-1,4.0,3.0,0.75,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,91.0,5.055555555555555,6.299999999999997,99.80000000000004,5.544444444444447,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+18),W (+18)
52.0,41.0,2023-01-30,34-223,TOR,PHO,0,14.216666666666669,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,4.0,4.3,0,3.0,2.0,0.6666666666666666,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,85.0,4.722222222222222,4.300000000000001,87.2,4.844444444444445,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-12),L (-12)
