Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,27-021,TOR,CLE,0,7.083333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9,-8,0.0,0.0,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,2.0,63.0,3.5,0.9,84.1,4.672222222222222,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,W (+3),W (+3)
2.0,,2022-10-21,27-023,TOR,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,,76.0,4.222222222222222,0.0,94.79999999999998,5.266666666666666,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,L (-4),L (-4)
3.0,,2022-10-22,27-024,TOR,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,,79.0,4.388888888888889,0.0,93.8,5.211111111111111,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,L (-3),L (-3)
4.0,,2022-10-24,27-026,TOR,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,,85.0,4.722222222222222,0.0,83.4,4.633333333333334,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,W (+8),W (+8)
5.0,,2022-10-26,27-028,TOR,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,,116.0,6.444444444444445,0.0,117.40000000000002,6.522222222222223,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,W (+10),W (+10)
6.0,2.0,2022-10-28,27-030,TOR,PHI,0,3.2333333333333334,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.4,-1,0.0,0.0,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,-3.0,75.0,4.166666666666667,-2.4,79.39999999999999,4.411111111111111,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,L (-22),L (-22)
7.0,3.0,2022-10-31,27-033,TOR,ATL,0,5.2,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,+3,0.0,0.0,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,2.0,109.0,6.055555555555555,1.0,123.29999999999998,6.849999999999999,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,W (+30),W (+30)
8.0,4.0,2022-11-02,27-035,TOR,SAS,0,8.133333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+5,0.0,0.0,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,2.0,121.0,6.722222222222222,1.0,129.1,7.172222222222222,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,W (+43),W (+43)
9.0,,2022-11-04,27-037,TOR,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,,64.0,3.555555555555556,0.0,79.40000000000002,4.411111111111112,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,L (-1),L (-1)
10.0,,2022-11-06,27-039,TOR,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,32,16,33,35,13,7,2,16,33,34,5,34,22,4,40,32,76.0,58.0,31.0,69.0,66.0,25.0,9.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.5,0.5517241379310345,0.5161290322580645,0.4782608695652174,0.5303030303030303,0.52,0.7777777777777778,0.4,0.8,0.6226415094339622,0.5074626865671642,0.625,0.4788732394366197,0.4,0.4444444444444444,0.5194805194805194,0.5925925925925926,2,72.0,69.0,0.0277777777777777,0.0,18,,92.0,5.111111111111111,0.0,109.0,6.055555555555555,7.6,0.7,-3.3,-3.5,0.2,0.0131834882213097,0.504,0.588,0.14,-0.2,0.1,W (+9),W (+9)
