Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,14.0,2022-12-05,28-247,TOR,BOS,1.0,38.68333333333333,9.0,20.0,0.45,2.0,4.0,0.5,9.0,13.0,0.692,2.0,6.0,8.0,7.0,0.0,0.0,2.0,4.0,29.0,21.5,-9.0,16.0,7.0,0.4375,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,49.0,2.7222222222222223,17.899999999999995,56.60000000000001,3.144444444444445,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+13),W (+13)
25.0,15.0,2022-12-07,28-249,TOR,LAL,1.0,32.43333333333333,10.0,20.0,0.5,1.0,4.0,0.25,4.0,5.0,0.8,2.0,8.0,10.0,7.0,2.0,0.0,2.0,4.0,25.0,21.7,22.0,16.0,9.0,0.5625,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,68.0,3.7777777777777777,20.099999999999994,74.10000000000001,4.116666666666667,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-6),L (-6)
26.0,16.0,2022-12-09,28-251,TOR,ORL,1.0,38.41666666666666,13.0,27.0,0.481,2.0,9.0,0.222,8.0,9.0,0.889,3.0,6.0,9.0,7.0,1.0,1.0,1.0,2.0,36.0,30.6,12.0,18.0,11.0,0.6111111111111112,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,53.0,2.9444444444444446,27.4,50.6,2.811111111111112,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+13),W (+13)
27.0,17.0,2022-12-11,28-253,TOR,ORL,1.0,37.66666666666666,6.0,16.0,0.375,0.0,4.0,0.0,7.0,9.0,0.778,1.0,5.0,6.0,7.0,1.0,1.0,4.0,4.0,19.0,12.6,-4.0,12.0,6.0,0.5,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,31.0,1.7222222222222223,9.799999999999995,46.3,2.572222222222222,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-4),L (-4)
28.0,18.0,2022-12-14,28-256,TOR,SAC,1.0,42.516666666666666,7.0,19.0,0.368,1.0,1.0,1.0,4.0,6.0,0.667,1.0,3.0,4.0,6.0,0.0,0.0,1.0,4.0,19.0,10.9,-5.0,18.0,6.0,0.3333333333333333,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,3.0,75.0,4.166666666666667,9.3,85.2,4.733333333333333,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-12),L (-12)
29.0,19.0,2022-12-16,28-258,TOR,BRK,1.0,37.21666666666667,7.0,15.0,0.467,1.0,2.0,0.5,2.0,2.0,1.0,3.0,4.0,7.0,5.0,1.0,0.0,3.0,4.0,17.0,12.5,-9.0,13.0,6.0,0.4615384615384615,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,10.0,51.0,2.833333333333333,11.699999999999998,70.60000000000001,3.922222222222224,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-1),L (-1)
30.0,20.0,2022-12-18,28-260,TOR,GSW,1.0,36.96666666666667,9.0,20.0,0.45,3.0,5.0,0.6,6.0,7.0,0.857,2.0,3.0,5.0,5.0,0.0,0.0,1.0,2.0,27.0,20.2,-17.0,15.0,6.0,0.4,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,56.0,3.111111111111111,17.799999999999997,60.3,3.35,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-3),L (-3)
31.0,21.0,2022-12-19,28-261,TOR,PHI,1.0,47.7,13.0,27.0,0.481,3.0,8.0,0.375,9.0,11.0,0.818,0.0,15.0,15.0,6.0,1.0,0.0,5.0,2.0,38.0,27.4,3.0,19.0,10.0,0.5263157894736842,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,48.0,2.6666666666666665,23.800000000000008,49.1,2.727777777777778,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-16),L (-16)
32.0,22.0,2022-12-21,28-263,TOR,NYK,1.0,41.21666666666667,17.0,25.0,0.68,2.0,6.0,0.333,16.0,18.0,0.889,3.0,6.0,9.0,7.0,1.0,0.0,1.0,2.0,52.0,48.5,8.0,19.0,15.0,0.7894736842105263,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,25.0,43.0,2.388888888888889,42.1,46.7,2.594444444444445,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-3),L (-3)
33.0,23.0,2022-12-23,28-265,TOR,CLE,1.0,41.55,9.0,22.0,0.409,2.0,5.0,0.4,6.0,8.0,0.75,2.0,5.0,7.0,9.0,2.0,1.0,5.0,4.0,26.0,18.7,1.0,17.0,7.0,0.4117647058823529,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,10.0,97.0,5.388888888888889,16.3,93.4,5.188888888888889,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+7),W (+7)
34.0,24.0,2022-12-27,28-269,TOR,LAC,1.0,40.53333333333333,13.0,24.0,0.542,0.0,4.0,0.0,10.0,15.0,0.667,2.0,7.0,9.0,5.0,1.0,1.0,2.0,2.0,36.0,28.3,-1.0,20.0,13.0,0.65,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,11.0,63.0,3.5,24.300000000000008,66.6,3.7,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+11),W (+11)
35.0,25.0,2022-12-29,28-271,TOR,MEM,1.0,38.18333333333333,8.0,19.0,0.421,0.0,1.0,0.0,9.0,11.0,0.818,2.0,8.0,10.0,4.0,2.0,1.0,1.0,6.0,25.0,20.0,-24.0,18.0,8.0,0.4444444444444444,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,11.0,66.0,3.6666666666666665,16.400000000000006,73.00000000000001,4.055555555555556,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-11),L (-11)
36.0,26.0,2022-12-30,28-272,TOR,PHO,1.0,40.8,8.0,17.0,0.471,2.0,5.0,0.4,8.0,10.0,0.8,2.0,0.0,2.0,6.0,0.0,0.0,2.0,5.0,26.0,18.1,20.0,12.0,6.0,0.5,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,79.0,4.388888888888889,14.9,90.09999999999998,5.005555555555555,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-13),L (-13)
37.0,27.0,2023-01-02,28-275,TOR,IND,1.0,39.13333333333333,9.0,17.0,0.529,2.0,4.0,0.5,6.0,7.0,0.857,1.0,6.0,7.0,7.0,0.0,0.0,3.0,3.0,26.0,20.5,-6.0,13.0,7.0,0.5384615384615384,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,13.0,66.0,3.6666666666666665,18.1,72.10000000000001,4.005555555555556,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+9),W (+9)
38.0,28.0,2023-01-04,28-277,TOR,MIL,1.0,40.31666666666667,4.0,18.0,0.222,0.0,2.0,0.0,3.0,4.0,0.75,4.0,4.0,8.0,4.0,0.0,1.0,3.0,5.0,11.0,2.1,1.0,16.0,4.0,0.25,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,-1.0,52.0,2.888888888888889,0.8999999999999986,63.89999999999998,3.549999999999999,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-8),L (-8)
39.0,29.0,2023-01-06,28-279,TOR,NYK,1.0,39.96666666666667,4.0,14.0,0.286,1.0,4.0,0.25,9.0,11.0,0.818,4.0,9.0,13.0,5.0,0.0,0.0,5.0,4.0,18.0,11.4,1.0,10.0,3.0,0.3,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,6.0,85.0,4.722222222222222,7.800000000000004,88.1,4.894444444444444,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-3),L (-3)
40.0,30.0,2023-01-08,28-281,TOR,POR,1.0,38.083333333333336,8.0,19.0,0.421,2.0,4.0,0.5,9.0,11.0,0.818,2.0,2.0,4.0,6.0,2.0,1.0,4.0,3.0,27.0,19.8,11.0,15.0,6.0,0.4,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,6.0,68.0,3.7777777777777777,16.2,73.6,4.088888888888889,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-4),L (-4)
41.0,31.0,2023-01-10,28-283,TOR,CHO,1.0,35.833333333333336,10.0,16.0,0.625,2.0,6.0,0.333,6.0,9.0,0.667,3.0,5.0,8.0,7.0,0.0,0.0,3.0,1.0,28.0,24.7,3.0,10.0,8.0,0.8,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,15.0,88.0,4.888888888888889,22.3,96.8,5.377777777777777,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+12),W (+12)
42.0,32.0,2023-01-12,28-285,TOR,CHO,1.0,37.833333333333336,11.0,13.0,0.846,3.0,3.0,1.0,10.0,12.0,0.833,1.0,6.0,7.0,3.0,0.0,1.0,4.0,2.0,35.0,30.0,6.0,10.0,8.0,0.8,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,82.0,4.555555555555555,26.0,93.5,5.194444444444445,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,,
43.0,33.0,2023-01-14,28-287,TOR,ATL,1.0,33.9,5.0,16.0,0.313,0.0,4.0,0.0,5.0,7.0,0.714,1.0,6.0,7.0,6.0,0.0,1.0,3.0,6.0,15.0,7.0,-13.0,12.0,5.0,0.4166666666666667,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,3.0,64.0,3.555555555555556,4.999999999999998,67.10000000000001,3.7277777777777774,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+12),W (+12)
44.0,34.0,2023-01-16,28-289,TOR,NYK,1.0,46.083333333333336,7.0,19.0,0.368,0.0,7.0,0.0,6.0,7.0,0.857,2.0,6.0,8.0,9.0,0.0,3.0,1.0,6.0,20.0,17.3,9.0,12.0,7.0,0.5833333333333334,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,13.0,77.0,4.277777777777778,14.9,96.5,5.361111111111111,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+10),W (+10)
45.0,35.0,2023-01-17,28-290,TOR,MIL,1.0,40.18333333333333,8.0,13.0,0.615,1.0,4.0,0.25,6.0,11.0,0.545,3.0,6.0,9.0,3.0,0.0,1.0,4.0,1.0,23.0,17.4,-17.0,9.0,7.0,0.7777777777777778,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,8.0,77.0,4.277777777777778,15.0,88.1,4.894444444444444,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-11),L (-11)
46.0,36.0,2023-01-19,28-292,TOR,MIN,1.0,40.583333333333336,6.0,16.0,0.375,0.0,0.0,,1.0,2.0,0.5,1.0,6.0,7.0,9.0,0.0,1.0,4.0,2.0,13.0,8.5,0.0,16.0,6.0,0.375,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,8.0,72.0,4.0,8.100000000000001,88.69999999999999,4.927777777777777,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+2),W (+2)
47.0,37.0,2023-01-21,28-294,TOR,BOS,1.0,43.11666666666667,14.0,23.0,0.609,0.0,4.0,0.0,1.0,2.0,0.5,1.0,8.0,9.0,10.0,0.0,1.0,6.0,4.0,29.0,21.3,10.0,19.0,14.0,0.7368421052631579,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,18.0,79.0,4.388888888888889,20.90000000000001,77.19999999999999,4.288888888888888,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-8),L (-8)
48.0,38.0,2023-01-22,28-295,TOR,NYK,1.0,33.95,9.0,21.0,0.429,3.0,6.0,0.5,3.0,6.0,0.5,3.0,4.0,7.0,6.0,1.0,1.0,1.0,4.0,24.0,18.3,-8.0,15.0,6.0,0.4,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,11.0,76.0,4.222222222222222,17.1,89.4,4.966666666666667,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-2),L (-2)
49.0,39.0,2023-01-25,28-298,TOR,SAC,1.0,34.86666666666667,11.0,24.0,0.458,2.0,8.0,0.25,2.0,2.0,1.0,4.0,7.0,11.0,7.0,2.0,2.0,1.0,1.0,26.0,25.4,15.0,16.0,9.0,0.5625,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,21.0,74.0,4.111111111111111,24.6,80.79999999999998,4.488888888888888,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-2),L (-2)
