Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
29.0,,2022-12-16,23-332,TOR,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,61.0,3.388888888888889,0.0,82.30000000000001,4.572222222222223,0.124054462934947,L (-1),L (-1)
30.0,,2022-12-18,23-334,TOR,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,65.0,3.611111111111111,0.0,78.1,4.338888888888889,0.124054462934947,L (-3),L (-3)
31.0,,2022-12-19,23-335,TOR,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,65.0,3.611111111111111,0.0,72.9,4.050000000000001,0.124054462934947,L (-16),L (-16)
32.0,,2022-12-21,23-337,TOR,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,68.0,3.7777777777777777,0.0,88.80000000000001,4.933333333333334,0.124054462934947,L (-3),L (-3)
33.0,26.0,2022-12-23,23-339,TOR,CLE,0,19.55,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,8.0,5.8,-2,2.0,1.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,6.0,101.0,5.611111111111111,5.8,103.9,5.772222222222222,0.124054462934947,W (+7),W (+7)
34.0,27.0,2022-12-27,23-343,TOR,LAC,0,30.25,8.0,16.0,.500,2.0,4.0,.500,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,12.9,-14,12.0,6.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,69.0,3.8333333333333335,12.099999999999998,78.8,4.377777777777777,0.124054462934947,W (+11),W (+11)
35.0,28.0,2022-12-29,23-345,TOR,MEM,0,31.75,7.0,13.0,.538,5.0,7.0,.714,1,2.0,.500,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,20.0,16.9,-9,6.0,2.0,0.3333333333333333,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,11.0,66.0,3.6666666666666665,16.500000000000004,72.9,4.050000000000001,0.124054462934947,L (-11),L (-11)
36.0,29.0,2022-12-30,23-346,TOR,PHO,1,39.41666666666666,11.0,22.0,.500,4.0,11.0,.364,9,9.0,1.000,0.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,35.0,27.8,+18,11.0,7.0,0.6363636363636364,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,13.0,71.0,3.9444444444444446,24.2,80.8,4.488888888888889,0.124054462934947,L (-13),L (-13)
37.0,30.0,2023-01-02,23-349,TOR,IND,1,40.41666666666666,11.0,18.0,.611,5.0,10.0,.500,5,6.0,.833,1.0,4.0,5.0,3.0,2.0,0.0,1.0,5.0,32.0,26.4,+1,8.0,6.0,0.75,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,17.0,62.0,3.4444444444444446,24.40000000000001,65.80000000000001,3.655555555555556,0.124054462934947,W (+9),W (+9)
38.0,31.0,2023-01-04,23-351,TOR,MIL,1,45.38333333333333,8.0,23.0,.348,3.0,12.0,.250,3,3.0,1.000,1.0,4.0,5.0,3.0,2.0,0.0,0.0,2.0,22.0,14.3,+1,11.0,5.0,0.4545454545454545,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,6.0,45.0,2.5,13.099999999999998,51.69999999999999,2.872222222222222,0.124054462934947,L (-8),L (-8)
39.0,32.0,2023-01-06,23-353,TOR,NYK,1,41.91666666666666,8.0,16.0,.500,4.0,8.0,.500,7,8.0,.875,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,27.0,19.7,+1,8.0,4.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,7.0,84.0,4.666666666666667,16.900000000000002,79.0,4.388888888888889,0.124054462934947,L (-3),L (-3)
40.0,33.0,2023-01-08,23-355,TOR,POR,1,36.31666666666667,6.0,16.0,.375,2.0,4.0,.500,5,6.0,.833,1.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,19.0,12.0,+3,12.0,4.0,0.3333333333333333,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,3.0,71.0,3.9444444444444446,9.999999999999996,79.80000000000001,4.433333333333334,0.124054462934947,L (-4),L (-4)
41.0,34.0,2023-01-10,23-357,TOR,CHO,1,31.15,6.0,14.0,.429,4.0,10.0,.400,8,8.0,1.000,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,24.0,18.8,+12,4.0,2.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,7.0,96.0,5.333333333333333,15.6,103.5,5.75,0.124054462934947,W (+12),W (+12)
42.0,35.0,2023-01-12,23-359,TOR,CHO,1,35.9,6.0,19.0,.316,2.0,11.0,.182,5,5.0,1.000,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,19.0,11.4,+6,8.0,4.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,0.0,99.0,5.5,9.4,110.1,6.116666666666666,0.124054462934947,,
43.0,36.0,2023-01-14,23-361,TOR,ATL,1,20.28333333333333,2.0,7.0,.286,0.0,2.0,.000,3,3.0,1.000,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,7.0,7.2,-17,5.0,2.0,0.4,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,3.0,64.0,3.555555555555556,5.999999999999998,66.10000000000001,3.672222222222224,0.124054462934947,W (+12),W (+12)
44.0,37.0,2023-01-16,23-363,TOR,NYK,1,41.71666666666667,6.0,14.0,.429,4.0,8.0,.500,2,3.0,.667,0.0,5.0,5.0,2.0,1.0,1.0,0.0,2.0,18.0,14.0,+4,6.0,2.0,0.3333333333333333,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,10.0,80.0,4.444444444444445,13.199999999999996,98.20000000000002,5.455555555555557,0.124054462934947,W (+10),W (+10)
45.0,38.0,2023-01-17,23-364,TOR,MIL,1,43.083333333333336,10.0,19.0,.526,4.0,9.0,.444,4,4.0,1.000,0.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,28.0,24.2,-5,10.0,6.0,0.6,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,14.0,71.0,3.9444444444444446,22.6,80.5,4.472222222222222,0.124054462934947,L (-11),L (-11)
46.0,39.0,2023-01-19,24-001,TOR,MIN,1,36.43333333333333,6.0,15.0,.400,2.0,8.0,.250,4,5.0,.800,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,18.0,10.0,-12,7.0,4.0,0.5714285714285714,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,1.0,79.0,4.388888888888889,8.399999999999999,88.4,4.911111111111111,0.124054462934947,W (+2),W (+2)
47.0,40.0,2023-01-21,24-003,TOR,BOS,1,38.2,9.0,17.0,.529,2.0,6.0,.333,2,3.0,.667,0.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,22.0,19.9,+7,11.0,7.0,0.6363636363636364,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,14.0,83.0,4.611111111111111,19.100000000000005,79.0,4.388888888888889,0.124054462934947,L (-8),L (-8)
48.0,41.0,2023-01-22,24-004,TOR,NYK,1,35.483333333333334,9.0,17.0,.529,6.0,10.0,.600,0,0.0,,0.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,24.0,17.3,+12,7.0,3.0,0.4285714285714285,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,14.0,73.0,4.055555555555555,17.300000000000004,89.2,4.955555555555556,0.124054462934947,L (-2),L (-2)
49.0,42.0,2023-01-25,24-007,TOR,SAC,1,36.16666666666666,7.0,15.0,.467,2.0,6.0,.333,0,0.0,,1.0,4.0,5.0,3.0,1.0,0.0,1.0,3.0,16.0,11.1,+13,9.0,5.0,0.5555555555555556,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,9.0,86.0,4.777777777777778,11.099999999999998,94.3,5.238888888888889,0.124054462934947,L (-2),L (-2)
50.0,43.0,2023-01-27,24-009,TOR,GSW,1,36.71666666666667,7.0,14.0,.500,3.0,7.0,.429,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,17.0,13.0,-14,7.0,4.0,0.5714285714285714,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,9.0,73.0,4.055555555555555,12.999999999999998,81.1,4.505555555555556,0.124054462934947,W (+9),W (+9)
51.0,44.0,2023-01-28,24-010,TOR,POR,1,35.65,7.0,16.0,.438,4.0,10.0,.400,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,11.2,+18,6.0,3.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,4.0,92.0,5.111111111111111,10.8,95.3,5.294444444444444,0.124054462934947,W (+18),W (+18)
52.0,45.0,2023-01-30,24-012,TOR,PHO,1,37.18333333333333,8.0,19.0,.421,3.0,10.0,.300,2,2.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,21.0,13.5,-4,9.0,5.0,0.5555555555555556,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,84.0,4.666666666666667,12.699999999999998,78.8,4.377777777777777,0.124054462934947,L (-12),L (-12)
53.0,46.0,2023-02-01,24-014,TOR,UTA,1,37.9,6.0,14.0,.429,3.0,4.0,.750,5,5.0,1.000,0.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,20.0,17.5,0,10.0,3.0,0.3,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,9.0,86.0,4.777777777777778,15.500000000000004,101.2,5.622222222222223,0.124054462934947,W (+18),W (+18)
54.0,47.0,2023-02-03,24-016,TOR,HOU,1,38.03333333333333,10.0,15.0,.667,5.0,9.0,.556,4,4.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,29.0,22.4,-1,6.0,5.0,0.8333333333333334,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,12.0,71.0,3.9444444444444446,20.8,78.7,4.372222222222223,0.124054462934947,L (-8),L (-8)
55.0,48.0,2023-02-05,24-018,TOR,MEM,1,37.38333333333333,5.0,14.0,.357,0.0,3.0,.000,0,1.0,.000,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,-7,11.0,5.0,0.4545454545454545,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-5.0,84.0,4.666666666666667,8.881784197001252e-16,86.09999999999998,4.783333333333332,0.124054462934947,L (-3),L (-3)
56.0,49.0,2023-02-08,24-021,TOR,SAS,1,33.233333333333334,6.0,16.0,.375,2.0,6.0,.333,1,2.0,.500,0.0,5.0,5.0,3.0,2.0,0.0,1.0,2.0,15.0,9.6,+15,10.0,4.0,0.4,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,6.0,75.0,4.166666666666667,9.2,76.5,4.25,0.124054462934947,W (+6),W (+6)
57.0,50.0,2023-02-10,24-023,TOR,UTA,1,39.4,7.0,20.0,.350,2.0,9.0,.222,3,3.0,1.000,0.0,5.0,5.0,4.0,3.0,1.0,0.0,2.0,19.0,15.0,+2,11.0,5.0,0.4545454545454545,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,9.0,72.0,4.0,13.8,74.0,4.111111111111111,0.124054462934947,W (+3),W (+3)
58.0,,2023-02-12,24-025,TOR,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,79.0,4.388888888888889,0.0,107.6,5.977777777777778,0.124054462934947,W (+14),W (+14)
