Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,29-143,PHI,PHO,0,27.05,7.0,11.0,.636,7.0,10.0,.700,0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,3.0,2.0,21.0,16.2,+7,1.0,0.0,0.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,14.0,64.0,3.3684210526315788,16.2,68.3,3.594736842105263,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+12),W (+12)
12.0,12.0,2022-11-10,29-146,PHI,ATL,0,23.33333333333333,2.0,8.0,.250,1.0,7.0,.143,4,4.0,1.000,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,9.0,6.4,-18,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,2.0,57.0,3.0,4.800000000000002,58.29999999999999,3.0684210526315785,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-9),L (-9)
13.0,13.0,2022-11-12,29-148,PHI,ATL,0,14.283333333333331,1.0,2.0,.500,1.0,2.0,.500,1,1.0,1.000,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,4.0,-4,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,4.0,99.0,5.2105263157894735,3.6000000000000005,102.7,5.405263157894737,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+12),W (+12)
14.0,14.0,2022-11-13,29-149,PHI,UTA,0,18.85,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,-11,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,4.0,78.0,4.105263157894737,5.0,89.39999999999999,4.705263157894737,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+7),W (+7)
15.0,15.0,2022-11-18,29-154,PHI,MIL,0,30.433333333333334,6.0,11.0,.545,4.0,8.0,.500,1,1.0,1.000,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,17.0,10.8,+3,3.0,2.0,0.6666666666666666,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,7.0,73.0,3.842105263157895,10.399999999999997,80.49999999999999,4.2368421052631575,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+8),W (+8)
16.0,16.0,2022-11-19,29-155,PHI,MIN,0,32.38333333333333,5.0,12.0,.417,1.0,7.0,.143,4,4.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,15.0,8.7,+10,5.0,4.0,0.8,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,2.0,64.0,3.3684210526315788,7.100000000000001,62.0,3.263157894736842,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-3),L (-3)
17.0,17.0,2022-11-22,29-158,PHI,BRK,0,17.716666666666665,6.0,11.0,.545,4.0,5.0,.800,0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,0.0,3.0,16.0,13.1,+5,6.0,2.0,0.3333333333333333,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,13.0,76.0,4.0,13.099999999999998,82.60000000000001,4.347368421052632,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+9),W (+9)
18.0,18.0,2022-11-23,29-159,PHI,CHO,0,18.683333333333334,3.0,10.0,.300,3.0,8.0,.375,0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,2.0,5.0,9.0,3.2,+5,2.0,0.0,0.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,5.0,63.0,3.3157894736842106,3.2,69.4,3.6526315789473687,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-6),L (-6)
19.0,19.0,2022-11-25,29-161,PHI,ORL,0,23.08333333333333,6.0,8.0,.750,5.0,7.0,.714,1,2.0,.500,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,18.0,14.7,-2,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,10.0,74.0,3.8947368421052633,14.3,81.8,4.3052631578947365,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+8),W (+8)
20.0,20.0,2022-11-27,29-163,PHI,ORL,0,19.716666666666665,4.0,9.0,.444,1.0,5.0,.200,0,1.0,.000,0.0,4.0,4.0,5.0,1.0,0.0,0.0,4.0,9.0,8.0,+10,4.0,3.0,0.75,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,9.0,113.0,5.947368421052632,7.9999999999999964,119.7,6.3,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+30),W (+30)
21.0,21.0,2022-11-28,29-164,PHI,ATL,0,18.116666666666667,3.0,7.0,.429,3.0,7.0,.429,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,6.2,+7,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,4.0,85.0,4.473684210526316,6.199999999999999,92.7,4.878947368421053,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,,
22.0,22.0,2022-11-30,29-166,PHI,CLE,0,24.316666666666663,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.7,-2,3.0,1.0,0.3333333333333333,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,0.0,41.0,2.1578947368421053,0.7,50.39999999999999,2.652631578947368,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+3),W (+3)
23.0,23.0,2022-12-02,29-168,PHI,MEM,0,15.883333333333333,3.0,9.0,.333,1.0,5.0,.200,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,1.9,-13,4.0,2.0,0.5,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,-1.0,92.0,4.842105263157895,1.899999999999998,86.89999999999999,4.573684210526316,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-28),L (-28)
24.0,,2022-12-05,29-171,PHI,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,,80.0,4.2105263157894735,0.0,83.9,4.415789473684211,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-8),L (-8)
