Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,48.0,2023-02-03,24-251,PHI,SAS,1.0,22.366666666666667,4.0,7.0,0.571,3.0,4.0,0.75,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,13.0,12.2,4.0,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,9.0,78.0,4.105263157894737,11.4,93.3,4.910526315789474,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-10),L (-10)
52.0,49.0,2023-02-05,24-253,PHI,NYK,1.0,35.833333333333336,5.0,7.0,0.714,3.0,4.0,0.75,1.0,3.0,0.333,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,14.0,12.8,12.0,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,45.0,2.3684210526315788,12.400000000000002,55.00000000000001,2.894736842105264,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+11),W (+11)
53.0,50.0,2023-02-08,24-256,PHI,BOS,1.0,32.86666666666667,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,12.0,11.5,6.0,4.0,3.0,0.75,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,45.0,2.3684210526315788,11.499999999999996,58.400000000000006,3.073684210526316,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+12),W (+12)
54.0,51.0,2023-02-10,24-258,PHI,NYK,1.0,18.6,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.8,-13.0,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,1.0,98.0,5.157894736842105,1.8000000000000005,112.0,5.894736842105263,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-11),L (-11)
55.0,52.0,2023-02-11,24-259,PHI,BRK,1.0,14.35,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,-12.0,2.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-2.0,71.0,3.736842105263158,-1.7999999999999998,70.69999999999999,3.7210526315789454,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-7),L (-7)
56.0,53.0,2023-02-13,24-261,PHI,HOU,1.0,21.133333333333333,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,4.2,9.0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,85.0,4.473684210526316,4.199999999999998,92.3,4.8578947368421055,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+11),W (+11)
57.0,54.0,2023-02-15,24-263,PHI,CLE,1.0,34.28333333333333,4.0,8.0,0.5,2.0,5.0,0.4,7.0,7.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,4.0,17.0,14.2,8.0,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,72.0,3.789473684210526,11.400000000000004,75.4,3.9684210526315793,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+3),W (+3)
58.0,55.0,2023-02-23,24-271,PHI,MEM,1.0,13.45,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,-2.3,-8.0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,0.0,73.0,3.842105263157895,-2.3000000000000003,78.39999999999999,4.126315789473684,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+19),W (+19)
59.0,56.0,2023-02-25,24-273,PHI,BOS,1.0,24.6,2.0,4.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0,5.0,3.0,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,5.0,68.0,3.5789473684210527,4.600000000000001,77.8,4.094736842105263,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+6),W (+6)
60.0,57.0,2023-02-27,24-275,PHI,MIA,1.0,30.633333333333333,2.0,8.0,0.25,1.0,5.0,0.2,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,6.0,3.9,-2.0,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,3.0,50.0,2.631578947368421,3.5,57.5,3.026315789473684,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+5),W (+5)
61.0,58.0,2023-03-01,24-277,PHI,MIA,1.0,32.1,2.0,5.0,0.4,2.0,5.0,0.4,2.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,8.0,7.1,18.0,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,83.0,4.368421052631579,6.300000000000001,89.5,4.7105263157894735,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-3),L (-3)
62.0,59.0,2023-03-02,24-278,PHI,DAL,0.0,30.566666666666663,3.0,7.0,0.429,2.0,6.0,0.333,4.0,4.0,1.0,1.0,6.0,7.0,6.0,5.0,0.0,0.0,2.0,12.0,19.2,2.0,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,19.0,61.0,3.210526315789474,17.599999999999998,80.7,4.247368421052632,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-2),L (-2)
63.0,60.0,2023-03-04,24-280,PHI,MIL,0.0,24.0,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,2.2,-19.0,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,2.0,66.0,3.473684210526316,2.2,93.1,4.9,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,,
64.0,61.0,2023-03-06,24-282,PHI,IND,1.0,27.03333333333333,3.0,7.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,5.0,9.0,6.6,6.0,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,82.0,4.315789473684211,5.799999999999997,103.9,5.468421052631579,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+23),W (+23)
65.0,62.0,2023-03-07,24-283,PHI,MIN,1.0,31.7,4.0,10.0,0.4,3.0,5.0,0.6,0.0,0.0,,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,11.0,6.8,14.0,5.0,1.0,0.2,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,84.0,4.421052631578948,6.799999999999997,83.0,4.368421052631579,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-7),L (-7)
66.0,63.0,2023-03-10,24-286,PHI,POR,0.0,23.7,5.0,6.0,0.833,3.0,4.0,0.75,0.0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,1.0,3.0,13.0,13.4,11.0,2.0,2.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,13.0,77.0,4.052631578947368,13.400000000000002,87.4,4.6000000000000005,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+3),W (+3)
67.0,64.0,2023-03-12,24-288,PHI,WAS,0.0,20.516666666666666,3.0,5.0,0.6,3.0,5.0,0.6,1.0,2.0,0.5,0.0,6.0,6.0,4.0,0.0,2.0,0.0,2.0,10.0,12.5,11.0,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,15.0,82.0,4.315789473684211,12.099999999999998,89.5,4.7105263157894735,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+4),W (+4)
68.0,65.0,2023-03-15,24-291,PHI,CLE,0.0,15.05,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.6,-13.0,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,2.0,88.0,4.631578947368421,-0.6000000000000001,98.1,5.163157894736842,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+23),W (+23)
69.0,66.0,2023-03-17,24-293,PHI,CHO,0.0,19.15,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,1.0,2.0,8.0,6.4,23.0,2.0,1.0,0.5,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,89.0,4.684210526315789,6.4,93.9,4.942105263157895,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+1),W (+1)
70.0,67.0,2023-03-18,24-294,PHI,IND,1.0,34.21666666666667,6.0,10.0,0.6,2.0,6.0,0.333,0.0,0.0,,1.0,4.0,5.0,5.0,6.0,1.0,2.0,3.0,14.0,18.3,21.0,4.0,4.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,19.0,86.0,4.526315789473684,18.3,108.8,5.726315789473684,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+19),W (+19)
71.0,68.0,2023-03-20,24-296,PHI,CHI,0.0,39.4,7.0,15.0,0.467,5.0,12.0,0.417,0.0,0.0,,2.0,4.0,6.0,1.0,4.0,1.0,0.0,3.0,19.0,18.1,-8.0,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,16.0,59.0,3.1052631578947367,18.1,56.1,2.9526315789473685,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+9),W (+9)
72.0,69.0,2023-03-22,24-298,PHI,CHI,1.0,33.21666666666667,8.0,16.0,0.5,4.0,9.0,0.444,5.0,6.0,0.833,2.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,25.0,21.9,29.0,7.0,4.0,0.5714285714285714,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,13.0,76.0,4.0,19.9,68.5,3.6052631578947367,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+39),W (+39)
73.0,70.0,2023-03-24,24-300,PHI,GSW,1.0,36.333333333333336,3.0,9.0,0.333,0.0,4.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,2.0,3.0,0.0,1.0,4.0,8.0,6.9,-11.0,5.0,3.0,0.6,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,66.0,3.473684210526316,6.1,75.40000000000002,3.96842105263158,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+20),W (+20)
74.0,71.0,2023-03-25,24-301,PHI,PHO,1.0,23.98333333333333,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,5.0,3.1,9.0,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,4.0,61.0,3.210526315789474,3.1000000000000005,72.4,3.810526315789474,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-4),L (-4)
75.0,72.0,2023-03-27,24-303,PHI,DEN,1.0,25.816666666666663,3.0,12.0,0.25,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,7.0,-2.4,-17.0,7.0,3.0,0.4285714285714285,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-5.0,60.0,3.1578947368421053,-2.799999999999999,69.8,3.673684210526316,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+25),W (+25)
76.0,73.0,2023-03-29,24-305,PHI,DAL,0.0,32.61666666666667,5.0,9.0,0.556,5.0,6.0,0.833,2.0,4.0,0.5,4.0,2.0,6.0,1.0,0.0,0.0,2.0,2.0,17.0,13.2,16.0,3.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,9.0,72.0,3.789473684210526,12.4,79.0,4.157894736842105,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-8),L (-8)
