Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Michael Foster Jr.,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey
35,35,31,2022-12-31,25-302,PHI,@,OKC,W (+19),1,21.6,3.0,3.0,1.000,3.0,3.0,1.000,0,0,,0,1,1,0,0,0,0,5,9,6.4,+22,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
36,36,32,2023-01-02,25-304,PHI,,NOP,W (+9),0,8.016666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0,,1,0,1,0,1,1,0,0,2,3.4,+12,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
37,37,33,2023-01-04,25-306,PHI,,IND,W (+3),0,21.433333333333334,2.0,5.0,.400,1.0,3.0,.333,0,0,,1,1,2,1,0,0,0,0,5,4.0,+14,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
38,38,34,2023-01-06,25-308,PHI,,CHI,L (-14),0,11.716666666666667,0.0,3.0,.000,0.0,2.0,.000,0,0,,0,1,1,1,0,1,0,0,0,-0.4,-13,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
39,39,35,2023-01-08,25-310,PHI,@,DET,W (+12),0,22.933333333333334,2.0,6.0,.333,1.0,4.0,.250,0,0,,0,1,1,2,5,0,0,1,5,7.9,+2,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
40,40,36,2023-01-10,25-312,PHI,,DET,W (+31),0,9.616666666666667,2.0,4.0,.500,0.0,1.0,.000,0,0,,1,0,1,1,1,1,0,2,4,4.3,-16,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
42,41,37,2023-01-12,25-314,PHI,,OKC,L (-19),0,10.866666666666667,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,1,1,0,3,0,0.5,-27,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
43,42,38,2023-01-14,25-316,PHI,@,UTA,W (+1),0,20.45,1.0,3.0,.333,0.0,2.0,.000,0,0,,1,3,4,1,1,0,1,3,2,1.4,+1,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
44,43,39,2023-01-15,25-317,PHI,@,LAL,W (+1),0,9.883333333333333,1.0,1.0,1.000,0.0,0.0,,0,0,,0,1,1,0,0,0,0,2,2,1.2,+2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
45,44,40,2023-01-17,25-319,PHI,@,LAC,W (+10),0,8.05,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,1,0,0,1,1,0,-0.7,0,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
46,45,41,2023-01-19,25-321,PHI,@,POR,W (+10),0,16.916666666666668,1.0,4.0,.250,0.0,1.0,.000,0,0,,0,1,1,0,2,2,0,3,2,2.1,+5,3.0,1.0,0.3333333333333333,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
47,46,42,2023-01-21,25-323,PHI,@,SAC,W (+2),0,13.05,1.0,1.0,1.000,0.0,0.0,,0,0,,0,2,2,0,0,0,0,3,2,1.1,+3,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
48,47,43,2023-01-25,25-327,PHI,,BRK,W (+4),0,12.183333333333334,3.0,5.0,.600,2.0,4.0,.500,2,2,1.000,2,0,2,1,3,0,0,2,10,12.0,-2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
49,48,44,2023-01-28,25-330,PHI,,DEN,W (+7),0,12.216666666666667,1.0,2.0,.500,0.0,0.0,,0,0,,2,0,2,0,3,0,0,0,2,5.4,+10,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
50,49,45,2023-01-30,25-332,PHI,,ORL,L (-10),0,11.316666666666666,3.0,5.0,.600,2.0,3.0,.667,2,2,1.000,0,1,1,2,2,0,0,0,10,11.4,+6,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
51,50,46,2023-02-01,25-334,PHI,,ORL,W (+11),0,9.5,0.0,0.0,,0.0,0.0,,2,2,1.000,0,2,2,0,0,0,0,0,2,2.6,+7,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
52,51,47,2023-02-03,25-336,PHI,@,SAS,W (+12),0,15.866666666666667,2.0,4.0,.500,0.0,1.0,.000,0,0,,1,0,1,1,2,0,0,1,4,5.0,+13,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
53,52,48,2023-02-05,25-338,PHI,@,NYK,L (-11),0,10.083333333333334,0.0,1.0,.000,0.0,0.0,,0,0,,3,1,4,0,1,0,0,2,0,1.9,-17,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
54,53,49,2023-02-08,25-341,PHI,@,BOS,L (-7),0,9.916666666666666,1.0,3.0,.333,1.0,2.0,.500,0,0,,0,1,1,0,1,0,1,2,3,0.8,-4,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
55,54,,2023-02-10,25-343,POR,,OKC,L (-9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
56,55,50,2023-02-13,25-346,POR,,LAL,W (+12),1,26.483333333333334,5.0,9.0,.556,4.0,6.0,.667,0,0,,1,5,6,2,1,3,1,2,14,14.6,+11,3.0,1.0,0.3333333333333333,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
57,56,51,2023-02-14,25-347,POR,,WAS,L (-25),1,30.15,1.0,4.0,.250,0.0,3.0,.000,0,0,,0,1,1,1,4,0,1,4,2,2.0,-2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
58,57,52,2023-02-23,25-356,POR,@,SAC,L (-17),1,26.816666666666666,2.0,5.0,.400,1.0,2.0,.500,0,1,.000,0,4,4,2,2,0,1,3,5,4.3,-3,3.0,1.0,0.3333333333333333,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
59,58,53,2023-02-26,25-359,POR,,HOU,W (+17),1,35.65,3.0,6.0,.500,2.0,5.0,.400,0,0,,1,2,3,2,2,1,0,6,8,8.0,+29,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
60,59,54,2023-02-28,25-361,POR,@,GSW,L (-18),1,25.016666666666666,5.0,7.0,.714,5.0,6.0,.833,0,0,,3,0,3,0,1,2,0,1,15,16.2,-6,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
61,60,55,2023-03-01,25-362,POR,,NOP,L (-11),1,38.05,5.0,10.0,.500,2.0,4.0,.500,0,0,,4,4,8,4,1,4,0,2,12,16.8,+4,6.0,3.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
63,61,56,2023-03-03,25-364,POR,@,ATL,L (-18),1,32.4,3.0,7.0,.429,2.0,5.0,.400,0,0,,2,3,5,2,4,1,1,3,8,10.5,-12,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
64,62,57,2023-03-05,26-001,POR,@,ORL,W (+3),1,32.166666666666664,2.0,7.0,.286,1.0,6.0,.167,1,1,1.000,4,4,8,2,1,0,1,3,6,6.1,+8,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
65,63,58,2023-03-06,26-002,POR,@,DET,W (+6),1,37.483333333333334,1.0,3.0,.333,1.0,3.0,.333,0,0,,0,3,3,2,1,0,1,4,3,2.0,+1,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
66,64,59,2023-03-08,26-004,POR,@,BOS,L (-22),1,19.683333333333334,1.0,6.0,.167,0.0,4.0,.000,0,0,,0,1,1,1,1,0,0,0,2,0.2,-13,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
67,65,60,2023-03-10,26-006,POR,@,PHI,L (-1),1,19.383333333333333,2.0,4.0,.500,1.0,3.0,.333,0,0,,0,2,2,1,1,1,0,0,5,6.0,+14,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
68,66,61,2023-03-12,26-008,POR,@,NOP,L (-17),1,24.3,4.0,6.0,.667,2.0,3.0,.667,0,0,,0,0,0,0,3,0,2,2,10,7.6,-17,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
69,67,62,2023-03-14,26-010,POR,,NYK,L (-16),1,38.15,6.0,11.0,.545,2.0,5.0,.400,1,2,.500,1,7,8,3,3,1,1,4,15,15.3,+1,6.0,4.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
70,68,63,2023-03-17,26-013,POR,,BOS,L (-14),1,21.4,4.0,9.0,.444,2.0,6.0,.333,2,2,1.000,0,1,1,0,2,0,0,0,12,9.6,-11,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
71,69,64,2023-03-19,26-015,POR,,LAC,L (-15),1,22.633333333333333,3.0,7.0,.429,0.0,3.0,.000,0,0,,1,3,4,0,0,0,0,1,6,3.5,-20,4.0,3.0,0.75,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
72,70,65,2023-03-22,26-018,POR,@,UTA,W (+12),1,27.55,2.0,5.0,.400,1.0,4.0,.250,1,2,.500,1,3,4,2,2,1,1,3,6,6.4,-2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
