Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
20.0,17.0,2022-11-27,23-166,PHI,ORL,0,30.133333333333333,6.0,6.0,1.000,0.0,0.0,,0,0.0,,3.0,10.0,13.0,3.0,1.0,2.0,5.0,4.0,12.0,13.2,+28,6.0,6.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,20.0,102.0,5.368421052631579,13.2,114.5,6.026315789473684,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+30),W (+30)
21.0,18.0,2022-11-28,23-167,PHI,ATL,0,12.533333333333331,1.0,2.0,.500,0.0,0.0,,0,0.0,,3.0,4.0,7.0,0.0,1.0,0.0,2.0,2.0,2.0,2.5,-1,2.0,1.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,6.0,83.0,4.368421052631579,2.500000000000001,96.4,5.0736842105263165,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,,
22.0,19.0,2022-11-30,23-169,PHI,CLE,0,14.416666666666666,4.0,4.0,1.000,0.0,0.0,,1,2.0,.500,2.0,3.0,5.0,2.0,0.0,1.0,2.0,2.0,9.0,9.0,-12,4.0,4.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,9.0,32.0,1.6842105263157894,8.599999999999998,42.5,2.236842105263158,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+3),W (+3)
23.0,20.0,2022-12-02,23-171,PHI,MEM,0,6.25,1.0,3.0,.333,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.9,-16,3.0,1.0,0.3333333333333333,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,89.0,4.684210526315789,1.9,86.89999999999999,4.573684210526316,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-28),L (-28)
24.0,21.0,2022-12-05,23-174,PHI,HOU,0,16.183333333333334,2.0,4.0,.500,0.0,0.0,,2,4.0,.500,2.0,1.0,3.0,0.0,0.0,3.0,0.0,5.0,6.0,5.0,-8,4.0,2.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,4.0,76.0,4.0,4.199999999999999,79.7,4.194736842105264,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-8),L (-8)
25.0,22.0,2022-12-09,23-178,PHI,LAL,0,3.616666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.9,-12,1.0,0.0,0.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,-1.0,103.0,5.421052631578948,-1.9,109.2,5.747368421052632,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-9),L (-9)
26.0,23.0,2022-12-11,23-180,PHI,CHO,0,1.6833333333333331,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,0.0,122.0,6.421052631578948,0.0,125.1,6.584210526315789,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+11),W (+11)
27.0,24.0,2022-12-13,23-182,PHI,SAC,0,5.55,0.0,3.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,-6,3.0,0.0,0.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,-1.0,95.0,5.0,-1.0999999999999996,101.0,5.315789473684211,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+18),W (+18)
28.0,25.0,2022-12-16,23-185,PHI,GSW,0,0.9833333333333332,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,0,2.0,1.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,101.0,5.315789473684211,1.5999999999999996,112.9,5.942105263157895,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+20),W (+20)
29.0,,2022-12-19,23-188,PHI,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,67.0,3.526315789473684,0.0,67.39999999999998,3.54736842105263,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+12),W (+12)
30.0,26.0,2022-12-21,23-190,PHI,DET,0,4.316666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.9,+2,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,87.0,4.578947368421052,0.8999999999999992,90.70000000000002,4.773684210526317,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+3),W (+3)
31.0,27.0,2022-12-23,23-192,PHI,LAC,0,5.2,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.6,+4,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,90.0,4.7368421052631575,1.5999999999999994,100.69999999999996,5.299999999999998,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+20),W (+20)
32.0,,2022-12-25,23-194,PHI,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,82.0,4.315789473684211,0.0,99.0,5.2105263157894735,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+5),W (+5)
33.0,28.0,2022-12-27,23-196,PHI,WAS,0,2.833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,-9,0.0,0.0,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,65.0,3.421052631578948,0.7,82.59999999999998,4.34736842105263,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+7),W (+7)
34.0,29.0,2022-12-30,23-199,PHI,NOP,0,1.0333333333333334,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+2,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,81.0,4.2631578947368425,1.7,84.4,4.442105263157895,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-5),L (-5)
35.0,30.0,2022-12-31,23-200,PHI,OKC,0,3.9333333333333336,1.0,5.0,.200,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,-0.9,-5,5.0,1.0,0.2,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,0.0,95.0,5.0,-0.9,94.6,4.978947368421053,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-11),L (-11)
36.0,,2023-01-02,23-202,PHI,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,92.0,4.842105263157895,0.0,98.0,5.157894736842105,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+19),W (+19)
37.0,,2023-01-04,23-204,PHI,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,94.0,4.947368421052632,0.0,104.4,5.494736842105263,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+9),W (+9)
38.0,31.0,2023-01-06,23-206,PHI,CHI,0,7.416666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,+1,0.0,0.0,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,79.0,4.157894736842105,1.0,95.29999999999998,5.01578947368421,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+3),W (+3)
39.0,32.0,2023-01-08,23-208,PHI,DET,0,24.183333333333334,6.0,7.0,.857,0.0,0.0,,4,4.0,1.000,8.0,4.0,12.0,1.0,3.0,0.0,2.0,2.0,16.0,21.2,+9,7.0,6.0,0.8571428571428571,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,19.0,75.0,3.947368421052632,19.6,82.5,4.342105263157895,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-14),L (-14)
40.0,33.0,2023-01-10,23-210,PHI,DET,0,10.416666666666666,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,6.0,7.3,+2,2.0,2.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,8.0,119.0,6.2631578947368425,6.499999999999997,124.0,6.526315789473684,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+12),W (+12)
41.0,34.0,2023-01-12,23-212,PHI,OKC,0,13.316666666666666,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,4.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,2.8,-8,5.0,2.0,0.4,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,4.0,72.0,3.789473684210526,2.8,76.7,4.036842105263158,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+31),W (+31)
42.0,,2023-01-14,23-214,PHI,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,76.0,4.0,0.0,92.6,4.873684210526315,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,,
43.0,,2023-01-15,23-215,PHI,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,81.0,4.2631578947368425,0.0,87.09999999999998,4.584210526315789,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-19),L (-19)
44.0,35.0,2023-01-17,23-217,PHI,LAC,0,2.8833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-7,0.0,0.0,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,79.0,4.157894736842105,0.3,100.79999999999998,5.305263157894736,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+1),W (+1)
45.0,,2023-01-19,23-219,PHI,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,96.0,5.052631578947368,0.0,100.0,5.2631578947368425,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+1),W (+1)
