Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
28.0,23.0,2022-12-16,29-192,PHI,GSW,0,15.6,2.0,4.0,.500,1.0,3.0,.333,1,1.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,4.2,+1,1.0,1.0,1.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,3.0,100.0,5.882352941176471,3.8,110.7,6.511764705882353,0.0283657917019475,W (+20),W (+20)
29.0,24.0,2022-12-19,29-195,PHI,TOR,0,10.55,3.0,4.0,.750,2.0,3.0,.667,1,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,7.5,+2,1.0,1.0,1.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,7.0,60.0,3.5294117647058822,7.099999999999999,60.29999999999998,3.5470588235294107,0.0283657917019475,W (+12),W (+12)
30.0,25.0,2022-12-21,29-197,PHI,DET,0,17.866666666666667,4.0,7.0,.571,1.0,4.0,.250,0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,9.0,8.0,+14,3.0,3.0,1.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,7.0,82.0,4.823529411764706,8.0,83.60000000000001,4.91764705882353,0.0283657917019475,W (+3),W (+3)
31.0,26.0,2022-12-23,29-199,PHI,LAC,0,8.966666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,-7,1.0,1.0,1.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,3.0,89.0,5.235294117647059,2.7,99.59999999999998,5.858823529411763,0.0283657917019475,W (+20),W (+20)
32.0,27.0,2022-12-25,29-201,PHI,NYK,0,10.466666666666669,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1,-1,0.0,0.0,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,1.0,81.0,4.764705882352941,-0.0999999999999999,99.1,5.829411764705882,0.0283657917019475,W (+5),W (+5)
33.0,28.0,2022-12-27,29-203,PHI,WAS,0,8.683333333333334,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.2,+2,2.0,1.0,0.5,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,0.0,66.0,3.882352941176471,0.8000000000000003,82.49999999999999,4.852941176470587,0.0283657917019475,W (+7),W (+7)
34.0,,2022-12-30,29-206,PHI,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,82.0,4.823529411764706,0.0,86.10000000000001,5.064705882352942,0.0283657917019475,L (-5),L (-5)
35.0,29.0,2022-12-31,29-207,PHI,OKC,0,28.266666666666666,3.0,8.0,.375,1.0,4.0,.250,1,2.0,.500,0.0,5.0,5.0,3.0,0.0,0.0,1.0,3.0,8.0,4.6,-11,4.0,2.0,0.5,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,5.0,90.0,5.294117647058823,4.199999999999999,89.5,5.264705882352941,0.0283657917019475,L (-11),L (-11)
36.0,,2023-01-02,29-209,PHI,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,92.0,5.411764705882353,0.0,98.0,5.764705882352941,0.0283657917019475,W (+19),W (+19)
37.0,,2023-01-04,29-211,PHI,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,94.0,5.529411764705882,0.0,104.4,6.141176470588236,0.0283657917019475,W (+9),W (+9)
38.0,,2023-01-06,29-213,PHI,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,81.0,4.764705882352941,0.0,96.29999999999998,5.664705882352941,0.0283657917019475,W (+3),W (+3)
39.0,30.0,2023-01-08,29-215,PHI,DET,0,5.966666666666667,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.6,-11,1.0,0.0,0.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,0.0,94.0,5.529411764705882,0.5999999999999996,101.5,5.970588235294118,0.0283657917019475,L (-14),L (-14)
40.0,31.0,2023-01-10,29-217,PHI,DET,0,11.383333333333333,2.0,4.0,.500,1.0,3.0,.333,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,5.2,-1,1.0,1.0,1.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,3.0,124.0,7.294117647058823,4.4,126.09999999999998,7.417647058823528,0.0283657917019475,W (+12),W (+12)
41.0,32.0,2023-01-12,29-219,PHI,OKC,0,1.6833333333333331,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3,0.0,0.0,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,-1.0,77.0,4.529411764705882,-0.7,80.2,4.7176470588235295,0.0283657917019475,W (+31),W (+31)
42.0,,2023-01-14,29-221,PHI,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,76.0,4.470588235294118,0.0,92.6,5.447058823529411,0.0283657917019475,,
43.0,,2023-01-15,29-222,PHI,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,81.0,4.764705882352941,0.0,87.09999999999998,5.1235294117647046,0.0283657917019475,L (-19),L (-19)
44.0,33.0,2023-01-17,29-224,PHI,LAC,0,1.95,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,0.0,0.0,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,-1.0,81.0,4.764705882352941,-0.7,101.79999999999998,5.988235294117646,0.0283657917019475,W (+1),W (+1)
45.0,,2023-01-19,29-226,PHI,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,96.0,5.647058823529412,0.0,100.0,5.882352941176471,0.0283657917019475,W (+1),W (+1)
46.0,34.0,2023-01-21,29-228,PHI,SAC,0,5.466666666666667,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.7,+10,1.0,0.0,0.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,3.0,84.0,4.941176470588236,4.7,101.59999999999998,5.976470588235293,0.0283657917019475,W (+10),W (+10)
47.0,,2023-01-25,29-232,PHI,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,87.0,5.117647058823529,0.0,103.4,6.082352941176471,0.0283657917019475,W (+10),W (+10)
48.0,,2023-01-28,29-235,PHI,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,91.0,5.352941176470588,0.0,105.5,6.205882352941177,0.0283657917019475,W (+2),W (+2)
49.0,,2023-01-30,29-237,PHI,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,72.0,4.235294117647059,0.0,72.89999999999999,4.288235294117647,0.0283657917019475,W (+4),W (+4)
50.0,,2023-02-01,29-239,PHI,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,76.0,4.470588235294118,0.0,72.60000000000001,4.270588235294119,0.0283657917019475,W (+7),W (+7)
51.0,35.0,2023-02-03,29-241,PHI,SAS,0,7.15,0.0,1.0,.000,0.0,1.0,.000,1,4.0,.250,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.4,-8,0.0,0.0,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,-1.0,88.0,5.176470588235294,1.0,103.69999999999996,6.099999999999998,0.0283657917019475,L (-10),L (-10)
52.0,,2023-02-05,29-243,PHI,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,56.0,3.294117647058824,0.0,67.4,3.964705882352941,0.0283657917019475,W (+11),W (+11)
53.0,,2023-02-08,29-246,PHI,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,57.0,3.3529411764705883,0.0,69.9,4.111764705882353,0.0283657917019475,W (+12),W (+12)
54.0,36.0,2023-02-10,29-248,PHI,NYK,0,4.066666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,0.0,0.0,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,-1.0,100.0,5.882352941176471,-0.7,114.5,6.735294117647059,0.0283657917019475,L (-11),L (-11)
55.0,,2023-02-11,29-249,PHI,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,,69.0,4.0588235294117645,0.0,68.89999999999999,4.052941176470588,0.0283657917019475,L (-7),L (-7)
56.0,37.0,2023-02-13,29-251,PHI,HOU,0,3.5166666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,-4,1.0,0.0,0.0,52,30,53,12,36,43,2,31,40,49,51,2,50,49,37,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6753246753246753,0.8108108108108109,0.6794871794871795,0.75,0.6206896551724138,0.6515151515151515,0.1176470588235294,0.0,0.0,0.4366197183098591,0.0,0.7017543859649122,0.6533333333333333,0.7391304347826086,0.08,0.6578947368421053,0.6621621621621622,0.6166666666666667,15,6,38.0,79.0,80.0,0.1875,0.1578947368421052,0.0,17,-1.0,93.0,5.470588235294118,-1.5,98.0,5.764705882352941,0.0283657917019475,W (+11),W (+11)
