Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,18.0,2022-12-11,28-270,PHI,CHO,1,34.31666666666667,20.0,32.0,.625,2.0,3.0,.667,11,11.0,1.000,3.0,9.0,12.0,3.0,0.0,1.0,2.0,2.0,53.0,43.4,+11,29.0,18.0,0.6206896551724138,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,24.0,98.0,5.444444444444445,39.0,86.1,4.783333333333333,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+11),W (+11)
27.0,19.0,2022-12-13,28-272,PHI,SAC,1,30.33333333333333,10.0,16.0,.625,0.0,1.0,.000,11,13.0,.846,1.0,6.0,7.0,2.0,1.0,1.0,3.0,3.0,31.0,24.4,+12,15.0,10.0,0.6666666666666666,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,10.0,84.0,4.666666666666667,20.000000000000004,79.90000000000002,4.43888888888889,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+18),W (+18)
28.0,20.0,2022-12-16,28-275,PHI,GSW,1,35.95,11.0,23.0,.478,2.0,3.0,.667,10,12.0,.833,3.0,10.0,13.0,4.0,4.0,2.0,6.0,0.0,34.0,28.8,+7,20.0,9.0,0.45,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,16.0,87.0,4.833333333333333,24.8,89.69999999999999,4.9833333333333325,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+20),W (+20)
29.0,21.0,2022-12-19,28-278,PHI,TOR,1,42.11666666666667,6.0,16.0,.375,2.0,3.0,.667,14,15.0,.933,0.0,11.0,11.0,4.0,2.0,0.0,3.0,4.0,28.0,22.3,+5,13.0,4.0,0.3076923076923077,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,11.0,56.0,3.111111111111111,16.699999999999992,50.69999999999999,2.816666666666666,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+12),W (+12)
30.0,22.0,2022-12-21,28-280,PHI,DET,1,34.18333333333333,6.0,16.0,.375,0.0,1.0,.000,10,11.0,.909,0.0,10.0,10.0,6.0,0.0,4.0,1.0,3.0,22.0,20.6,+17,15.0,6.0,0.4,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,14.0,75.0,4.166666666666667,16.599999999999998,75.0,4.166666666666667,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+3),W (+3)
31.0,23.0,2022-12-23,28-282,PHI,LAC,1,37.766666666666666,18.0,30.0,.600,1.0,4.0,.250,7,7.0,1.000,2.0,5.0,7.0,3.0,1.0,2.0,1.0,5.0,44.0,34.6,+2,26.0,17.0,0.6538461538461539,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,19.0,73.0,4.055555555555555,31.800000000000004,70.5,3.9166666666666665,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+20),W (+20)
32.0,24.0,2022-12-25,28-284,PHI,NYK,1,33.9,12.0,22.0,.545,1.0,2.0,.500,10,15.0,.667,3.0,5.0,8.0,1.0,0.0,0.0,3.0,3.0,35.0,22.5,-6,20.0,11.0,0.55,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,4.0,78.0,4.333333333333333,18.500000000000004,80.50000000000001,4.472222222222223,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+5),W (+5)
33.0,25.0,2022-12-27,28-286,PHI,WAS,1,35.65,17.0,32.0,.531,1.0,5.0,.200,13,14.0,.929,4.0,6.0,10.0,1.0,3.0,3.0,3.0,5.0,48.0,37.4,+8,27.0,16.0,0.5925925925925926,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,16.0,50.0,2.7777777777777777,32.19999999999999,51.10000000000001,2.838888888888889,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+7),W (+7)
34.0,26.0,2022-12-30,28-289,PHI,NOP,1,34.13333333333333,14.0,22.0,.636,1.0,2.0,.500,8,10.0,.800,1.0,7.0,8.0,5.0,1.0,1.0,5.0,5.0,37.0,27.4,-4,20.0,13.0,0.65,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,15.0,67.0,3.7222222222222223,24.20000000000001,61.90000000000001,3.4388888888888896,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-5),L (-5)
35.0,27.0,2022-12-31,28-290,PHI,OKC,1,28.466666666666665,6.0,17.0,.353,0.0,3.0,.000,4,6.0,.667,2.0,11.0,13.0,10.0,1.0,4.0,4.0,3.0,16.0,16.0,+22,14.0,6.0,0.4285714285714285,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,17.0,78.0,4.333333333333333,14.400000000000002,79.3,4.405555555555555,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-11),L (-11)
36.0,28.0,2023-01-02,28-292,PHI,NOP,1,35.916666666666664,15.0,24.0,.625,2.0,3.0,.667,10,10.0,1.000,2.0,9.0,11.0,5.0,1.0,1.0,4.0,5.0,42.0,34.5,+10,21.0,13.0,0.6190476190476191,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,22.0,70.0,3.888888888888889,30.500000000000007,67.49999999999999,3.749999999999999,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+19),W (+19)
37.0,,2023-01-04,28-294,PHI,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,94.0,5.222222222222222,0.0,104.4,5.800000000000001,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+9),W (+9)
38.0,,2023-01-06,28-296,PHI,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,81.0,4.5,0.0,96.29999999999998,5.349999999999999,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+3),W (+3)
39.0,,2023-01-08,28-298,PHI,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,94.0,5.222222222222222,0.0,102.1,5.672222222222222,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-14),L (-14)
40.0,29.0,2023-01-10,28-300,PHI,DET,1,23.933333333333334,12.0,20.0,.600,1.0,3.0,.333,11,11.0,1.000,2.0,9.0,11.0,1.0,0.0,2.0,3.0,3.0,36.0,28.8,+36,17.0,11.0,0.6470588235294118,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,16.0,111.0,6.166666666666667,24.4,106.09999999999998,5.894444444444443,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+12),W (+12)
41.0,30.0,2023-01-12,28-302,PHI,OKC,1,27.566666666666663,10.0,17.0,.588,0.0,1.0,.000,10,10.0,1.000,2.0,8.0,10.0,2.0,0.0,1.0,3.0,5.0,30.0,23.0,-12,16.0,10.0,0.625,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,13.0,63.0,3.5,19.0,60.5,3.361111111111111,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+31),W (+31)
42.0,31.0,2023-01-14,28-304,PHI,UTA,1,35.6,9.0,18.0,.500,2.0,3.0,.667,10,13.0,.769,1.0,6.0,7.0,2.0,0.0,2.0,2.0,2.0,30.0,22.3,+2,15.0,7.0,0.4666666666666667,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,8.0,68.0,3.7777777777777777,18.3,74.3,4.127777777777777,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,,
43.0,32.0,2023-01-15,28-305,PHI,LAL,1,35.93333333333333,12.0,21.0,.571,2.0,5.0,.400,9,12.0,.750,0.0,11.0,11.0,4.0,1.0,1.0,1.0,2.0,35.0,29.9,+7,16.0,10.0,0.625,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,18.0,63.0,3.5,26.29999999999999,60.8,3.3777777777777778,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-19),L (-19)
44.0,33.0,2023-01-17,28-307,PHI,LAC,1,33.266666666666666,12.0,22.0,.545,2.0,5.0,.400,15,18.0,.833,3.0,6.0,9.0,3.0,0.0,2.0,5.0,2.0,41.0,30.8,+7,17.0,10.0,0.5882352941176471,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,10.0,70.0,3.888888888888889,24.8,76.3,4.238888888888889,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+1),W (+1)
45.0,34.0,2023-01-19,28-309,PHI,POR,1,33.11666666666667,12.0,22.0,.545,1.0,3.0,.333,7,7.0,1.000,1.0,8.0,9.0,2.0,1.0,3.0,2.0,5.0,32.0,25.0,+12,19.0,11.0,0.5789473684210527,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,16.0,80.0,4.444444444444445,22.2,77.80000000000001,4.322222222222223,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+1),W (+1)
46.0,,2023-01-21,28-311,PHI,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,87.0,4.833333333333333,0.0,106.29999999999995,5.905555555555553,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+10),W (+10)
47.0,35.0,2023-01-25,28-315,PHI,BRK,1,34.65,6.0,18.0,.333,1.0,5.0,.200,13,13.0,1.000,2.0,8.0,10.0,3.0,2.0,0.0,2.0,4.0,26.0,20.1,-1,13.0,5.0,0.3846153846153846,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,8.0,79.0,4.388888888888889,14.899999999999997,88.5,4.916666666666667,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+10),W (+10)
48.0,36.0,2023-01-28,28-318,PHI,DEN,1,37.88333333333333,18.0,31.0,.581,4.0,7.0,.571,7,10.0,.700,6.0,12.0,18.0,5.0,3.0,2.0,6.0,2.0,47.0,40.2,+14,24.0,14.0,0.5833333333333334,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,28.0,63.0,3.5,37.400000000000006,68.1,3.783333333333333,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+2),W (+2)
49.0,37.0,2023-01-30,28-320,PHI,ORL,1,33.11666666666667,11.0,20.0,.550,1.0,3.0,.333,7,11.0,.636,1.0,10.0,11.0,5.0,2.0,2.0,6.0,5.0,30.0,21.4,-11,17.0,10.0,0.5882352941176471,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,13.0,59.0,3.2777777777777777,18.6,54.29999999999999,3.016666666666666,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+4),W (+4)
50.0,38.0,2023-02-01,28-322,PHI,ORL,1,34.833333333333336,9.0,17.0,.529,0.0,1.0,.000,10,10.0,1.000,3.0,8.0,11.0,3.0,0.0,1.0,2.0,2.0,28.0,24.2,+17,16.0,9.0,0.5625,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,14.0,62.0,3.4444444444444446,20.200000000000006,66.9,3.716666666666667,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+7),W (+7)
51.0,39.0,2023-02-03,28-324,PHI,SAS,1,27.683333333333334,10.0,18.0,.556,2.0,3.0,.667,11,13.0,.846,2.0,8.0,10.0,4.0,2.0,0.0,3.0,2.0,33.0,28.4,+13,15.0,8.0,0.5333333333333333,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,15.0,72.0,4.0,24.0,80.69999999999999,4.4833333333333325,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-10),L (-10)
