Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,12.0,2022-12-11,33-107,PHI,CHO,1,38.25,6.0,12.0,.500,3.0,8.0,.375,4,5.0,.800,1.0,8.0,9.0,16.0,0.0,1.0,4.0,3.0,19.0,22.4,+18,4.0,3.0,0.75,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,24.0,98.0,5.444444444444445,20.8,104.29999999999998,5.794444444444443,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+11),W (+11)
27.0,13.0,2022-12-13,33-109,PHI,SAC,1,35.916666666666664,7.0,13.0,.538,4.0,7.0,.571,3,6.0,.500,0.0,7.0,7.0,15.0,5.0,0.0,6.0,2.0,21.0,24.3,+24,6.0,3.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,23.0,71.0,3.9444444444444446,23.100000000000005,76.80000000000001,4.266666666666668,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+18),W (+18)
28.0,14.0,2022-12-16,33-112,PHI,GSW,1,36.5,8.0,15.0,.533,4.0,8.0,.500,7,9.0,.778,1.0,4.0,5.0,9.0,0.0,0.0,4.0,4.0,27.0,21.5,+8,7.0,4.0,0.5714285714285714,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,13.0,90.0,5.0,18.7,95.8,5.322222222222222,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+20),W (+20)
29.0,15.0,2022-12-19,33-115,PHI,TOR,1,41.93333333333333,5.0,14.0,.357,1.0,6.0,.167,3,3.0,1.000,0.0,7.0,7.0,8.0,1.0,0.0,5.0,2.0,14.0,9.1,+14,8.0,4.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,8.0,59.0,3.2777777777777777,7.900000000000002,59.49999999999999,3.305555555555556,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+12),W (+12)
30.0,16.0,2022-12-21,33-117,PHI,DET,1,32.56666666666667,6.0,14.0,.429,2.0,7.0,.286,1,2.0,.500,0.0,2.0,2.0,8.0,1.0,1.0,4.0,2.0,15.0,10.3,+8,7.0,4.0,0.5714285714285714,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,7.0,82.0,4.555555555555555,9.9,81.7,4.538888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+3),W (+3)
31.0,17.0,2022-12-23,33-119,PHI,LAC,1,41.1,6.0,17.0,.353,3.0,6.0,.500,5,6.0,.833,0.0,11.0,11.0,21.0,1.0,0.0,3.0,2.0,20.0,25.3,+11,11.0,3.0,0.2727272727272727,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,27.0,65.0,3.611111111111111,23.3,79.00000000000001,4.388888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+20),W (+20)
32.0,18.0,2022-12-25,33-121,PHI,NYK,1,43.35,7.0,16.0,.438,5.0,11.0,.455,10,11.0,.909,0.0,4.0,4.0,13.0,4.0,1.0,1.0,3.0,29.0,33.0,+10,5.0,2.0,0.4,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,23.0,59.0,3.2777777777777777,29.00000000000001,70.0,3.888888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+5),W (+5)
33.0,19.0,2022-12-27,33-123,PHI,WAS,1,39.81666666666667,7.0,14.0,.500,2.0,8.0,.250,10,10.0,1.000,0.0,7.0,7.0,13.0,3.0,1.0,5.0,1.0,26.0,28.5,-2,6.0,5.0,0.8333333333333334,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,21.0,45.0,2.5,24.50000000000001,58.79999999999999,3.266666666666666,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+7),W (+7)
34.0,20.0,2022-12-30,33-126,PHI,NOP,1,35.35,5.0,8.0,.625,4.0,7.0,.571,6,6.0,1.000,0.0,1.0,1.0,10.0,0.0,0.0,7.0,1.0,20.0,16.3,+3,1.0,1.0,1.0,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,10.0,72.0,4.0,13.900000000000006,72.2,4.011111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-5),L (-5)
35.0,,2022-12-31,33-127,PHI,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,95.0,5.277777777777778,0.0,93.7,5.205555555555556,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-11),L (-11)
36.0,21.0,2023-01-02,33-129,PHI,NOP,1,38.3,8.0,19.0,.421,3.0,9.0,.333,8,10.0,.800,0.0,2.0,2.0,8.0,2.0,1.0,1.0,3.0,27.0,22.8,+10,10.0,5.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,10.0,82.0,4.555555555555555,19.600000000000005,78.39999999999999,4.355555555555555,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+19),W (+19)
37.0,22.0,2023-01-04,33-131,PHI,IND,1,42.66666666666666,8.0,20.0,.400,2.0,8.0,.250,8,10.0,.800,0.0,6.0,6.0,8.0,1.0,2.0,4.0,3.0,26.0,19.0,-4,12.0,6.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,9.0,85.0,4.722222222222222,15.8,88.6,4.922222222222222,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+9),W (+9)
38.0,23.0,2023-01-06,33-133,PHI,CHI,1,33.71666666666667,4.0,17.0,.235,3.0,9.0,.333,6,8.0,.750,5.0,2.0,7.0,11.0,1.0,0.0,1.0,0.0,17.0,17.7,-10,8.0,1.0,0.125,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,10.0,71.0,3.9444444444444446,15.300000000000004,81.0,4.5,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+3),W (+3)
39.0,24.0,2023-01-08,33-135,PHI,DET,1,28.05,7.0,14.0,.500,3.0,5.0,.600,3,4.0,.750,1.0,10.0,11.0,11.0,0.0,1.0,1.0,2.0,20.0,22.9,+7,9.0,4.0,0.4444444444444444,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,24.0,70.0,3.888888888888889,21.700000000000006,80.39999999999999,4.466666666666666,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-14),L (-14)
40.0,25.0,2023-01-10,33-137,PHI,DET,1,26.03333333333333,6.0,7.0,.857,2.0,3.0,.667,2,3.0,.667,1.0,11.0,12.0,15.0,2.0,0.0,3.0,1.0,16.0,26.2,+35,4.0,4.0,1.0,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,32.0,95.0,5.277777777777778,25.4,105.09999999999998,5.838888888888888,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+12),W (+12)
41.0,26.0,2023-01-12,33-139,PHI,OKC,1,36.41666666666666,6.0,13.0,.462,5.0,10.0,.500,7,8.0,.875,0.0,6.0,6.0,15.0,1.0,0.0,7.0,3.0,24.0,22.0,-4,3.0,1.0,0.3333333333333333,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,18.0,58.0,3.2222222222222223,19.200000000000003,60.3,3.35,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+31),W (+31)
42.0,27.0,2023-01-14,33-141,PHI,UTA,1,37.68333333333333,11.0,19.0,.579,4.0,10.0,.400,5,5.0,1.000,1.0,5.0,6.0,11.0,0.0,0.0,2.0,4.0,31.0,28.4,-2,9.0,7.0,0.7777777777777778,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,22.0,54.0,3.0,26.4,66.19999999999999,3.677777777777777,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,,
43.0,28.0,2023-01-15,33-142,PHI,LAL,1,36.48333333333333,9.0,15.0,.600,4.0,7.0,.571,2,2.0,1.000,0.0,7.0,7.0,13.0,1.0,1.0,2.0,3.0,24.0,26.8,+1,8.0,5.0,0.625,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,27.0,54.0,3.0,26.000000000000007,61.09999999999999,3.394444444444444,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-19),L (-19)
44.0,29.0,2023-01-17,33-144,PHI,LAC,1,31.53333333333333,1.0,6.0,.167,0.0,4.0,.000,4,4.0,1.000,0.0,3.0,3.0,9.0,1.0,1.0,3.0,1.0,6.0,7.7,+3,2.0,1.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,7.0,73.0,4.055555555555555,6.100000000000001,95.0,5.277777777777778,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+1),W (+1)
45.0,30.0,2023-01-19,33-146,PHI,POR,1,33.81666666666667,6.0,11.0,.545,1.0,4.0,.250,3,4.0,.750,0.0,10.0,10.0,14.0,0.0,0.0,5.0,3.0,16.0,16.9,+3,7.0,5.0,0.7142857142857143,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,20.0,76.0,4.222222222222222,15.699999999999996,84.30000000000001,4.683333333333334,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+1),W (+1)
46.0,,2023-01-21,33-148,PHI,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,87.0,4.833333333333333,0.0,106.29999999999995,5.905555555555553,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+10),W (+10)
47.0,31.0,2023-01-25,33-152,PHI,BRK,1,35.13333333333333,6.0,12.0,.500,5.0,10.0,.500,6,7.0,.857,0.0,3.0,3.0,7.0,2.0,1.0,6.0,4.0,23.0,17.5,+4,2.0,1.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,11.0,76.0,4.222222222222222,15.099999999999998,88.3,4.905555555555555,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+10),W (+10)
48.0,32.0,2023-01-28,33-155,PHI,DEN,1,35.78333333333333,5.0,10.0,.500,3.0,6.0,.500,4,6.0,.667,1.0,3.0,4.0,13.0,0.0,0.0,0.0,1.0,17.0,21.5,-3,4.0,2.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,18.0,73.0,4.055555555555555,19.9,85.6,4.755555555555556,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+2),W (+2)
49.0,33.0,2023-01-30,33-157,PHI,ORL,1,34.95,5.0,14.0,.357,3.0,9.0,.333,4,4.0,1.000,0.0,8.0,8.0,6.0,0.0,0.0,2.0,2.0,17.0,13.0,-19,5.0,2.0,0.4,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,11.0,61.0,3.388888888888889,11.4,61.49999999999999,3.416666666666666,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+4),W (+4)
50.0,34.0,2023-02-01,33-159,PHI,ORL,1,37.56666666666667,7.0,13.0,.538,6.0,10.0,.600,6,7.0,.857,1.0,8.0,9.0,10.0,1.0,0.0,7.0,2.0,26.0,22.6,+7,3.0,1.0,0.3333333333333333,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,19.0,57.0,3.1666666666666665,20.2,66.9,3.716666666666667,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+7),W (+7)
51.0,35.0,2023-02-03,33-161,PHI,SAS,1,24.78333333333333,4.0,10.0,.400,2.0,5.0,.400,6,8.0,.750,1.0,3.0,4.0,8.0,0.0,0.0,3.0,0.0,16.0,14.0,+7,5.0,2.0,0.4,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,7.0,80.0,4.444444444444445,11.599999999999998,93.09999999999998,5.172222222222221,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-10),L (-10)
