Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-28,37-207,PHI,,ATL,W (+3),1,28:13,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,-1.3,-7,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,2.0,87.0,4.578947368421052,-1.3000000000000005,100.2,5.273684210526316
22,22,22,2022-11-30,37-209,PHI,@,CLE,L (-28),1,20:29,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,-26,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,38.0,2.0,4.0,47.1,2.4789473684210526
23,23,23,2022-12-02,37-211,PHI,@,MEM,L (-8),1,21:22,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,2.0,3.0,5.0,2.0,1.0,0.0,0.0,5.0,3.0,4.0,-4,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,8.0,83.0,4.368421052631579,4.0,84.79999999999998,4.463157894736841
24,24,24,2022-12-05,37-214,PHI,@,HOU,L (-9),1,42:05,1.0,2.0,.500,0.0,1.0,.000,1,2.0,.500,2.0,4.0,6.0,1.0,0.0,0.0,0.0,5.0,3.0,2.9,-1,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,6.0,74.0,3.8947368421052633,2.500000000000001,81.4,4.28421052631579
25,25,25,2022-12-09,37-218,PHI,,LAL,W (+11),1,33:13,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,2.0,3.0,5.0,2.0,1.0,0.0,1.0,4.0,3.0,2.7,-5,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,6.0,96.0,5.052631578947368,2.7,104.6,5.505263157894737
26,26,26,2022-12-11,37-220,PHI,,CHO,W (+18),1,32:08,0.0,3.0,.000,0.0,1.0,.000,3,3.0,1.000,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,2.8,+17,2.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,1.0,121.0,6.368421052631579,1.6000000000000003,123.5,6.5
27,27,27,2022-12-13,37-222,PHI,,SAC,W (+20),1,23:53,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,4.7,+10,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,7.0,87.0,4.578947368421052,4.7,95.2,5.010526315789474
28,28,28,2022-12-16,37-225,PHI,,GSW,W (+12),1,26:35,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,2.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,7.0,5.5,+4,2.0,2.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,7.0,96.0,5.052631578947368,5.499999999999999,109.0,5.7368421052631575
29,29,29,2022-12-19,37-228,PHI,,TOR,W (+3),1,39:24,1.0,6.0,.167,1.0,5.0,.200,2,2.0,1.000,2.0,4.0,6.0,2.0,1.0,1.0,3.0,5.0,5.0,1.9,+7,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,4.0,63.0,3.3157894736842106,1.1000000000000003,66.29999999999998,3.4894736842105254
30,30,30,2022-12-21,37-230,PHI,,DET,W (+20),1,21:07,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,5.0,5.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,2.7,-3,2.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,8.0,81.0,4.2631578947368425,2.7,88.9,4.678947368421053
31,31,31,2022-12-23,37-232,PHI,,LAC,W (+5),1,20:17,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6,-3,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,89.0,4.684210526315789,1.6,100.69999999999996,5.299999999999998
32,32,32,2022-12-25,37-234,PHI,@,NYK,W (+7),1,23:55,2.0,2.0,1.000,1.0,1.0,1.000,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,5.6,+1,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,5.0,77.0,4.052631578947368,5.2,93.8,4.936842105263158
33,33,33,2022-12-27,37-236,PHI,@,WAS,L (-5),1,18:57,0.0,1.0,.000,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6,-7,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,63.0,3.3157894736842106,1.6,81.7,4.3
34,34,34,2022-12-30,37-239,PHI,@,NOP,L (-11),1,28:12,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,5.0,2.3,-2,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,5.0,77.0,4.052631578947368,2.3,83.80000000000001,4.4105263157894745
35,35,,2022-12-31,37-240,PHI,@,OKC,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,95.0,5.0,0.0,93.7,4.931578947368421
36,36,35,2023-01-02,37-242,PHI,,NOP,W (+9),1,18:06,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,+2,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,5.0,87.0,4.578947368421052,2.0,96.0,5.052631578947368
37,37,36,2023-01-04,37-244,PHI,,IND,W (+3),1,25:01,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,3.0,4.0,7.0,1.0,1.0,0.0,2.0,2.0,0.0,-0.6,-6,2.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,91.0,4.789473684210527,-0.5999999999999999,105.0,5.526315789473684
38,38,37,2023-01-06,37-246,PHI,,CHI,L (-14),1,20:22,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.8,-6,2.0,1.0,0.5,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,5.0,76.0,4.0,2.8,93.5,4.921052631578948
39,39,,2023-01-08,37-248,PHI,@,DET,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,94.0,4.947368421052632,0.0,102.1,5.373684210526315
40,40,38,2023-01-10,37-250,PHI,,DET,W (+31),1,21:25,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,4.0,4.0,8.0,1.0,0.0,0.0,0.0,2.0,6.0,5.8,+35,2.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,8.0,119.0,6.2631578947368425,5.799999999999999,124.7,6.563157894736842
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,39,2023-01-12,37-252,PHI,,OKC,L (-19),1,21:03,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-4,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,1.0,75.0,3.947368421052632,-0.0999999999999999,79.60000000000001,4.189473684210527
43,42,40,2023-01-14,37-254,PHI,@,UTA,W (+1),1,22:51,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,5.9,-6,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,6.0,70.0,3.684210526315789,5.1000000000000005,87.49999999999999,4.605263157894736
44,43,41,2023-01-15,37-255,PHI,@,LAL,W (+1),1,24:06,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6,-16,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,0.0,81.0,4.2631578947368425,0.6000000000000001,86.49999999999999,4.552631578947367
45,44,42,2023-01-17,37-257,PHI,@,LAC,W (+10),1,27:11,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,6.0,6.5,-3,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,8.0,72.0,3.789473684210526,6.499999999999999,94.6,4.978947368421053
46,45,43,2023-01-19,37-259,PHI,@,POR,W (+10),1,18:55,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6,+14,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,93.0,4.894736842105263,0.5999999999999996,99.4,5.231578947368422
47,46,44,2023-01-21,37-261,PHI,@,SAC,W (+2),1,19:13,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.6,-14,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,2.0,85.0,4.473684210526316,-0.6000000000000003,106.89999999999998,5.626315789473683
48,47,45,2023-01-25,37-265,PHI,,BRK,W (+4),1,17:36,1.0,3.0,.333,0.0,0.0,,4,4.0,1.000,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,6.0,7.4,+12,3.0,1.0,0.3333333333333333,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,4.0,83.0,4.368421052631579,5.800000000000001,97.6,5.136842105263158
49,48,46,2023-01-28,37-268,PHI,,DEN,W (+7),1,24:28,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,0.4,-1,3.0,1.0,0.3333333333333333,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,1.0,90.0,4.7368421052631575,0.3999999999999999,105.1,5.531578947368421
