Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,CO_HGS,HGS,avg_EFF,avg_HGS
23,23,13,2022-11-30,32-099,BRK,,WAS,W (+6),0,22:57,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,3.0,5.0,2.0,-1.5,+4,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,3.0,62.0,-1.5,66.5,2.8181818181818183,3.022727272727273
24,24,14,2022-12-02,32-101,BRK,,TOR,W (+9),0,20:27,1.0,5.0,.200,0.0,2.0,.000,2,2.0,1.000,0.0,1.0,1.0,5.0,0.0,0.0,4.0,1.0,4.0,0.3,+16,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,75.0,-0.5000000000000004,88.29999999999998,3.409090909090909,4.013636363636363
25,25,15,2022-12-04,32-103,BRK,,BOS,L (-11),0,14:20,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.0,+2,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,0.0,45.0,-2.0,52.1,2.0454545454545454,2.368181818181818
26,26,16,2022-12-07,32-106,BRK,,CHO,W (+6),0,28:17,8.0,11.0,.727,3.0,6.0,.500,1,1.0,1.000,0.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0,20.0,20.4,+5,5.0,5.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,19.0,75.0,20.0,91.5,3.409090909090909,4.159090909090909
27,27,17,2022-12-09,32-108,BRK,,ATL,W (+4),0,32:43,3.0,8.0,.375,2.0,5.0,.400,3,3.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,11.0,7.5,-4,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,3.0,93.0,6.300000000000002,97.1,4.227272727272728,4.413636363636363
28,28,,2022-12-10,32-109,BRK,@,IND,W (+3),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,62.0,0.0,98.89999999999998,2.8181818181818183,4.495454545454544
29,29,18,2022-12-12,32-111,BRK,@,WAS,W (+12),0,21:51,1.0,7.0,.143,1.0,6.0,.167,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,-1.1,-6,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,68.0,-1.0999999999999996,79.19999999999999,3.090909090909091,3.5999999999999996
30,30,19,2022-12-16,32-115,BRK,@,TOR,W (+3),0,6:36,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1,-6,2.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,82.0,-1.1,82.89999999999999,3.727272727272727,3.7681818181818176
31,31,20,2022-12-18,32-117,BRK,@,DET,W (+3),0,9:27,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.6,-1,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,1.0,84.0,1.6,82.99999999999999,3.8181818181818175,3.772727272727272
32,32,21,2022-12-21,32-120,BRK,,GSW,W (+30),0,18:33,4.0,6.0,.667,1.0,3.0,.333,3,3.0,1.000,0.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,12.0,14.0,-3,3.0,3.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,12.0,91.0,12.8,103.5,4.136363636363637,4.704545454545454
33,33,22,2022-12-23,32-122,BRK,,MIL,W (+18),0,24:59,2.0,9.0,.222,1.0,4.0,.250,0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,0.8,+6,5.0,1.0,0.2,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-2.0,72.0,0.8000000000000003,80.0,3.272727272727273,3.6363636363636362
34,34,,2022-12-26,32-125,BRK,@,CLE,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,70.0,0.0,70.6,3.1818181818181817,3.209090909090909
35,35,23,2022-12-28,32-127,BRK,@,ATL,W (+1),0,6:31,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-0.5,-12,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,72.0,-0.5000000000000002,80.69999999999999,3.272727272727273,3.6681818181818175
36,36,24,2022-12-31,32-130,BRK,@,CHO,W (+17),0,20:10,3.0,8.0,.375,1.0,3.0,.333,1,1.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,8.0,4.1,+9,5.0,2.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,4.0,91.0,3.6999999999999984,98.2,4.136363636363637,4.463636363636364
37,37,25,2023-01-02,32-132,BRK,,SAS,W (+36),1,22:02,6.0,12.0,.500,4.0,7.0,.571,0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,16.0,12.9,+24,5.0,2.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,10.0,76.0,12.9,88.7,3.4545454545454546,4.031818181818182
38,38,26,2023-01-04,32-134,BRK,@,CHI,L (-9),0,26:59,8.0,11.0,.727,6.0,7.0,.857,0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,22.0,20.9,-2,4.0,2.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,16.0,43.0,20.9,47.8,1.9545454545454544,2.1727272727272724
39,39,27,2023-01-06,32-136,BRK,@,NOP,W (+6),0,15:58,3.0,9.0,.333,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,8.0,3.8,-2,4.0,1.0,0.25,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,2.0,72.0,3.8000000000000007,67.3,3.272727272727273,3.059090909090909
40,40,28,2023-01-08,32-138,BRK,@,MIA,W (+1),0,24:20,6.0,9.0,.667,1.0,3.0,.333,1,1.0,1.000,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,14.0,10.9,-4,6.0,5.0,0.8333333333333334,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,8.0,61.0,10.499999999999996,57.6,2.772727272727273,2.618181818181818
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,0.0,0.0,0.0,0.0,0.0
42,41,29,2023-01-12,32-142,BRK,,BOS,L (-11),0,25:16,4.0,9.0,.444,1.0,3.0,.333,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,11.0,4.6,-6,6.0,3.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,90.0,3.799999999999999,101.29999999999998,4.090909090909091,4.604545454545454
43,42,30,2023-01-15,32-145,BRK,,OKC,L (-10),0,26:51,9.0,15.0,.600,3.0,8.0,.375,2,2.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,23.0,17.4,-11,7.0,6.0,0.8571428571428571,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,9.0,87.0,16.6,80.4,3.954545454545455,3.6545454545454548
44,43,31,2023-01-17,32-147,BRK,@,SAS,L (-8),1,31:25,6.0,16.0,.375,1.0,7.0,.143,3,3.0,1.000,3.0,4.0,7.0,2.0,1.0,0.0,3.0,4.0,16.0,8.3,-14,9.0,5.0,0.5555555555555556,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,4.0,73.0,7.1,72.1,3.3181818181818183,3.277272727272727
45,44,32,2023-01-19,32-149,BRK,@,PHO,L (-5),0,36:21,6.0,10.0,.600,4.0,5.0,.800,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,16.0,11.8,+1,5.0,2.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,10.0,95.0,11.8,106.70000000000002,4.318181818181818,4.8500000000000005
46,45,33,2023-01-20,32-150,BRK,@,UTA,W (+11),0,24:59,3.0,8.0,.375,2.0,6.0,.333,2,2.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,10.0,7.5,+9,2.0,1.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,6.0,85.0,6.6999999999999975,97.79999999999998,3.863636363636364,4.445454545454544
47,46,34,2023-01-22,32-152,BRK,@,GSW,W (+4),0,31:07,5.0,7.0,.714,1.0,3.0,.333,1,1.0,1.000,0.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,12.0,7.3,-6,4.0,4.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,6.0,111.0,6.900000000000002,140.39999999999998,5.045454545454546,6.381818181818181
