Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with Justin Holiday,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Shared Games with Moses Brown,Shared Games with Nerlens Noel,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Yuta Watanabe,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Alondes Williams,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with RaiQuan Gray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,28,2022-12-14,29-252,DAL,,CLE,L (-15),1,32:00,4.0,8.0,.500,1.0,4.0,.250,1,3.0,.333,0.0,6.0,6.0,7.0,0.0,1.0,3.0,1.0,10.0,9.2,-30,4.0,3.0,0.75,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,10.0,52.0,1.4054054054054057,8.799999999999995,90.1,2.435135135135135
29,29,29,2022-12-16,29-254,DAL,,POR,W (+20),1,25:22,4.0,7.0,.571,3.0,6.0,.500,2,2.0,1.000,0.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,13.0,13.0,+15,1.0,1.0,1.0,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,10.0,57.0,1.5405405405405406,12.2,65.89999999999999,1.7810810810810809
30,30,,2022-12-17,29-255,DAL,@,CLE,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,81.0,2.189189189189189,0.0,81.8,2.210810810810811
31,31,30,2022-12-19,29-257,DAL,@,MIN,L (-10),1,37:35,6.0,13.0,.462,5.0,10.0,.500,3,4.0,.750,0.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,20.0,18.0,-13,3.0,1.0,0.3333333333333333,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,12.0,73.0,1.972972972972973,16.799999999999997,67.8,1.8324324324324324
32,32,31,2022-12-21,29-259,DAL,@,MIN,W (+5),1,41:08,6.0,13.0,.462,4.0,8.0,.500,3,3.0,1.000,0.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,19.0,13.3,+1,5.0,2.0,0.4,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,10.0,93.0,2.5135135135135136,12.099999999999998,104.2,2.8162162162162163
33,33,32,2022-12-23,29-261,DAL,@,HOU,W (+6),1,37:13,3.0,8.0,.375,3.0,8.0,.375,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,6.1,+3,0.0,0.0,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,2.0,68.0,1.837837837837838,5.299999999999999,75.49999999999999,2.0405405405405403
34,34,33,2022-12-25,29-263,DAL,,LAL,W (+9),1,40:26,2.0,10.0,.200,2.0,6.0,.333,2,2.0,1.000,1.0,1.0,2.0,8.0,0.0,0.0,1.0,3.0,8.0,6.2,+8,4.0,0.0,0.0,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,5.0,65.0,1.7567567567567568,5.4,65.19999999999999,1.762162162162162
35,35,34,2022-12-27,29-265,DAL,,NYK,W (+5),1,43:34,9.0,15.0,.600,3.0,8.0,.375,4,4.0,1.000,1.0,5.0,6.0,5.0,0.0,0.0,1.0,3.0,25.0,21.6,+8,7.0,6.0,0.8571428571428571,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,16.0,55.0,1.4864864864864864,20.0,60.2,1.627027027027027
36,36,35,2022-12-29,29-267,DAL,,HOU,W (+15),1,34:53,6.0,8.0,.750,3.0,5.0,.600,0,0.0,,0.0,4.0,4.0,6.0,1.0,0.0,1.0,2.0,15.0,16.4,+19,3.0,3.0,1.0,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,17.0,78.0,2.108108108108108,16.399999999999995,85.49999999999999,2.3108108108108105
37,37,36,2022-12-31,29-269,DAL,@,SAS,W (+1),1,35:53,5.0,12.0,.417,0.0,3.0,.000,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,1.0,5.0,11.0,3.9,-6,9.0,5.0,0.5555555555555556,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,1.0,85.0,2.2972972972972974,3.500000000000001,98.1,2.651351351351351
38,38,37,2023-01-02,29-271,DAL,@,HOU,W (+5),1,37:44,4.0,12.0,.333,1.0,5.0,.200,2,2.0,1.000,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,11.0,7.9,+8,7.0,3.0,0.4285714285714285,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,3.0,56.0,1.5135135135135136,7.1000000000000005,61.59999999999999,1.6648648648648645
39,39,38,2023-01-05,29-274,DAL,,BOS,L (-29),1,40:02,6.0,15.0,.400,2.0,6.0,.333,4,5.0,.800,0.0,1.0,1.0,5.0,0.0,0.0,2.0,3.0,18.0,10.1,-23,9.0,4.0,0.4444444444444444,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,2.0,72.0,1.945945945945946,8.5,62.6,1.691891891891892
40,40,39,2023-01-07,29-276,DAL,,NOP,W (+10),1,32:09,3.0,6.0,.500,0.0,2.0,.000,6,8.0,.750,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,12.0,8.9,+7,4.0,3.0,0.75,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,1.0,68.0,1.837837837837838,6.500000000000002,61.6,1.664864864864865
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,0.0,0.0,0.0,0.0,0.0
42,41,40,2023-01-08,29-277,DAL,@,OKC,L (-11),1,35:48,6.0,16.0,.375,1.0,5.0,.200,8,10.0,.800,1.0,2.0,3.0,8.0,1.0,0.0,4.0,2.0,21.0,14.5,-2,11.0,5.0,0.4545454545454545,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,3.0,86.0,2.324324324324324,11.299999999999995,93.79999999999998,2.5351351351351346
43,42,41,2023-01-10,29-279,DAL,@,LAC,L (-12),1,40:18,4.0,7.0,.571,3.0,6.0,.500,2,2.0,1.000,0.0,4.0,4.0,5.0,1.0,2.0,1.0,2.0,13.0,15.0,-17,1.0,1.0,1.0,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,15.0,81.0,2.189189189189189,14.199999999999996,82.8,2.2378378378378376
44,43,42,2023-01-12,29-281,DAL,@,LAL,W (+4),1,51:15,7.0,13.0,.538,2.0,6.0,.333,1,2.0,.500,0.0,4.0,4.0,4.0,0.0,2.0,3.0,3.0,17.0,11.5,+5,7.0,5.0,0.7142857142857143,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,9.0,68.0,1.837837837837838,11.1,68.1,1.8405405405405404
45,44,43,2023-01-14,29-283,DAL,@,POR,L (-17),1,33:09,8.0,12.0,.667,4.0,6.0,.667,5,5.0,1.000,0.0,1.0,1.0,5.0,0.0,0.0,3.0,2.0,25.0,19.8,-14,6.0,4.0,0.6666666666666666,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,11.0,94.0,2.5405405405405403,17.8,100.70000000000002,2.721621621621622
