Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
23,23,19,2022-11-30,26-334,BRK,,WAS,W (+6),0,14:44,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,8.0,6.9,-3,2.0,1.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,5.0,60.0,2.608695652173913,6.9,58.09999999999999,2.5260869565217385
24,24,20,2022-12-02,26-336,BRK,,TOR,W (+9),0,13:50,3.0,7.0,.429,0.0,3.0,.000,2,3.0,.667,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0,5.1,-1,4.0,3.0,0.75,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,74.0,3.217391304347826,4.3,83.49999999999999,3.630434782608695
25,25,,2022-12-04,26-338,BRK,,BOS,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,45.0,1.9565217391304348,0.0,50.1,2.1782608695652175
26,26,21,2022-12-07,26-341,BRK,,CHO,W (+6),0,13:13,3.0,3.0,1.000,1.0,1.0,1.000,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,9.0,8.0,+10,2.0,2.0,1.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,6.0,88.0,3.8260869565217392,7.1999999999999975,104.3,4.534782608695652
27,27,22,2022-12-09,26-343,BRK,,ATL,W (+4),0,15:16,2.0,4.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,6.0,2.8,-2,3.0,2.0,0.6666666666666666,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,94.0,4.086956521739131,2.0,101.40000000000002,4.408695652173914
28,28,23,2022-12-10,26-344,BRK,@,IND,W (+3),1,26:36,7.0,13.0,.538,1.0,3.0,.333,6,7.0,.857,4.0,3.0,7.0,5.0,2.0,0.0,0.0,5.0,21.0,21.5,-4,10.0,6.0,0.6,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,15.0,47.0,2.0434782608695654,19.1,79.79999999999998,3.4695652173913034
29,29,24,2022-12-12,26-346,BRK,@,WAS,W (+12),0,12:17,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,2.3,+8,4.0,2.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,65.0,2.8260869565217392,2.3,75.79999999999998,3.2956521739130427
30,30,25,2022-12-16,26-350,BRK,@,TOR,W (+3),0,4:23,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.1,-6,0.0,0.0,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,81.0,3.5217391304347827,-0.0999999999999999,81.89999999999999,3.560869565217391
31,31,26,2022-12-18,26-352,BRK,@,DET,W (+3),0,16:35,1.0,4.0,.250,1.0,1.0,1.000,2,2.0,1.000,0.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,5.0,7.3,+16,3.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,7.0,78.0,3.391304347826087,6.5,78.1,3.395652173913043
32,32,27,2022-12-21,26-355,BRK,,GSW,W (+30),0,26:34,5.0,8.0,.625,1.0,3.0,.333,5,5.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,16.0,11.3,+7,5.0,4.0,0.8,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,4.0,99.0,4.304347826086956,9.3,107.0,4.6521739130434785
33,33,28,2022-12-23,26-357,BRK,,MIL,W (+18),0,10:08,1.0,6.0,.167,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,1.8,+1,5.0,1.0,0.2,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,70.0,3.0434782608695654,1.0000000000000004,79.8,3.4695652173913043
34,34,29,2022-12-26,26-360,BRK,@,CLE,W (+8),0,10:45,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,1.8,-11,4.0,2.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,68.0,2.9565217391304346,1.7999999999999998,68.79999999999998,2.991304347826086
35,35,30,2022-12-28,26-362,BRK,@,ATL,W (+1),0,4:06,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,+6,1.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,1.0,70.0,3.0434782608695654,0.3,79.89999999999998,3.4739130434782597
36,36,31,2022-12-31,27-000,BRK,@,CHO,W (+17),0,15:04,4.0,5.0,.800,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,5.3,+1,4.0,4.0,1.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,4.0,91.0,3.9565217391304346,5.3,96.59999999999998,4.199999999999999
37,37,32,2023-01-02,27-002,BRK,,SAS,W (+36),0,10:05,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,4.9,+7,2.0,1.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,4.0,82.0,3.565217391304348,4.1000000000000005,97.5,4.239130434782608
38,38,33,2023-01-04,27-004,BRK,@,CHI,L (-9),0,4:05,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+2,1.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,-1.0,60.0,2.608695652173913,-0.7,69.39999999999999,3.0173913043478255
39,39,,2023-01-06,27-006,BRK,@,NOP,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,74.0,3.217391304347826,0.0,71.1,3.0913043478260867
40,40,,2023-01-08,27-008,BRK,@,MIA,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,69.0,3.0,0.0,68.1,2.960869565217391
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,0.0,0.0,0.0,0.0,0.0
42,41,34,2023-01-12,27-012,BRK,,BOS,L (-11),0,1:57,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,89.0,3.869565217391304,0.0,105.09999999999998,4.569565217391303
43,42,35,2023-01-15,27-015,BRK,,OKC,L (-10),1,12:23,1.0,4.0,.250,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,3.0,0.0,1.0,1.0,4.0,4.0,2.4,+1,4.0,1.0,0.25,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,3.0,93.0,4.043478260869565,1.6,95.4,4.147826086956522
44,43,36,2023-01-17,27-017,BRK,@,SAS,L (-8),0,18:00,4.0,6.0,.667,1.0,1.0,1.000,4,4.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,13.0,10.9,0,5.0,3.0,0.6,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,7.0,70.0,3.0434782608695654,9.3,69.89999999999999,3.0391304347826082
45,44,,2023-01-19,27-019,BRK,@,PHO,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,105.0,4.565217391304348,0.0,118.5,5.1521739130434785
46,45,37,2023-01-20,27-020,BRK,@,UTA,W (+11),0,9:00,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.3,-12,1.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,-2.0,93.0,4.043478260869565,-1.7,106.2,4.6173913043478265
47,46,38,2023-01-22,27-022,BRK,@,GSW,W (+4),0,10:46,0.0,1.0,.000,0.0,0.0,,3,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.2,-11,1.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,-2.0,119.0,5.173913043478261,-4.440892098500626e-16,147.29999999999995,6.404347826086955
