Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with Cameron Johnson,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Dorian Finney-Smith,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Mikal Bridges,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Spencer Dinwiddie,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with Cameron Johnson,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Dorian Finney-Smith,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Spencer Dinwiddie,co_inf with Yuta Watanabe,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,,2023-03-07,25-067,BRK,@,HOU,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,91.0,2.935483870967742,0.0,104.5,3.370967741935484
47,46,10,2023-03-09,25-069,BRK,@,MIL,L (-5),0,22:27,7.0,13.0,.538,2.0,6.0,.333,1,1.0,1.000,1.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0,17.0,15.4,+15,7.0,5.0,0.7142857142857143,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,12.0,105.0,3.3870967741935485,15.000000000000002,132.29999999999998,4.267741935483871
48,47,,2023-03-10,25-070,BRK,@,MIN,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,94.0,3.032258064516129,0.0,118.4,3.8193548387096774
49,48,,2023-03-12,25-072,BRK,@,DEN,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,74.0,2.3870967741935485,0.0,97.0,3.129032258064516
50,49,,2023-03-14,25-074,BRK,@,OKC,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,134.0,4.32258064516129,0.0,157.5,5.080645161290323
51,50,,2023-03-16,25-076,BRK,,SAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,140.0,4.516129032258065,0.0,163.59999999999997,5.277419354838709
52,51,,2023-03-19,25-079,BRK,,DEN,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,89.0,2.870967741935484,0.0,133.70000000000002,4.312903225806452
53,52,,2023-03-21,25-081,BRK,,CLE,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,104.0,3.3548387096774195,0.0,137.2,4.425806451612903
54,53,,2023-03-23,25-083,BRK,,CLE,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,105.0,3.3870967741935485,0.0,126.6,4.083870967741936
55,54,11,2023-03-25,25-085,BRK,@,MIA,W (+29),0,3:30,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,+2,0.0,0.0,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,1.0,80.0,2.5806451612903225,-0.1,111.9,3.609677419354839
56,55,12,2023-03-26,25-086,BRK,@,ORL,L (-13),0,3:53,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4,0,0.0,0.0,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,0.0,87.0,2.806451612903226,-0.4,110.0,3.5483870967741935
57,56,,2023-03-29,25-089,BRK,,HOU,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,52.0,1.6774193548387095,0.0,65.19999999999997,2.1032258064516123
58,57,,2023-03-31,25-091,BRK,,ATL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,61.0,1.967741935483871,0.0,79.30000000000001,2.5580645161290327
59,58,,2023-04-02,25-093,BRK,,UTA,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,67.0,2.161290322580645,0.0,71.0,2.2903225806451615
60,59,,2023-04-04,25-095,BRK,,MIN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,61.0,1.967741935483871,0.0,81.69999999999999,2.6354838709677417
61,60,13,2023-04-05,25-096,BRK,@,DET,W (+15),0,1:05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,0.0,78.0,2.5161290322580645,0.0,96.7,3.1193548387096777
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,0.0,0.0,0.0,0.0,0.0
63,61,14,2023-04-07,25-098,BRK,,ORL,W (+17),0,2:36,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.9,+1,1.0,0.0,0.0,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,3.0,43.0,1.3870967741935485,0.8999999999999995,40.10000000000001,1.2935483870967746
64,62,15,2023-04-09,25-100,BRK,,PHI,L (-29),0,23:44,0.0,4.0,.000,0.0,0.0,,2,2.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,1.0,4.0,2.0,0.9,-22,4.0,0.0,0.0,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,3.0,89.0,2.870967741935484,0.1,108.3,3.4935483870967743
