Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with Cameron Johnson,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Dorian Finney-Smith,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Mikal Bridges,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Spencer Dinwiddie,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with Cameron Johnson,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Dorian Finney-Smith,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Spencer Dinwiddie,co_inf with Yuta Watanabe,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,24-312,MIA,,POR,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,98.0,3.161290322580645,0.0,112.4,3.6258064516129034
11,12,,2022-11-10,24-315,MIA,,CHO,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,107.0,3.4516129032258065,0.0,105.4,3.4000000000000004
12,13,,2022-11-12,24-317,MIA,,CHO,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,90.0,2.903225806451613,0.0,108.70000000000002,3.506451612903226
13,14,2,2022-11-25,24-330,MIA,,WAS,W (+3),0,15:55,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,1.3,-2,3.0,1.0,0.3333333333333333,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,5.0,75.0,2.419354838709677,1.3000000000000007,92.2,2.9741935483870967
14,15,3,2022-11-27,24-332,MIA,@,ATL,W (+8),0,20:41,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,7.0,-2,2.0,1.0,0.5,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,8.0,76.0,2.4516129032258065,6.999999999999998,96.3,3.106451612903226
15,16,,2022-11-30,24-335,MIA,@,BOS,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,91.0,2.935483870967742,0.0,84.59999999999997,2.729032258064515
16,17,,2022-12-02,24-337,MIA,@,BOS,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,118.0,3.806451612903226,0.0,117.59999999999998,3.7935483870967737
17,18,,2022-12-05,24-340,MIA,@,MEM,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,80.0,2.5806451612903225,0.0,85.79999999999998,2.7677419354838704
18,19,4,2022-12-06,24-341,MIA,,DET,L (-20),0,2:35,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-1,0.0,0.0,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,1.0,99.0,3.193548387096774,0.7,112.5,3.629032258064516
19,20,5,2022-12-08,24-343,MIA,,LAC,W (+5),1,22:07,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.7,-7,2.0,1.0,0.5,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,2.0,75.0,2.419354838709677,0.6999999999999988,76.90000000000002,2.4806451612903233
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-12-10,24-345,MIA,,SAS,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,58.0,1.870967741935484,0.0,64.7,2.0870967741935487
22,22,,2023-01-15,25-016,BRK,,OKC,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,71.0,2.290322580645161,0.0,65.9,2.1258064516129034
23,23,,2023-01-17,25-018,BRK,@,SAS,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,65.0,2.096774193548387,0.0,65.0,2.096774193548387
24,24,,2023-01-19,25-020,BRK,@,PHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,74.0,2.3870967741935485,0.0,87.8,2.832258064516129
25,25,,2023-01-20,25-021,BRK,@,UTA,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,45.0,1.4516129032258065,0.0,50.1,1.6161290322580646
26,26,,2023-01-22,25-023,BRK,@,GSW,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,94.0,3.032258064516129,0.0,111.5,3.596774193548387
27,27,,2023-01-25,25-026,BRK,@,PHI,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,96.0,3.096774193548387,0.0,103.40000000000002,3.335483870967743
