,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,,2021-12-15,22-083,IND,@,MIL,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,2,,2021-12-16,22-084,IND,,DET,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,3,,2021-12-21,22-089,IND,@,MIA,L (-29),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,4,,2021-12-23,22-091,IND,,HOU,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,5,,2021-12-26,22-094,IND,@,CHI,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,6,,2021-12-29,22-097,IND,,CHO,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,7,,2021-12-31,22-099,IND,,CHI,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,8,,2022-01-02,22-101,IND,@,CLE,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,9,,2022-01-04,22-103,IND,@,NYK,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,10,1,2022-01-05,22-104,IND,,BRK,L (-8),0,0:50,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+2
10,11,,2022-01-08,22-107,IND,,UTA,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,12,,2022-01-10,22-109,IND,@,BOS,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,13,2,2022-01-12,22-111,IND,,BOS,L (-19),0,4:40,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+3
13,14,,2022-01-14,22-113,IND,,PHO,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,15,,2022-01-17,22-116,IND,@,LAC,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,16,,2022-01-19,22-118,IND,@,LAL,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,17,,2022-01-20,22-119,IND,@,GSW,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,18,,2022-01-22,22-121,IND,@,PHO,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,19,,2022-01-24,22-123,IND,@,NOP,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,20,3,2022-01-26,22-125,IND,,CHO,L (-32),0,9:42,1,1,1.000,0,0,,2,2,1.000,2,3,5,2,0,0,0,1,4,7.0,-6
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,4,2022-01-28,22-127,IND,@,OKC,W (+3),0,7:19,4,6,.667,0,0,,0,0,,3,2,5,0,0,0,0,1,8,7.7,+7
22,22,5,2022-01-29,22-128,IND,@,DAL,L (-27),0,12:00,1,2,.500,0,1,.000,1,2,.500,1,1,2,0,0,2,0,0,3,4.0,-3
23,23,6,2022-01-31,22-130,IND,,LAC,W (+6),0,21:10,7,11,.636,1,1,1.000,0,0,,5,3,8,2,0,0,0,1,15,15.5,-1
24,24,7,2022-02-02,22-132,IND,,ORL,L (-1),0,36:57,10,15,.667,1,2,.500,3,4,.750,6,10,16,3,1,0,1,6,24,24.0,-2
25,25,8,2022-02-04,22-134,IND,,CHI,L (-7),1,38:07,9,17,.529,1,2,.500,2,2,1.000,8,6,14,5,0,0,3,5,21,18.6,-3
26,26,9,2022-02-06,22-136,IND,@,CLE,L (-13),0,11:34,2,6,.333,0,0,,0,0,,4,1,5,2,0,0,0,3,4,3.9,+1
27,27,10,2022-02-08,22-138,IND,@,ATL,L (-21),0,23:34,3,9,.333,1,1,1.000,0,0,,6,4,10,1,0,0,0,1,7,7.6,-10
28,28,,2022-02-11,22-141,IND,,CLE,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,29,11,2022-02-13,22-143,IND,,MIN,L (-9),0,12:56,4,7,.571,0,1,.000,2,2,1.000,4,1,5,1,0,0,0,2,10,9.7,-11
30,30,12,2022-02-15,22-145,IND,@,MIL,L (-9),0,32:02,5,7,.714,0,1,.000,0,0,,2,7,9,2,1,0,0,2,10,12.2,+6
31,31,13,2022-02-16,22-146,IND,,WAS,W (+5),1,36:04,9,11,.818,0,0,,0,1,.000,3,6,9,0,0,1,1,3,18,15.9,-9
32,32,14,2022-02-25,22-155,IND,,OKC,L (-4),0,18:40,2,3,.667,0,1,.000,3,5,.600,2,2,4,1,1,0,0,0,7,8.6,-11
33,33,15,2022-02-27,22-157,IND,,BOS,W (+21),0,2:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
34,34,16,2022-02-28,22-158,IND,@,ORL,L (-16),0,22:12,3,4,.750,0,0,,1,2,.500,1,4,5,3,0,0,2,2,7,6.2,-2
35,35,17,2022-03-02,22-160,IND,@,ORL,W (+8),0,17:50,3,4,.750,0,1,.000,0,0,,2,1,3,2,0,1,0,3,6,7.0,+14
36,36,18,2022-03-04,22-162,IND,@,DET,L (-5),0,16:21,3,6,.500,0,0,,0,2,.000,2,2,4,1,0,0,0,3,6,3.7,+11
37,37,19,2022-03-06,22-164,IND,@,WAS,L (-10),0,7:33,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,0,2,1.4,-3
