,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2021-10-20,24-221,PHO,,DEN,L (-12),0,19:25,4,5,.800,3,3,1.000,0,0,,1,2,3,0,0,0,0,0,11,10.4,+12
1,2,2,2021-10-22,24-223,PHO,@,LAL,W (+10),0,14:31,1,4,.250,1,3,.333,0,0,,0,1,1,0,0,0,0,2,3,0.1,+2
2,3,3,2021-10-23,24-224,PHO,@,POR,L (-29),0,17:00,2,4,.500,1,3,.333,0,0,,0,3,3,2,0,0,2,5,5,1.3,-22
3,4,4,2021-10-27,24-228,PHO,,SAC,L (-3),0,18:57,1,2,.500,1,1,1.000,1,2,.500,0,3,3,1,0,0,0,1,4,3.8,-7
4,5,5,2021-10-30,24-231,PHO,,CLE,W (+9),0,17:32,1,7,.143,0,5,.000,1,2,.500,1,0,1,1,0,0,0,1,3,-0.9,-16
5,6,6,2021-11-02,24-234,PHO,,NOP,W (+12),0,12:31,0,2,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,0,0,-1.1,+8
6,7,7,2021-11-04,24-236,PHO,,HOU,W (+12),0,18:41,5,9,.556,4,8,.500,5,5,1.000,0,1,1,4,1,0,1,0,19,17.8,+6
7,8,8,2021-11-06,24-238,PHO,,ATL,W (+4),0,17:52,3,6,.500,3,6,.500,3,3,1.000,0,3,3,2,0,0,0,2,12,10.5,-2
8,9,9,2021-11-08,24-240,PHO,@,SAC,W (+5),0,15:58,4,10,.400,1,4,.250,0,0,,0,1,1,0,0,0,0,0,9,3.9,-11
9,10,,2021-11-10,24-242,PHO,,POR,W (+10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
10,11,10,2021-11-12,24-244,PHO,@,MEM,W (+25),0,23:21,2,9,.222,2,5,.400,2,2,1.000,0,4,4,3,0,0,0,0,8,5.8,-8
11,12,11,2021-11-14,24-246,PHO,@,HOU,W (+26),0,18:12,2,7,.286,2,7,.286,0,0,,0,0,0,1,1,1,1,0,6,3.3,+9
12,13,12,2021-11-15,24-247,PHO,@,MIN,W (+3),0,17:40,2,6,.333,2,4,.500,0,0,,0,3,3,0,1,0,0,1,6,4.1,0
13,14,13,2021-11-17,24-249,PHO,,DAL,W (+7),0,17:13,4,8,.500,3,7,.429,0,0,,0,3,3,3,0,1,1,1,11,9.3,+5
14,15,14,2021-11-19,24-251,PHO,,DAL,W (+8),0,20:34,2,6,.333,2,4,.500,0,0,,0,4,4,2,0,0,0,0,6,5.2,+9
15,16,15,2021-11-21,24-253,PHO,,DEN,W (+29),0,23:56,1,7,.143,0,5,.000,4,4,1.000,2,4,6,2,2,0,0,0,6,7.5,+20
16,17,16,2021-11-22,24-254,PHO,@,SAS,W (+4),0,23:11,4,7,.571,3,5,.600,0,0,,0,2,2,5,1,0,0,1,11,12.4,+10
17,18,17,2021-11-24,24-256,PHO,@,CLE,W (+5),0,15:58,0,2,.000,0,2,.000,0,1,.000,0,3,3,0,0,0,1,1,0,-2.3,-3
18,19,18,2021-11-26,24-258,PHO,@,NYK,W (+21),0,19:58,2,4,.500,2,4,.500,2,3,.667,0,1,1,2,0,0,1,2,8,5.5,+6
19,20,19,2021-11-27,24-259,PHO,@,BRK,W (+6),0,15:08,3,7,.429,2,5,.400,0,0,,1,1,2,1,0,0,1,0,8,5.0,+7
