,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2021-10-20,20-351,OKC,@,UTA,L (-21),0,13:18,4,6,.667,2,3,.667,0,0,,0,2,2,0,0,0,0,1,10,7.6,-11
1,2,2,2021-10-22,20-353,OKC,@,HOU,L (-33),0,21:08,1,3,.333,1,2,.500,1,2,.500,1,5,6,0,0,0,1,1,4,2.7,-7
2,3,3,2021-10-24,20-355,OKC,,PHI,L (-12),0,13:46,2,4,.500,1,2,.500,0,0,,1,3,4,0,0,0,2,1,5,2.2,-16
3,4,4,2021-10-26,20-357,OKC,,GSW,L (-8),1,27:12,5,8,.625,2,4,.500,0,0,,3,2,5,1,1,0,3,1,12,9.4,+1
4,5,5,2021-10-27,20-358,OKC,,LAL,W (+8),0,5:39,0,0,,0,0,,0,0,,1,1,2,0,0,1,0,0,0,1.7,-14
5,6,6,2021-10-30,20-361,OKC,@,GSW,L (-21),1,18:50,3,6,.500,0,2,.000,0,0,,0,3,3,1,0,0,2,0,6,2.6,-9
6,7,7,2021-11-01,20-363,OKC,@,LAC,L (-5),1,23:02,1,3,.333,0,2,.000,1,2,.500,3,3,6,1,1,0,0,1,3,5.2,+6
7,8,8,2021-11-04,21-001,OKC,@,LAL,W (+3),0,9:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-1
8,9,9,2021-11-07,21-004,OKC,,SAS,W (+5),1,23:36,5,9,.556,3,5,.600,0,0,,1,3,4,1,0,2,1,1,13,11.0,+14
9,10,10,2021-11-10,21-007,OKC,@,NOP,W (+8),0,11:18,1,4,.250,0,2,.000,0,0,,3,2,5,0,1,0,0,3,2,2.1,-4
10,11,11,2021-11-12,21-009,OKC,,SAC,W (+2),1,29:20,1,9,.111,0,1,.000,0,0,,4,10,14,1,2,0,0,0,2,4.6,+5
11,12,12,2021-11-14,21-011,OKC,,BRK,L (-24),1,21:43,1,3,.333,0,2,.000,0,0,,4,4,8,2,1,0,0,3,2,5.5,-4
12,13,13,2021-11-15,21-012,OKC,,MIA,L (-13),1,25:43,6,11,.545,4,6,.667,0,0,,1,4,5,2,0,1,2,0,16,12.7,-3
13,14,14,2021-11-17,21-014,OKC,,HOU,W (+12),1,24:45,3,9,.333,0,5,.000,2,2,1.000,2,7,9,1,2,1,0,3,8,8.6,+4
14,15,15,2021-11-19,21-016,OKC,@,MIL,L (-7),1,27:53,3,7,.429,1,4,.250,0,1,.000,0,2,2,0,3,0,2,3,7,3.3,-20
15,16,16,2021-11-20,21-017,OKC,@,BOS,L (-6),0,27:03,5,11,.455,3,7,.429,0,0,,2,6,8,1,0,0,0,1,13,10.8,+14
16,17,17,2021-11-22,21-019,OKC,@,ATL,L (-12),1,31:42,4,9,.444,2,5,.400,3,4,.750,2,8,10,1,1,1,0,2,13,13.3,-11
17,18,18,2021-11-24,21-021,OKC,,UTA,L (-6),1,28:21,5,10,.500,3,4,.750,0,0,,1,9,10,4,0,0,1,3,13,12.0,-1
18,19,19,2021-11-26,21-023,OKC,,WAS,L (-2),1,22:58,4,7,.571,2,3,.667,0,0,,0,2,2,0,0,1,2,1,10,5.6,0
19,20,20,2021-11-29,21-026,OKC,@,HOU,L (-13),1,21:18,1,6,.167,0,4,.000,0,0,,1,6,7,0,0,0,0,1,2,0.3,-18
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,21,2021-12-01,21-028,OKC,,HOU,L (-4),1,33:55,5,9,.556,0,2,.000,2,4,.500,4,5,9,4,1,0,1,4,12,12.4,-8
22,22,22,2021-12-02,21-029,OKC,@,MEM,L (-73),1,23:33,0,7,.000,0,4,.000,2,2,1.000,4,1,5,0,0,0,1,2,2,-1.6,-56
23,23,23,2021-12-06,21-033,OKC,@,DET,W (+11),1,17:55,1,5,.200,0,2,.000,0,0,,2,6,8,0,0,0,1,0,2,1.1,-11
24,24,24,2021-12-08,21-035,OKC,@,TOR,W (+1),1,18:07,1,2,.500,0,1,.000,3,4,.750,1,5,6,1,0,0,0,3,5,5.3,+5
25,25,25,2021-12-10,21-037,OKC,,LAL,L (-21),1,26:20,3,7,.429,2,5,.400,0,0,,4,5,9,1,0,0,1,1,8,7.9,-1
26,26,26,2021-12-12,21-039,OKC,,DAL,L (-19),1,15:45,4,9,.444,3,6,.500,0,0,,0,1,1,0,0,0,0,2,11,5.8,-20
27,27,27,2021-12-15,21-042,OKC,,NOP,L (-3),0,26:13,1,6,.167,0,4,.000,4,4,1.000,0,5,5,0,0,0,2,2,6,0.9,0
28,28,28,2021-12-18,21-045,OKC,,LAC,W (+1),1,17:52,3,7,.429,0,2,.000,1,2,.500,0,4,4,1,1,0,2,3,7,2.6,0
29,29,29,2021-12-20,21-047,OKC,@,MEM,W (+3),1,18:11,2,4,.500,1,2,.500,0,0,,0,5,5,1,0,0,1,0,5,4.2,-6
30,30,30,2021-12-22,21-049,OKC,,DEN,W (+14),1,33:11,5,11,.455,1,3,.333,3,4,.750,5,4,9,1,1,0,1,2,14,12.5,+21
31,31,31,2021-12-23,21-050,OKC,@,PHO,L (-12),1,31:40,4,9,.444,3,6,.500,0,2,.000,4,1,5,0,0,1,1,1,11,7.9,-19
32,32,32,2021-12-26,21-053,OKC,,NOP,W (+5),1,25:51,5,9,.556,3,6,.500,2,2,1.000,1,6,7,1,0,0,1,2,15,12.1,+9
33,33,,2021-12-28,21-055,OKC,@,SAC,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,34,,2021-12-29,21-056,OKC,@,PHO,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,35,,2021-12-31,21-058,OKC,,NYK,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,36,,2022-01-02,21-060,OKC,,DAL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,37,33,2022-01-05,21-063,OKC,@,MIN,L (-8),1,22:12,2,5,.400,1,2,.500,2,2,1.000,0,2,2,1,1,2,0,1,7,7.6,-19
38,38,34,2022-01-07,21-065,OKC,,MIN,L (-30),1,24:58,0,6,.000,0,4,.000,0,0,,3,5,8,1,0,0,2,2,0,-2.7,-22
39,39,35,2022-01-09,21-067,OKC,,DEN,L (-4),1,25:57,5,10,.500,2,6,.333,0,0,,2,2,4,2,3,0,0,1,12,13.0,-9
40,40,36,2022-01-11,21-069,OKC,@,WAS,L (-4),1,28:29,2,5,.400,2,4,.500,1,2,.500,1,2,3,2,0,0,0,3,7,5.4,+2
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
42,41,37,2022-01-13,21-071,OKC,@,BRK,W (+21),1,23:53,0,2,.000,0,1,.000,0,0,,1,3,4,2,0,2,0,4,0,1.4,+9
43,42,38,2022-01-15,21-073,OKC,,CLE,L (-5),1,26:47,1,7,.143,0,3,.000,2,2,1.000,3,8,11,0,0,1,0,3,4,3.5,+1
44,43,39,2022-01-17,21-075,OKC,@,DAL,L (-2),1,23:29,4,10,.400,1,5,.200,0,0,,0,4,4,2,1,0,0,2,9,6.4,+2
45,44,40,2022-01-19,21-077,OKC,@,SAS,L (-22),1,27:33,1,4,.250,1,2,.500,0,0,,1,8,9,2,1,0,0,0,3,6.1,+5
46,45,41,2022-01-21,21-079,OKC,@,CHO,L (-23),1,23:42,5,8,.625,2,4,.500,0,0,,1,10,11,2,2,0,0,0,12,15.5,-7
47,46,42,2022-01-22,21-080,OKC,@,CLE,L (-7),1,26:19,1,9,.111,0,4,.000,0,0,,2,2,4,1,1,0,2,3,2,-3.4,-28
48,47,43,2022-01-24,21-082,OKC,,CHI,L (-1),1,21:37,4,7,.571,4,6,.667,0,0,,0,3,3,3,2,1,2,3,12,11.2,-2
49,48,44,2022-01-28,21-086,OKC,,IND,L (-3),1,21:33,3,9,.333,0,3,.000,1,1,1.000,2,4,6,0,1,1,0,3,7,5.0,-7
50,49,,2022-01-31,21-089,OKC,,POR,W (+17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,50,,2022-02-02,21-091,OKC,@,DAL,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
52,51,,2022-02-04,21-093,OKC,@,POR,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,52,,2022-02-05,21-094,OKC,@,SAC,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
54,53,,2022-02-07,21-096,OKC,,GSW,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
55,54,,2022-02-09,21-098,OKC,,TOR,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
56,55,,2022-02-11,21-100,OKC,@,PHI,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
57,56,,2022-02-12,21-101,OKC,@,CHI,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,57,,2022-02-14,21-103,OKC,@,NYK,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,58,,2022-02-16,21-105,OKC,,SAS,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,59,,2022-02-24,21-113,OKC,,PHO,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,60,,2022-02-25,21-114,OKC,@,IND,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
63,61,,2022-02-28,21-117,OKC,,SAC,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,62,,2022-03-02,21-119,OKC,@,DEN,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,63,,2022-03-04,21-121,OKC,,MIN,L (-37),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,64,,2022-03-06,21-123,OKC,,UTA,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,65,,2022-03-08,21-125,OKC,,MIL,L (-27),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,66,,2022-03-09,21-126,OKC,@,MIN,L (-30),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
