,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2021-10-20,30-211,DEN,@,PHO,W (+12),0,19:34,0,3,.000,0,1,.000,0,0,,0,3,3,4,2,0,2,1,0,1.2,-6
1,2,2,2021-10-22,30-213,DEN,,SAS,W (+6),0,18:53,4,8,.500,0,3,.000,0,0,,0,4,4,4,1,1,1,1,8,8.3,+6
2,3,3,2021-10-25,30-216,DEN,,CLE,L (-12),0,17:37,1,4,.250,1,4,.250,0,0,,1,1,2,3,1,0,1,3,3,2.5,-11
3,4,4,2021-10-26,30-217,DEN,@,UTA,L (-12),0,18:44,0,1,.000,0,0,,3,4,.750,0,2,2,1,1,0,0,2,3,3.4,-17
4,5,5,2021-10-29,30-220,DEN,,DAL,W (+31),0,17:49,1,2,.500,1,2,.500,3,4,.750,0,3,3,0,2,0,2,1,6,5.1,-1
5,6,6,2021-10-30,30-221,DEN,@,MIN,W (+2),0,16:37,1,2,.500,1,2,.500,0,0,,1,1,2,1,0,1,1,2,3,2.6,-24
6,7,7,2021-11-01,30-223,DEN,@,MEM,L (-9),0,16:10,1,3,.333,0,2,.000,0,0,,0,1,1,0,0,1,1,2,2,-0.5,-10
7,8,8,2021-11-03,30-225,DEN,@,MEM,L (-2),0,14:26,1,1,1.000,0,0,,0,0,,0,2,2,2,0,0,0,1,2,3.3,-8
8,9,9,2021-11-06,30-228,DEN,,HOU,W (+1),0,18:19,3,6,.500,2,5,.400,0,0,,1,1,2,2,1,0,0,3,8,7.2,-20
9,10,10,2021-11-08,30-230,DEN,,MIA,W (+17),0,1:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
10,11,11,2021-11-10,30-232,DEN,,IND,W (+3),0,7:06,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0,-6
11,12,,2021-11-12,30-234,DEN,,ATL,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,13,12,2021-11-14,30-236,DEN,,POR,W (+29),0,22:15,5,9,.556,3,6,.500,0,0,,1,1,2,4,1,0,4,1,13,9.1,+18
13,14,13,2021-11-15,30-237,DEN,@,DAL,L (-10),0,8:50,0,3,.000,0,1,.000,0,0,,1,0,1,1,1,0,1,0,0,-0.7,-11
14,15,14,2021-11-18,30-240,DEN,,PHI,L (-14),0,7:30,0,3,.000,0,3,.000,2,2,1.000,0,3,3,1,0,0,0,0,2,1.5,-9
