,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2021-10-20,24-132,TOR,,WAS,L (-15),0,16:13,1,5,.200,0,3,.000,2,2,1.000,0,3,3,0,0,0,1,4,4,-0.8,-1
1,2,2,2021-10-22,24-134,TOR,@,BOS,W (+32),0,14:05,2,5,.400,2,4,.500,2,2,1.000,0,3,3,1,1,0,3,2,8,4.1,+11
2,3,3,2021-10-23,24-135,TOR,,DAL,L (-8),0,18:43,2,5,.400,2,5,.400,1,2,.500,1,5,6,3,1,0,1,1,7,7.8,-11
3,4,4,2021-10-25,24-137,TOR,,CHI,L (-3),0,12:44,2,2,1.000,1,1,1.000,0,0,,2,1,3,1,0,0,1,2,5,5.0,+3
4,5,5,2021-10-27,24-139,TOR,,IND,W (+18),0,10:46,3,4,.750,1,2,.500,0,0,,1,0,1,0,2,0,1,1,7,6.7,0
5,6,6,2021-10-29,24-141,TOR,,ORL,W (+1),0,6:07,1,1,1.000,0,0,,0,0,,0,1,1,0,2,0,0,0,2,4.0,-4
6,7,7,2021-10-30,24-142,TOR,@,IND,W (+3),0,21:43,6,10,.600,2,4,.500,2,2,1.000,2,2,4,2,0,0,1,2,16,13.0,+8
7,8,8,2021-11-01,24-144,TOR,@,NYK,W (+9),1,34:48,5,7,.714,2,4,.500,3,3,1.000,0,5,5,5,2,0,0,4,15,17.5,+8
8,9,9,2021-11-03,24-146,TOR,@,WAS,W (+9),1,34:36,4,8,.500,2,4,.500,5,6,.833,1,3,4,0,1,0,2,1,15,10.8,0
9,10,10,2021-11-05,24-148,TOR,,CLE,L (-1),0,19:01,1,5,.200,1,3,.333,0,0,,0,2,2,0,0,0,0,2,3,-0.3,-1
10,11,11,2021-11-07,24-150,TOR,,BRK,L (-13),0,21:04,2,7,.286,1,4,.250,0,0,,0,0,0,1,0,0,1,1,5,0.2,-5
11,12,12,2021-11-10,24-153,TOR,@,BOS,L (-16),0,19:10,4,6,.667,0,1,.000,2,2,1.000,0,0,0,0,1,0,1,0,10,7.4,-9
12,13,13,2021-11-11,24-154,TOR,@,PHI,W (+6),0,15:55,2,5,.400,1,3,.333,0,0,,3,1,4,2,2,0,1,0,5,7.1,+3
13,14,14,2021-11-13,24-156,TOR,,DET,L (-6),0,12:04,3,6,.500,1,3,.333,0,0,,0,3,3,1,0,0,0,1,7,5.2,-8
14,15,15,2021-11-15,24-158,TOR,@,POR,L (-5),0,8:26,1,3,.333,1,1,1.000,0,0,,1,0,1,0,0,0,0,0,3,2.0,-14
15,16,16,2021-11-18,24-161,TOR,@,UTA,L (-16),0,17:41,1,5,.200,1,5,.200,0,0,,0,2,2,2,0,0,0,1,3,1.5,-18
16,17,17,2021-11-19,24-162,TOR,@,SAC,W (+19),0,19:35,3,8,.375,1,5,.200,1,1,1.000,1,1,2,0,1,1,1,3,8,4.1,+8
17,18,18,2021-11-21,24-164,TOR,@,GSW,L (-15),0,20:10,3,5,.600,1,3,.333,0,0,,0,1,1,3,0,0,1,0,7,6.1,+3
18,19,19,2021-11-24,24-167,TOR,@,MEM,W (+13),0,17:49,3,7,.429,2,4,.500,0,0,,0,1,1,0,1,0,0,0,8,5.6,-3
19,20,20,2021-11-26,24-169,TOR,@,IND,L (-17),0,17:17,1,6,.167,0,3,.000,0,0,,0,0,0,0,1,0,0,1,2,-1.2,-4
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,21,2021-11-28,24-171,TOR,,BOS,L (-12),1,37:51,5,14,.357,2,7,.286,0,0,,1,7,8,2,2,1,0,2,12,10.3,-10
22,22,22,2021-11-30,24-173,TOR,,MEM,L (-7),1,17:43,3,8,.375,1,4,.250,0,0,,0,1,1,0,0,0,1,2,7,1.1,-2
23,23,23,2021-12-02,24-175,TOR,,MIL,W (+4),0,18:32,3,8,.375,1,6,.167,0,0,,1,3,4,3,2,0,0,1,7,7.9,0
24,24,24,2021-12-05,24-178,TOR,,WAS,W (+12),0,15:50,1,3,.333,1,2,.500,2,2,1.000,2,2,4,1,0,0,0,0,5,6.0,+12
25,25,25,2021-12-08,24-181,TOR,,OKC,L (-1),0,7:03,0,3,.000,0,2,.000,0,0,,0,1,1,0,1,0,3,2,0,-4.6,-1
26,26,26,2021-12-10,24-183,TOR,,NYK,W (+3),0,16:13,2,7,.286,1,4,.250,0,0,,0,2,2,0,0,1,0,0,5,2.2,-7
27,27,27,2021-12-13,24-186,TOR,,SAC,W (+23),0,20:09,4,6,.667,2,2,1.000,1,2,.500,0,5,5,3,0,0,1,3,11,9.4,+14
28,28,28,2021-12-14,24-187,TOR,@,BRK,L (-2),0,9:22,1,4,.250,0,2,.000,0,0,,0,0,0,2,0,0,2,2,2,-1.8,-15
29,29,29,2021-12-18,24-191,TOR,,GSW,W (+19),0,16:33,2,8,.250,1,6,.167,0,0,,0,3,3,0,0,0,1,2,5,-0.7,-7
30,30,30,2021-12-26,24-199,TOR,@,CLE,L (-45),1,35:36,4,12,.333,1,4,.250,1,2,.500,1,4,5,4,2,1,2,3,10,7.0,-39
31,31,31,2021-12-28,24-201,TOR,,PHI,L (-5),0,29:25,3,6,.500,2,4,.500,1,1,1.000,0,0,0,3,1,0,0,0,9,9.1,+1
32,32,32,2021-12-31,24-204,TOR,,LAC,W (+8),0,12:07,1,3,.333,1,3,.333,1,2,.500,1,1,2,0,0,0,0,0,4,2.9,-1
33,33,33,2022-01-02,24-206,TOR,,NYK,W (+15),0,9:51,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,+5
34,34,,2022-01-04,24-208,TOR,,SAS,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,35,,2022-01-05,24-209,TOR,@,MIL,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,36,34,2022-01-07,24-211,TOR,,UTA,W (+14),0,2:01,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1
37,37,35,2022-01-09,24-213,TOR,,NOP,W (+4),0,14:18,2,3,.667,0,0,,3,3,1.000,0,2,2,1,0,0,1,2,7,5.2,+6
38,38,36,2022-01-11,24-215,TOR,,PHO,L (-4),0,7:05,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,0,0,-0.7,+4
39,39,37,2022-01-14,24-218,TOR,@,DET,L (-16),0,6:41,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,1,0,-0.8,-7
40,40,38,2022-01-15,24-219,TOR,@,MIL,W (+7),0,7:25,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+4
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
42,41,,2022-01-17,24-221,TOR,@,MIA,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
43,42,,2022-01-19,24-223,TOR,@,DAL,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
44,43,,2022-01-21,24-225,TOR,@,WAS,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,44,,2022-01-23,24-227,TOR,,POR,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,45,39,2022-01-25,24-229,TOR,,CHO,W (+12),0,3:07,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-8
47,46,,2022-01-26,24-230,TOR,@,CHI,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,47,,2022-01-29,24-233,TOR,@,MIA,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
49,48,,2022-01-31,24-235,TOR,@,ATL,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
50,49,,2022-02-01,24-236,TOR,,MIA,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,50,,2022-02-03,24-238,TOR,,CHI,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
52,51,,2022-02-04,24-239,TOR,,ATL,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
53,52,40,2022-02-07,24-242,TOR,@,CHO,W (+15),0,1:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+1
54,53,41,2022-02-09,24-244,TOR,@,OKC,W (+19),0,1:47,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,0
55,54,42,2022-02-10,24-245,TOR,@,HOU,W (+19),0,1:17,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+1
56,55,,2022-02-12,24-247,TOR,,DEN,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
57,56,43,2022-02-14,24-249,TOR,@,NOP,L (-30),0,4:39,0,2,.000,0,2,.000,0,0,,0,2,2,0,0,0,0,1,0,-1.2,0
58,57,,2022-02-16,24-251,TOR,@,MIN,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,58,44,2022-02-25,24-260,TOR,@,CHO,L (-32),0,4:51,1,3,.333,1,3,.333,0,0,,0,2,2,0,0,0,0,0,3,1.9,+3
60,59,45,2022-02-26,24-261,TOR,@,ATL,L (-27),0,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3
