,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2021-10-21,26-253,DAL,@,ATL,L (-26),0,10:44,1,5,.200,1,5,.200,0,0,,0,5,5,0,0,0,1,2,3,-0.4,-4
1,2,2,2021-10-23,26-255,DAL,@,TOR,W (+8),0,9:07,0,3,.000,0,2,.000,0,0,,2,1,3,1,0,0,1,2,0,-1.5,-1
2,3,3,2021-10-26,26-258,DAL,,HOU,W (+10),0,9:07,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-1
3,4,,2021-10-28,26-260,DAL,,SAS,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,5,,2021-10-29,26-261,DAL,@,DEN,L (-31),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,6,4,2021-10-31,26-263,DAL,,SAC,W (+6),0,11:46,1,5,.200,1,4,.250,0,0,,0,0,0,1,0,0,0,3,3,-0.6,+4
6,7,5,2021-11-02,26-265,DAL,,MIA,L (-15),0,12:38,1,4,.250,0,2,.000,2,2,1.000,1,4,5,0,0,0,0,1,4,3.1,-6
7,8,6,2021-11-03,26-266,DAL,@,SAS,W (+1),0,19:18,1,3,.333,1,2,.500,0,0,,1,4,5,3,1,1,3,2,3,3.2,+7
8,9,7,2021-11-06,26-269,DAL,,BOS,W (+3),0,7:24,1,2,.500,0,1,.000,0,0,,0,2,2,0,1,0,0,0,2,2.6,0
9,10,8,2021-11-08,26-271,DAL,,NOP,W (+16),0,11:12,0,3,.000,0,3,.000,0,0,,0,4,4,0,0,0,0,1,0,-1.3,+1
10,11,9,2021-11-10,26-273,DAL,@,CHI,L (-10),0,16:31,2,3,.667,1,2,.500,0,0,,0,4,4,1,0,0,1,2,5,3.8,+5
11,12,10,2021-11-12,26-275,DAL,@,SAS,W (+14),0,13:40,1,4,.250,1,2,.500,0,0,,2,3,5,1,2,1,0,1,3,5.9,+3
12,13,11,2021-11-15,26-278,DAL,,DEN,W (+10),0,7:35,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-0.4,-3
13,14,12,2021-11-17,26-280,DAL,@,PHO,L (-7),0,13:54,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-3
14,15,13,2021-11-19,26-282,DAL,@,PHO,L (-8),0,16:11,1,1,1.000,1,1,1.000,2,2,1.000,1,3,4,1,2,0,1,1,5,7.6,+1
15,16,14,2021-11-21,26-284,DAL,@,LAC,L (-6),0,7:37,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,0,1,1,0,-0.8,-5
16,17,15,2021-11-23,26-286,DAL,@,LAC,W (+8),0,10:24,3,5,.600,1,1,1.000,0,0,,2,2,4,0,0,0,0,0,7,6.7,+6
17,18,16,2021-11-27,26-290,DAL,,WAS,L (-6),0,13:24,3,5,.600,2,3,.667,0,0,,1,4,5,1,0,0,0,1,8,7.9,+13
18,19,17,2021-11-29,26-292,DAL,,CLE,L (-18),0,14:45,2,3,.667,0,1,.000,0,0,,0,4,4,2,1,0,0,1,4,5.9,-10
19,20,18,2021-12-01,26-294,DAL,@,NOP,W (+32),0,19:33,3,4,.750,2,3,.667,0,0,,2,3,5,1,1,0,2,1,8,8.0,+13
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,19,2021-12-03,26-296,DAL,,NOP,L (-16),0,16:10,1,4,.250,0,2,.000,0,0,,1,3,4,0,0,1,2,1,2,-0.5,-12
22,22,20,2021-12-04,26-297,DAL,,MEM,L (-7),0,14:46,1,3,.333,0,1,.000,0,0,,1,1,2,1,1,0,1,2,2,1.2,-3
23,23,,2021-12-07,26-300,DAL,,BRK,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,24,,2021-12-08,26-301,DAL,@,MEM,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,25,,2021-12-10,26-303,DAL,@,IND,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,26,,2021-12-12,26-305,DAL,@,OKC,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
