Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,42.0,2023-01-31,27-125,MIA,CLE,1,34.333333333333336,7.0,8.0,.875,4.0,5.0,.800,0,0.0,,1.0,9.0,10.0,1.0,0.0,0.0,1.0,3.0,18.0,17.1,-7,3.0,3.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,20.0,34.0,1.8888888888888888,17.099999999999998,49.40000000000001,2.7444444444444454,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+5),W (+5)
53.0,43.0,2023-02-02,27-127,MIA,NYK,1,23.78333333333333,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,5.0,1.7,-15,2.0,1.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,3.0,56.0,3.111111111111111,1.6999999999999993,75.00000000000001,4.166666666666668,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-5),L (-5)
54.0,44.0,2023-02-04,27-129,MIA,MIL,1,30.95,6.0,13.0,.462,2.0,6.0,.333,3,5.0,.600,3.0,6.0,9.0,1.0,0.0,1.0,1.0,4.0,17.0,12.2,-14,7.0,4.0,0.5714285714285714,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,55.0,3.055555555555556,11.0,72.60000000000001,4.033333333333334,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+3),W (+3)
55.0,45.0,2023-02-08,27-133,MIA,IND,1,37.43333333333333,4.0,11.0,.364,1.0,4.0,.250,3,4.0,.750,3.0,8.0,11.0,3.0,4.0,0.0,1.0,4.0,12.0,13.5,-2,7.0,3.0,0.4285714285714285,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,14.0,49.0,2.7222222222222223,12.299999999999995,69.3,3.85,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-2),L (-2)
56.0,46.0,2023-02-10,27-135,MIA,HOU,1,19.816666666666663,2.0,9.0,.222,2.0,6.0,.333,0,0.0,,0.0,9.0,9.0,1.0,0.0,1.0,2.0,5.0,6.0,0.6,-7,3.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,53.0,2.9444444444444446,0.5999999999999988,68.10000000000001,3.7833333333333337,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-8),L (-8)
57.0,47.0,2023-02-11,27-136,MIA,ORL,1,25.566666666666663,2.0,6.0,.333,0.0,3.0,.000,4,4.0,1.000,3.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,8.0,9.9,0,3.0,2.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,51.0,2.833333333333333,8.299999999999999,60.7,3.3722222222222222,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+5),W (+5)
58.0,48.0,2023-02-13,27-138,MIA,DEN,1,28.183333333333334,4.0,8.0,.500,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,8.0,5.6,-4,6.0,4.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,40.0,2.2222222222222223,5.6,58.49999999999999,3.25,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+2),W (+2)
59.0,49.0,2023-02-15,27-140,MIA,BRK,1,31.566666666666663,6.0,11.0,.545,1.0,3.0,.333,0,2.0,.000,1.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,13.0,10.0,-10,8.0,5.0,0.625,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,40.0,2.2222222222222223,10.0,60.19999999999999,3.344444444444444,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+4),W (+4)
60.0,50.0,2023-02-24,27-149,MIA,MIL,0,26.48333333333333,5.0,10.0,.500,2.0,5.0,.400,5,6.0,.833,1.0,4.0,5.0,1.0,0.0,3.0,0.0,2.0,17.0,15.5,-20,5.0,3.0,0.6,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,19.0,1.0555555555555556,13.499999999999996,35.300000000000004,1.9611111111111112,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-4),L (-4)
61.0,51.0,2023-02-25,27-150,MIA,CHO,0,21.2,2.0,6.0,.333,1.0,3.0,.333,1,2.0,.500,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,6.0,3.4,-10,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,2.0,27.0,1.5,2.999999999999999,44.000000000000014,2.444444444444445,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-11),L (-11)
62.0,52.0,2023-02-27,27-152,MIA,PHI,0,30.633333333333333,1.0,2.0,.500,0.0,0.0,,4,4.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,9.3,+2,2.0,1.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,56.0,3.111111111111111,7.700000000000001,63.400000000000006,3.5222222222222226,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-29),L (-29)
63.0,53.0,2023-03-01,27-154,MIA,PHI,0,24.816666666666663,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.9,-23,2.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,0.0,52.0,2.888888888888889,1.9,59.899999999999984,3.327777777777777,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,,
64.0,54.0,2023-03-03,27-156,MIA,NYK,0,25.366666666666667,5.0,6.0,.833,1.0,2.0,.500,3,3.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,14.1,-13,4.0,4.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,53.0,2.9444444444444446,12.9,72.49999999999999,4.027777777777777,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-5),L (-5)
65.0,55.0,2023-03-04,27-157,MIA,ATL,0,29.9,6.0,10.0,.600,3.0,5.0,.600,0,0.0,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,15.0,10.3,+6,5.0,3.0,0.6,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,62.0,3.4444444444444446,10.299999999999995,69.69999999999999,3.872222222222222,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+2),W (+2)
66.0,56.0,2023-03-06,27-159,MIA,ATL,0,27.73333333333333,6.0,9.0,.667,2.0,2.0,1.000,7,8.0,.875,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,21.0,20.0,+8,7.0,4.0,0.5714285714285714,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,11.0,69.0,3.8333333333333335,17.199999999999996,88.59999999999998,4.922222222222221,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-23),L (-23)
67.0,57.0,2023-03-08,27-161,MIA,CLE,0,29.966666666666665,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,4.0,3.3,-3,2.0,2.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,32.0,1.7777777777777777,3.3000000000000007,54.0,3.0,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-2),L (-2)
68.0,58.0,2023-03-10,27-163,MIA,CLE,0,27.03333333333333,2.0,4.0,.500,1.0,3.0,.333,2,2.0,1.000,0.0,6.0,6.0,2.0,0.0,0.0,0.0,1.0,7.0,7.8,+17,1.0,1.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,63.0,3.5,6.999999999999999,78.7,4.372222222222223,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+8),W (+8)
69.0,,2023-03-11,27-164,MIA,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,50.0,2.7777777777777777,0.0,70.3,3.905555555555555,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+2),W (+2)
70.0,59.0,2023-03-13,27-166,MIA,UTA,0,26.666666666666668,4.0,7.0,.571,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,7.9,-6,6.0,4.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,60.0,3.333333333333333,7.099999999999998,80.7,4.483333333333333,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-4),L (-4)
71.0,60.0,2023-03-15,27-168,MIA,MEM,0,29.73333333333333,4.0,5.0,.800,2.0,3.0,.667,1,1.0,1.000,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,11.0,11.7,+16,2.0,2.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,84.0,4.666666666666667,11.299999999999995,103.70000000000002,5.761111111111112,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+4),W (+4)
72.0,61.0,2023-03-18,27-171,MIA,CHI,0,29.85,1.0,5.0,.200,0.0,2.0,.000,2,2.0,1.000,2.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0,4.2,-26,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,43.0,2.388888888888889,3.4000000000000004,67.59999999999998,3.755555555555554,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-12),L (-12)
73.0,62.0,2023-03-19,27-172,MIA,DET,0,30.666666666666668,5.0,10.0,.500,3.0,7.0,.429,0,0.0,,1.0,4.0,5.0,4.0,2.0,1.0,0.0,4.0,13.0,13.8,+25,3.0,2.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,15.0,65.0,3.611111111111111,13.8,75.69999999999999,4.205555555555555,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+4),W (+4)
74.0,63.0,2023-03-22,27-175,MIA,NYK,0,23.016666666666666,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,5.0,4.3,-3,3.0,2.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,68.0,3.7777777777777777,3.9,94.5,5.25,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+19),W (+19)
75.0,64.0,2023-03-25,27-178,MIA,BRK,0,26.03333333333333,1.0,7.0,.143,0.0,2.0,.000,2,2.0,1.000,1.0,8.0,9.0,3.0,1.0,1.0,2.0,2.0,4.0,3.6,-6,5.0,1.0,0.2,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,7.0,53.0,2.9444444444444446,2.8,70.19999999999999,3.9,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,L (-14),L (-14)
76.0,65.0,2023-03-28,27-181,MIA,TOR,0,30.1,3.0,8.0,.375,0.0,3.0,.000,1,1.0,1.000,3.0,2.0,5.0,0.0,1.0,1.0,4.0,1.0,7.0,2.6,-5,5.0,3.0,0.6,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,1.0,43.0,2.388888888888889,2.199999999999997,56.8,3.1555555555555554,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+12),W (+12)
77.0,66.0,2023-03-29,27-182,MIA,NYK,0,25.15,2.0,5.0,.400,1.0,4.0,.250,1,2.0,.500,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,3.2,-8,1.0,1.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,44.0,2.4444444444444446,2.7999999999999994,55.29999999999998,3.072222222222221,11.4,3.7,-1.2,-1.8,0.5,0.0760833240503509,0.571,0.431,0.206,0.4,1.2,W (+7),W (+7)
