Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,18.0,2022-12-08,22-322,MIA,LAC,1.0,39.41666666666666,6.0,17.0,0.353,4.0,8.0,0.5,3.0,3.0,1.0,0.0,9.0,9.0,3.0,2.0,0.0,3.0,2.0,19.0,12.5,16.0,9.0,2.0,0.2222222222222222,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,76.0,4.222222222222222,11.299999999999995,76.8,4.266666666666667,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-20),L (-20)
27.0,19.0,2022-12-10,22-324,MIA,SAS,1.0,36.46666666666667,8.0,16.0,0.5,5.0,8.0,0.625,2.0,4.0,0.5,0.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,23.0,16.5,-3.0,8.0,3.0,0.375,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,11.0,61.0,3.388888888888889,15.700000000000006,71.4,3.966666666666667,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+5),W (+5)
28.0,20.0,2022-12-12,22-326,MIA,IND,1.0,34.18333333333333,3.0,11.0,0.273,2.0,7.0,0.286,0.0,0.0,,0.0,3.0,3.0,6.0,1.0,1.0,2.0,4.0,8.0,4.7,16.0,4.0,1.0,0.25,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,44.0,2.4444444444444446,4.699999999999999,48.3,2.683333333333333,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-4),L (-4)
29.0,21.0,2022-12-14,22-328,MIA,OKC,1.0,39.96666666666667,12.0,23.0,0.522,9.0,17.0,0.529,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,35.0,25.0,0.0,6.0,3.0,0.5,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,14.0,62.0,3.4444444444444446,24.200000000000003,50.49999999999999,2.805555555555556,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+5),W (+5)
30.0,22.0,2022-12-15,22-329,MIA,HOU,1.0,39.766666666666666,13.0,20.0,0.65,10.0,15.0,0.667,5.0,5.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,4.0,0.0,41.0,33.5,4.0,5.0,3.0,0.6,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,22.0,51.0,2.833333333333333,31.500000000000007,49.89999999999999,2.7722222222222217,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+2),W (+2)
31.0,23.0,2022-12-17,22-331,MIA,SAS,1.0,38.11666666666667,6.0,16.0,0.375,3.0,9.0,0.333,6.0,6.0,1.0,0.0,6.0,6.0,7.0,2.0,0.0,4.0,4.0,21.0,15.3,11.0,7.0,3.0,0.4285714285714285,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,70.0,3.888888888888889,12.9,73.9,4.105555555555556,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+3),W (+3)
32.0,24.0,2022-12-20,22-334,MIA,CHI,1.0,42.25,7.0,16.0,0.438,4.0,11.0,0.364,1.0,1.0,1.0,0.0,3.0,3.0,7.0,2.0,0.0,3.0,1.0,19.0,15.0,-20.0,5.0,3.0,0.6,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,11.0,59.0,3.2777777777777777,14.6,63.0,3.5,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+10),W (+10)
33.0,25.0,2022-12-23,22-337,MIA,IND,1.0,38.56666666666667,10.0,23.0,0.435,5.0,13.0,0.385,3.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,28.0,16.1,5.0,10.0,5.0,0.5,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,73.0,4.055555555555555,14.900000000000002,80.0,4.444444444444445,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-10),L (-10)
34.0,26.0,2022-12-26,22-340,MIA,MIN,1.0,34.5,7.0,19.0,0.368,0.0,8.0,0.0,0.0,0.0,,0.0,2.0,2.0,8.0,3.0,0.0,3.0,1.0,14.0,9.3,-3.0,11.0,7.0,0.6363636363636364,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,57.0,3.1666666666666665,9.3,70.39999999999999,3.911111111111111,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-3),L (-3)
35.0,27.0,2022-12-28,22-342,MIA,LAL,1.0,36.16666666666666,6.0,17.0,0.353,3.0,7.0,0.429,3.0,3.0,1.0,0.0,4.0,4.0,9.0,2.0,0.0,1.0,3.0,18.0,15.8,29.0,10.0,3.0,0.3,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,12.0,76.0,4.222222222222222,14.6,87.9,4.883333333333334,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+3),W (+3)
36.0,28.0,2022-12-30,22-344,MIA,DEN,1.0,32.75,9.0,18.0,0.5,4.0,9.0,0.444,4.0,4.0,1.0,1.0,9.0,10.0,5.0,1.0,0.0,1.0,1.0,26.0,23.5,-6.0,9.0,5.0,0.5555555555555556,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,19.0,47.0,2.611111111111111,21.9,64.4,3.577777777777778,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+14),W (+14)
37.0,29.0,2022-12-31,22-345,MIA,UTA,1.0,34.016666666666666,10.0,20.0,0.5,3.0,11.0,0.273,6.0,7.0,0.857,0.0,9.0,9.0,6.0,2.0,0.0,5.0,4.0,29.0,20.9,-2.0,9.0,7.0,0.7777777777777778,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,14.0,75.0,4.166666666666667,18.500000000000004,87.1,4.838888888888889,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-5),L (-5)
38.0,30.0,2023-01-02,22-347,MIA,LAC,1.0,39.21666666666667,7.0,15.0,0.467,5.0,9.0,0.556,4.0,4.0,1.0,0.0,7.0,7.0,3.0,1.0,0.0,1.0,2.0,23.0,18.7,23.0,6.0,2.0,0.3333333333333333,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,14.0,70.0,3.888888888888889,17.099999999999998,68.4,3.8,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+3),W (+3)
39.0,31.0,2023-01-04,22-349,MIA,LAL,1.0,34.96666666666667,4.0,14.0,0.286,1.0,5.0,0.2,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,4.0,3.0,9.0,-1.1,-6.0,9.0,3.0,0.3333333333333333,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,-2.0,70.0,3.888888888888889,-1.1000000000000003,85.60000000000002,4.755555555555556,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+10),W (+10)
40.0,,2023-01-06,22-351,MIA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,60.0,3.333333333333333,0.0,80.3,4.461111111111111,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-3),L (-3)
41.0,32.0,2023-01-08,22-353,MIA,BRK,1.0,37.65,8.0,21.0,0.381,5.0,13.0,0.385,3.0,3.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,24.0,13.7,-8.0,8.0,3.0,0.375,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,40.0,2.2222222222222223,12.499999999999998,52.4,2.911111111111111,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+8),W (+8)
42.0,,2023-01-10,22-355,MIA,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,39.0,2.1666666666666665,0.0,66.00000000000001,3.6666666666666674,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,,
43.0,,2023-01-12,22-357,MIA,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,72.0,4.0,0.0,80.2,4.455555555555556,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-1),L (-1)
44.0,,2023-01-14,22-359,MIA,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,79.0,4.388888888888889,0.0,87.5,4.861111111111111,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+1),W (+1)
45.0,33.0,2023-01-16,22-361,MIA,ATL,1.0,31.33333333333333,7.0,16.0,0.438,1.0,8.0,0.125,0.0,0.0,,0.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,15.0,9.5,5.0,8.0,6.0,0.75,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,7.0,71.0,3.9444444444444446,9.500000000000002,80.2,4.455555555555556,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+6),W (+6)
46.0,34.0,2023-01-18,22-363,MIA,NOP,1.0,24.33333333333333,6.0,13.0,0.462,0.0,7.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,7.0,2.0,0.0,1.0,0.0,14.0,14.4,17.0,6.0,6.0,1.0,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,11.0,77.0,4.277777777777778,13.599999999999996,90.3,5.016666666666667,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+16),W (+16)
47.0,35.0,2023-01-20,23-000,MIA,DAL,1.0,29.883333333333333,6.0,11.0,0.545,0.0,2.0,0.0,4.0,5.0,0.8,0.0,5.0,5.0,1.0,0.0,0.0,4.0,3.0,16.0,7.3,-9.0,9.0,6.0,0.6666666666666666,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,2.0,42.0,2.333333333333333,5.699999999999999,53.2,2.955555555555556,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-8),L (-8)
48.0,36.0,2023-01-22,23-002,MIA,NOP,1.0,35.56666666666667,10.0,22.0,0.455,4.0,10.0,0.4,2.0,2.0,1.0,2.0,6.0,8.0,4.0,0.0,0.0,5.0,1.0,26.0,15.2,8.0,12.0,6.0,0.5,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,46.0,2.555555555555556,14.399999999999997,57.3,3.183333333333333,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+26),W (+26)
49.0,37.0,2023-01-24,23-004,MIA,BOS,1.0,36.333333333333336,4.0,19.0,0.211,1.0,7.0,0.143,0.0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,0.0,1.0,9.0,3.7,11.0,12.0,3.0,0.25,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,0.0,49.0,2.7222222222222223,3.7,57.4,3.1888888888888887,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-25),L (-25)
50.0,38.0,2023-01-27,23-007,MIA,ORL,1.0,29.866666666666667,4.0,12.0,0.333,0.0,3.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,3.0,1.0,0.0,2.0,0.0,10.0,6.5,13.0,9.0,4.0,0.4444444444444444,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,58.0,3.2222222222222223,5.7,75.0,4.166666666666667,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+4),W (+4)
51.0,39.0,2023-01-29,23-009,MIA,CHO,1.0,34.56666666666667,9.0,21.0,0.429,5.0,9.0,0.556,1.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,24.0,16.1,5.0,12.0,4.0,0.3333333333333333,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,56.0,3.111111111111111,15.700000000000005,70.39999999999999,3.911111111111111,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+3),W (+3)
