Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,26-146,MIA,POR,0,35.483333333333334,5.0,13.0,.385,3.0,9.0,.333,2,3.0,.667,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,15.0,8.4,-5,4.0,2.0,0.5,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,78.0,4.333333333333333,7.599999999999998,83.29999999999997,4.627777777777776,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-3),L (-3)
12.0,12.0,2022-11-10,26-149,MIA,CHO,0,37.81666666666667,3.0,11.0,.273,2.0,7.0,.286,4,4.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,12.0,7.5,+2,4.0,1.0,0.25,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,55.0,3.055555555555556,5.899999999999999,74.9,4.161111111111111,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+5),W (+5)
13.0,13.0,2022-11-12,26-151,MIA,CHO,0,30.48333333333333,7.0,13.0,.538,3.0,8.0,.375,3,3.0,1.000,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,20.0,15.7,-6,5.0,4.0,0.8,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,89.0,4.944444444444445,14.500000000000002,97.39999999999998,5.41111111111111,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+17),W (+17)
14.0,14.0,2022-11-14,26-153,MIA,PHO,0,24.966666666666665,4.0,9.0,.444,2.0,5.0,.400,0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,10.0,6.5,-13,4.0,2.0,0.5,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,58.0,3.2222222222222223,6.4999999999999964,70.69999999999999,3.927777777777777,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+1),W (+1)
15.0,15.0,2022-11-16,26-155,MIA,TOR,0,32.06666666666667,6.0,11.0,.545,3.0,8.0,.375,1,1.0,1.000,0.0,2.0,2.0,5.0,0.0,0.0,2.0,4.0,16.0,11.2,-8,3.0,3.0,1.0,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,66.0,3.6666666666666665,10.8,71.2,3.955555555555556,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-8),L (-8)
16.0,,2022-11-18,26-157,MIA,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,,45.0,2.5,0.0,58.9,3.272222222222222,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-1),L (-1)
17.0,,2022-11-20,26-159,MIA,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,,37.0,2.055555555555556,0.0,52.99999999999999,2.944444444444444,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-26),L (-26)
18.0,,2022-11-21,26-160,MIA,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,,52.0,2.888888888888889,0.0,62.1,3.45,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-4),L (-4)
19.0,16.0,2022-11-23,26-162,MIA,WAS,0,18.933333333333334,1.0,9.0,.111,0.0,6.0,.000,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,-0.8,+9,3.0,1.0,0.3333333333333333,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,-2.0,87.0,4.833333333333333,-0.7999999999999998,97.9,5.438888888888889,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+8),W (+8)
20.0,,2022-11-25,26-164,MIA,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,,62.0,3.4444444444444446,0.0,72.90000000000002,4.050000000000001,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+3),W (+3)
21.0,,2022-11-27,26-166,MIA,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,,67.0,3.7222222222222223,0.0,67.4,3.744444444444445,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,,
22.0,17.0,2022-11-30,26-169,MIA,BOS,0,19.366666666666667,4.0,7.0,.571,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,10.0,5.4,-3,3.0,2.0,0.6666666666666666,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,96.0,5.333333333333333,5.399999999999999,104.7,5.816666666666666,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+8),W (+8)
23.0,18.0,2022-12-02,26-171,MIA,BOS,0,25.433333333333334,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,1.0,2.0,3.0,4.0,2.0,0.0,1.0,1.0,3.0,3.9,+5,1.0,0.0,0.0,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,91.0,5.055555555555555,3.9,99.9,5.550000000000001,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-13),L (-13)
24.0,19.0,2022-12-05,26-174,MIA,MEM,0,14.2,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-3.9,-10,0.0,0.0,,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,-3.0,65.0,3.611111111111111,-3.9,75.3,4.183333333333334,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+4),W (+4)
