Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,26-127,MIA,CHI,0,16.05,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,-2.7,+7,3.0,1.0,0.3333333333333333,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,-3.0,70.0,3.888888888888889,-2.7,78.3,4.35,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-8),L (-8)
2.0,2.0,2022-10-21,26-129,MIA,BOS,0,24.1,7.0,13.0,.538,3.0,5.0,.600,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,17.0,9.9,-6,8.0,4.0,0.5,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,79.0,4.388888888888889,9.9,86.4,4.800000000000001,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-7),L (-7)
3.0,3.0,2022-10-22,26-130,MIA,TOR,0,23.73333333333333,3.0,7.0,.429,1.0,5.0,.200,2,2.0,1.000,0.0,7.0,7.0,4.0,0.0,0.0,3.0,2.0,9.0,6.4,0,2.0,2.0,1.0,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,8.0,74.0,4.111111111111111,5.599999999999998,83.2,4.622222222222223,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+3),W (+3)
4.0,4.0,2022-10-24,26-132,MIA,TOR,0,25.866666666666667,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.3,-18,2.0,1.0,0.5,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,56.0,3.111111111111111,2.8999999999999995,55.50000000000001,3.083333333333334,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-8),L (-8)
5.0,5.0,2022-10-26,26-134,MIA,POR,0,20.266666666666666,2.0,5.0,.400,0.0,2.0,.000,4,4.0,1.000,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,8.0,9.9,+11,3.0,2.0,0.6666666666666666,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,91.0,5.055555555555555,8.299999999999999,96.1,5.338888888888889,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+21),W (+21)
6.0,6.0,2022-10-27,26-135,MIA,GSW,0,17.95,3.0,8.0,.375,1.0,4.0,.250,2,3.0,.667,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,9.0,6.4,-3,4.0,2.0,0.5,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,86.0,4.777777777777778,5.6,113.4,6.300000000000001,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-13),L (-13)
7.0,7.0,2022-10-29,26-137,MIA,SAC,0,19.73333333333333,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,-14,2.0,0.0,0.0,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,47.0,2.611111111111111,-4.440892098500626e-16,73.19999999999999,4.066666666666666,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-6),L (-6)
8.0,8.0,2022-11-01,26-140,MIA,GSW,0,30.98333333333333,2.0,7.0,.286,0.0,4.0,.000,0,0.0,,3.0,5.0,8.0,3.0,2.0,0.0,2.0,4.0,4.0,4.0,+29,3.0,2.0,0.6666666666666666,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,8.0,94.0,5.222222222222222,3.9999999999999982,107.0,5.944444444444445,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+7),W (+7)
9.0,9.0,2022-11-02,26-141,MIA,SAC,0,28.816666666666663,3.0,12.0,.250,2.0,7.0,.286,2,3.0,.667,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,10.0,4.9,+8,5.0,1.0,0.2,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,76.0,4.222222222222222,4.100000000000001,76.60000000000001,4.255555555555556,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,W (+3),W (+3)
10.0,10.0,2022-11-04,26-143,MIA,IND,0,25.53333333333333,6.0,10.0,.600,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,0.0,3.0,0.0,1.0,5.0,15.0,11.3,+1,4.0,3.0,0.75,63,59,13,20,4,35,42,12,58,45,67,8,9,18,56,6,34,75.0,71.0,15.0,38.0,15.0,42.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.84,0.8309859154929577,0.8666666666666667,0.5263157894736842,0.2666666666666666,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.0,0.90625,0.8181818181818182,0.8375,0.5333333333333333,1.0,0.5806451612903226,0.835820895522388,0.8571428571428571,0.8095238095238095,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,47.0,2.611111111111111,11.299999999999995,58.400000000000006,3.244444444444445,9.0,1.4,-3.4,-3.1,-0.3,0.0714047009023059,0.533,0.617,0.138,-0.6,-0.3,L (-2),L (-2)
