Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,,2022-10-19,42-132,MIA,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,67.0,3.7222222222222223,0.0,75.6,4.199999999999999,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,L (-8),L (-8)
2.0,,2022-10-21,42-134,MIA,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,84.0,4.666666666666667,0.0,96.3,5.35,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,L (-7),L (-7)
3.0,,2022-10-22,42-135,MIA,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,82.0,4.555555555555555,0.0,88.8,4.933333333333334,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,W (+3),W (+3)
4.0,,2022-10-24,42-137,MIA,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,59.0,3.2777777777777777,0.0,58.400000000000006,3.244444444444445,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,L (-8),L (-8)
5.0,1.0,2022-10-26,42-139,MIA,POR,0,2.2666666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,-1,1.0,0.0,0.0,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,1.0,96.0,5.333333333333333,0.3,104.1,5.783333333333333,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,W (+21),W (+21)
6.0,,2022-10-27,42-140,MIA,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,89.0,4.944444444444445,0.0,119.0,6.611111111111111,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,L (-13),L (-13)
7.0,2.0,2022-10-29,42-142,MIA,SAC,0,7.95,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.5,-3,2.0,1.0,0.5,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,0.0,48.0,2.6666666666666665,1.0999999999999996,72.1,4.005555555555556,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,L (-6),L (-6)
8.0,,2022-11-01,42-145,MIA,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,102.0,5.666666666666667,0.0,111.0,6.166666666666667,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,W (+7),W (+7)
9.0,,2022-11-02,42-146,MIA,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,77.0,4.277777777777778,0.0,80.7,4.483333333333333,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,W (+3),W (+3)
10.0,,2022-11-04,42-148,MIA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,7,4,2,1,5,6,6,1,5,6,7,2,1,3,7,1,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,42.0,0.08,0.0985915492957746,0.2666666666666666,0.0526315789473684,0.0666666666666666,0.119047619047619,0.088235294117647,0.1111111111111111,0.0555555555555555,0.0,0.078125,0.109090909090909,0.0875,0.1333333333333333,0.1111111111111111,0.0967741935483871,0.1044776119402985,0.0238095238095238,1,62.0,23.0,0.0161290322580645,0.0,18,,57.0,3.1666666666666665,0.0,69.7,3.8722222222222222,6.2,0.0,-12.1,-8.2,-3.9,0.0030076863094575,0.433,0.31,0.172,-0.2,-0.1,L (-2),L (-2)
