Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,36-208,MIA,CHI,1,34.65,1.0,7.0,.143,0.0,5.0,.000,0,0.0,,0.0,5.0,5.0,4.0,1.0,0.0,3.0,4.0,2.0,-1.8,-13,2.0,1.0,0.5,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,2.0,65.0,3.611111111111111,-1.7999999999999994,77.39999999999999,4.3,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-8),L (-8)
2.0,2.0,2022-10-21,36-210,MIA,BOS,1,33.38333333333333,4.0,13.0,.308,3.0,7.0,.429,6,8.0,.750,1.0,3.0,4.0,6.0,3.0,1.0,0.0,3.0,17.0,17.0,+2,6.0,1.0,0.1666666666666666,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,10.0,74.0,4.111111111111111,14.6,81.70000000000002,4.53888888888889,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-7),L (-7)
3.0,3.0,2022-10-22,36-211,MIA,TOR,1,37.25,5.0,11.0,.455,3.0,7.0,.429,4,4.0,1.000,0.0,2.0,2.0,6.0,1.0,0.0,3.0,4.0,17.0,12.5,-7,4.0,2.0,0.5,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,8.0,74.0,4.111111111111111,10.900000000000002,77.9,4.327777777777778,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+3),W (+3)
4.0,4.0,2022-10-24,36-213,MIA,TOR,1,36.1,1.0,8.0,.125,1.0,6.0,.167,4,4.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,7.0,3.3,0,2.0,0.0,0.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,0.0,59.0,3.2777777777777777,1.7000000000000013,56.7,3.1500000000000004,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-8),L (-8)
5.0,5.0,2022-10-26,36-215,MIA,POR,1,26.45,5.0,8.0,.625,5.0,7.0,.714,2,3.0,.667,0.0,2.0,2.0,6.0,1.0,1.0,3.0,2.0,17.0,15.7,+8,1.0,0.0,0.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,13.0,84.0,4.666666666666667,14.9,89.5,4.972222222222222,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+21),W (+21)
6.0,6.0,2022-10-27,36-216,MIA,GSW,1,33.13333333333333,4.0,10.0,.400,2.0,8.0,.250,2,2.0,1.000,1.0,4.0,5.0,8.0,3.0,0.0,2.0,4.0,12.0,13.5,-9,2.0,2.0,1.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,14.0,75.0,4.166666666666667,12.7,106.3,5.905555555555555,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-13),L (-13)
7.0,7.0,2022-10-29,36-218,MIA,SAC,1,36.766666666666666,3.0,8.0,.375,1.0,4.0,.250,8,8.0,1.000,1.0,4.0,5.0,5.0,2.0,1.0,2.0,4.0,15.0,15.1,-1,4.0,2.0,0.5,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,10.0,38.0,2.111111111111111,11.899999999999997,61.3,3.4055555555555554,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-6),L (-6)
8.0,8.0,2022-11-01,36-221,MIA,GSW,1,36.56666666666667,5.0,10.0,.500,3.0,8.0,.375,0,0.0,,1.0,4.0,5.0,9.0,0.0,0.0,2.0,1.0,13.0,13.8,-3,2.0,2.0,1.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,15.0,87.0,4.833333333333333,13.8,97.2,5.4,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+7),W (+7)
9.0,9.0,2022-11-02,36-222,MIA,SAC,1,37.93333333333333,8.0,14.0,.571,2.0,7.0,.286,4,5.0,.800,1.0,4.0,5.0,7.0,2.0,0.0,3.0,2.0,22.0,20.0,-7,7.0,6.0,0.8571428571428571,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,14.0,63.0,3.5,18.4,62.30000000000001,3.461111111111112,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+3),W (+3)
10.0,10.0,2022-11-04,36-224,MIA,IND,1,37.53333333333333,1.0,9.0,.111,1.0,6.0,.167,7,7.0,1.000,2.0,4.0,6.0,3.0,2.0,1.0,1.0,3.0,10.0,9.3,-2,3.0,0.0,0.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,5.0,52.0,2.888888888888889,6.499999999999999,63.2,3.511111111111111,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-2),L (-2)
