Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,36-227,MIA,POR,1,34.766666666666666,5.0,8.0,.625,4.0,6.0,.667,1,1.0,1.000,0.0,7.0,7.0,8.0,0.0,0.0,3.0,4.0,15.0,14.5,-4,2.0,1.0,0.5,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,18.0,63.0,3.5,14.1,76.79999999999998,4.266666666666666,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-3),L (-3)
12.0,12.0,2022-11-10,36-230,MIA,CHO,1,38.833333333333336,3.0,6.0,.500,2.0,5.0,.400,2,2.0,1.000,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,10.0,9.3,0,1.0,1.0,1.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,8.0,51.0,2.833333333333333,8.499999999999998,72.3,4.016666666666667,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+5),W (+5)
13.0,13.0,2022-11-12,36-232,MIA,CHO,1,31.816666666666663,5.0,12.0,.417,1.0,6.0,.167,1,1.0,1.000,1.0,10.0,11.0,8.0,0.0,1.0,3.0,2.0,12.0,11.8,+14,6.0,4.0,0.6666666666666666,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,16.0,80.0,4.444444444444445,11.399999999999997,100.5,5.583333333333333,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+17),W (+17)
14.0,14.0,2022-11-14,36-234,MIA,PHO,1,38.766666666666666,5.0,14.0,.357,2.0,5.0,.400,3,4.0,.750,1.0,2.0,3.0,6.0,1.0,0.0,5.0,1.0,15.0,7.9,+7,9.0,3.0,0.3333333333333333,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,2.0,63.0,3.5,6.700000000000001,70.49999999999999,3.916666666666666,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+1),W (+1)
15.0,15.0,2022-11-16,36-236,MIA,TOR,1,35.56666666666667,6.0,9.0,.667,4.0,7.0,.571,3,4.0,.750,0.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,19.0,12.1,+1,2.0,2.0,1.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,7.0,68.0,3.7777777777777777,10.899999999999997,71.10000000000001,3.9500000000000006,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-8),L (-8)
16.0,16.0,2022-11-18,36-238,MIA,WAS,1,50.9,8.0,23.0,.348,4.0,11.0,.364,4,6.0,.667,1.0,9.0,10.0,15.0,1.0,2.0,3.0,5.0,24.0,21.6,+4,12.0,4.0,0.3333333333333333,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,20.0,25.0,1.3888888888888888,20.0,38.89999999999999,2.1611111111111105,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-1),L (-1)
17.0,17.0,2022-11-20,36-240,MIA,CLE,1,31.116666666666667,2.0,10.0,.200,1.0,7.0,.143,4,5.0,.800,1.0,3.0,4.0,3.0,0.0,1.0,5.0,1.0,9.0,1.4,-21,3.0,1.0,0.3333333333333333,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,-3.0,40.0,2.2222222222222223,-0.200000000000001,53.2,2.955555555555556,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-26),L (-26)
18.0,18.0,2022-11-21,36-241,MIA,MIN,1,44.36666666666667,5.0,16.0,.313,4.0,11.0,.364,7,11.0,.636,0.0,5.0,5.0,9.0,3.0,2.0,4.0,1.0,21.0,18.0,-12,5.0,1.0,0.2,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,9.0,43.0,2.388888888888889,15.199999999999996,46.89999999999999,2.605555555555555,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-4),L (-4)
19.0,19.0,2022-11-23,36-243,MIA,WAS,1,35.21666666666667,7.0,12.0,.583,5.0,6.0,.833,9,9.0,1.000,2.0,4.0,6.0,3.0,0.0,1.0,4.0,5.0,28.0,21.8,+19,6.0,2.0,0.3333333333333333,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,13.0,72.0,4.0,18.20000000000001,78.9,4.383333333333334,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+8),W (+8)
20.0,20.0,2022-11-25,36-245,MIA,WAS,1,39.48333333333333,4.0,12.0,.333,2.0,6.0,.333,3,3.0,1.000,2.0,5.0,7.0,8.0,1.0,0.0,0.0,3.0,13.0,14.5,0,6.0,2.0,0.3333333333333333,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,14.0,48.0,2.6666666666666665,13.300000000000004,59.60000000000001,3.311111111111112,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+3),W (+3)
21.0,21.0,2022-11-27,36-247,MIA,ATL,1,32.81666666666667,2.0,9.0,.222,1.0,7.0,.143,4,4.0,1.000,1.0,2.0,3.0,9.0,2.0,1.0,2.0,3.0,9.0,10.6,+13,2.0,1.0,0.5,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,9.0,58.0,3.2222222222222223,8.999999999999996,58.400000000000006,3.244444444444445,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,,
22.0,22.0,2022-11-30,36-250,MIA,BOS,1,37.93333333333333,6.0,14.0,.429,1.0,6.0,.167,1,1.0,1.000,1.0,3.0,4.0,5.0,0.0,0.0,3.0,1.0,14.0,8.3,-5,8.0,5.0,0.625,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,5.0,95.0,5.277777777777778,7.899999999999997,102.2,5.677777777777778,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+8),W (+8)
23.0,23.0,2022-12-02,36-252,MIA,BOS,1,38.65,8.0,13.0,.615,2.0,6.0,.333,2,2.0,1.000,2.0,3.0,5.0,4.0,0.0,0.0,4.0,6.0,20.0,12.8,+11,7.0,6.0,0.8571428571428571,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,10.0,86.0,4.777777777777778,11.999999999999996,91.8,5.1,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-13),L (-13)
24.0,24.0,2022-12-05,36-255,MIA,MEM,1,33.8,3.0,8.0,.375,3.0,8.0,.375,1,2.0,.500,1.0,6.0,7.0,6.0,1.0,1.0,2.0,3.0,10.0,10.4,+2,0.0,0.0,,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,13.0,49.0,2.7222222222222223,9.999999999999996,61.39999999999999,3.4111111111111105,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,W (+4),W (+4)
25.0,25.0,2022-12-06,36-256,MIA,DET,1,33.68333333333333,1.0,6.0,.167,1.0,5.0,.200,5,6.0,.833,0.0,6.0,6.0,6.0,5.0,0.0,1.0,2.0,8.0,13.0,-16,1.0,0.0,0.0,51,49,15,25,5,30,45,35,12,39,53,12,7,25,46,6,22,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.68,0.6901408450704225,1.0,0.6578947368421053,0.3333333333333333,0.7142857142857143,0.6617647058823529,0.6481481481481481,0.6666666666666666,0.0,0.609375,0.6625,0.8,0.7777777777777778,0.8064516129032258,0.6865671641791045,0.8571428571428571,0.5238095238095238,11,62.0,23.0,0.1774193548387097,0.0,18,12.0,45.0,2.5,10.999999999999998,53.8,2.988888888888889,12.6,3.4,0.2,-0.7,0.8,0.0685084103820875,0.565,0.639,0.278,0.9,1.5,L (-8),L (-8)
