Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,,2022-11-27,28-219,MIA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,67.0,3.7222222222222223,0.0,67.4,3.744444444444445,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,,
22.0,17.0,2022-11-30,28-222,MIA,BOS,0,11.7,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,4.5,-9,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,5.0,95.0,5.277777777777778,4.5,105.6,5.866666666666666,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+8),W (+8)
23.0,,2022-12-02,28-224,MIA,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,96.0,5.333333333333333,0.0,103.8,5.766666666666667,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-13),L (-13)
24.0,,2022-12-05,28-227,MIA,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,62.0,3.4444444444444446,0.0,71.39999999999999,3.9666666666666655,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+4),W (+4)
25.0,18.0,2022-12-06,28-228,MIA,DET,0,15.3,1.0,4.0,.250,1.0,3.0,.333,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,2.5,-4,1.0,0.0,0.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,1.0,56.0,3.111111111111111,1.700000000000001,63.1,3.5055555555555555,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-8),L (-8)
26.0,,2022-12-08,28-230,MIA,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,86.0,4.777777777777778,0.0,88.1,4.894444444444444,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-20),L (-20)
27.0,19.0,2022-12-10,28-232,MIA,SAS,0,8.45,0.0,2.0,.000,0.0,2.0,.000,3,3.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.5,-6,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,-1.0,73.0,4.055555555555555,0.2999999999999997,86.8,4.822222222222222,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+5),W (+5)
28.0,,2022-12-12,28-234,MIA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,50.0,2.7777777777777777,0.0,53.0,2.9444444444444446,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-4),L (-4)
29.0,20.0,2022-12-14,28-236,MIA,OKC,0,22.816666666666663,4.0,8.0,.500,4.0,8.0,.500,2,2.0,1.000,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,14.0,11.0,+14,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,7.0,69.0,3.8333333333333335,10.199999999999998,64.5,3.583333333333333,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+5),W (+5)
30.0,21.0,2022-12-15,28-237,MIA,HOU,0,23.616666666666667,3.0,12.0,.250,2.0,11.0,.182,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,8.0,-0.4,+5,1.0,1.0,1.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,-2.0,75.0,4.166666666666667,-0.3999999999999997,81.8,4.544444444444444,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+2),W (+2)
31.0,22.0,2022-12-17,28-239,MIA,SAS,0,25.566666666666663,4.0,8.0,.500,3.0,6.0,.500,1,1.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,12.0,10.7,+3,2.0,1.0,0.5,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,10.0,70.0,3.888888888888889,10.299999999999995,76.50000000000001,4.250000000000001,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+3),W (+3)
32.0,23.0,2022-12-20,28-242,MIA,CHI,0,36.25,4.0,12.0,.333,4.0,12.0,.333,1,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,13.0,3.5,+7,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,1.0,69.0,3.8333333333333335,3.1,74.49999999999999,4.138888888888888,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+10),W (+10)
33.0,,2022-12-23,28-245,MIA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,79.0,4.388888888888889,0.0,94.9,5.272222222222222,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-10),L (-10)
34.0,24.0,2022-12-26,28-248,MIA,MIN,0,14.05,3.0,5.0,.600,3.0,5.0,.600,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,8.9,+9,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,9.0,53.0,2.9444444444444446,8.899999999999999,70.8,3.933333333333333,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-3),L (-3)
35.0,25.0,2022-12-28,28-250,MIA,LAL,0,15.833333333333334,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,5.2,-11,1.0,1.0,1.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,4.0,84.0,4.666666666666667,5.2,97.3,5.405555555555555,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+3),W (+3)
36.0,26.0,2022-12-30,28-252,MIA,DEN,0,19.216666666666665,3.0,7.0,.429,3.0,7.0,.429,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,6.2,-6,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,4.0,62.0,3.4444444444444446,6.199999999999999,80.10000000000001,4.45,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+14),W (+14)
37.0,27.0,2022-12-31,28-253,MIA,UTA,0,21.15,3.0,8.0,.375,1.0,5.0,.200,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,5.5,+12,3.0,2.0,0.6666666666666666,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,2.0,87.0,4.833333333333333,4.699999999999999,100.9,5.605555555555556,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-5),L (-5)
38.0,28.0,2023-01-02,28-255,MIA,LAC,0,5.1,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-3.9,-2,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,-4.0,88.0,4.888888888888889,-3.9,89.4,4.966666666666667,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+3),W (+3)
39.0,,2023-01-04,28-257,MIA,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,68.0,3.7777777777777777,0.0,84.50000000000003,4.694444444444446,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+10),W (+10)
40.0,,2023-01-06,28-259,MIA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,60.0,3.333333333333333,0.0,80.3,4.461111111111111,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-3),L (-3)
41.0,,2023-01-08,28-261,MIA,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,45.0,2.5,0.0,64.89999999999999,3.605555555555555,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+8),W (+8)
42.0,,2023-01-10,28-263,MIA,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,39.0,2.1666666666666665,0.0,66.00000000000001,3.6666666666666674,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,,
43.0,,2023-01-12,28-265,MIA,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,72.0,4.0,0.0,80.2,4.455555555555556,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-1),L (-1)
44.0,,2023-01-14,28-267,MIA,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,79.0,4.388888888888889,0.0,87.5,4.861111111111111,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+1),W (+1)
45.0,,2023-01-16,28-269,MIA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,78.0,4.333333333333333,0.0,89.7,4.983333333333333,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+6),W (+6)
46.0,,2023-01-18,28-271,MIA,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,88.0,4.888888888888889,0.0,103.9,5.772222222222222,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+16),W (+16)
47.0,,2023-01-20,28-273,MIA,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,44.0,2.4444444444444446,0.0,58.89999999999999,3.2722222222222217,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,L (-8),L (-8)
48.0,,2023-01-22,28-275,MIA,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,55.0,3.055555555555556,0.0,71.69999999999999,3.983333333333333,7.8,0.5,-5.0,-3.5,-1.5,0.0298540715160966,0.534,0.81,0.135,-0.5,-0.1,W (+26),W (+26)
