Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11.0,2022-11-07,26-224,MIA,POR,1.0,25.2,6.0,10.0,0.6,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,16.0,11.8,2.0,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,72.0,4.0,11.799999999999995,79.09999999999998,4.394444444444443,0.1028183134677509,L (-3),L (-3)
12.0,12.0,2022-11-10,26-227,MIA,CHO,1.0,39.71666666666667,5.0,15.0,0.333,2.0,11.0,0.182,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,12.0,4.3,3.0,4.0,3.0,0.75,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,59.0,3.2777777777777777,4.3,76.5,4.25,0.1028183134677509,W (+5),W (+5)
13.0,13.0,2022-11-12,26-229,MIA,CHO,1.0,38.2,10.0,16.0,0.625,8.0,14.0,0.571,3.0,3.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,31.0,25.8,15.0,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,19.0,77.0,4.277777777777778,24.6,87.29999999999998,4.849999999999999,0.1028183134677509,W (+17),W (+17)
14.0,14.0,2022-11-14,26-231,MIA,PHO,1.0,36.16666666666666,2.0,8.0,0.25,1.0,5.0,0.2,0.0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,5.0,1.1,4.0,3.0,1.0,0.3333333333333333,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,64.0,3.555555555555556,1.1000000000000003,76.1,4.227777777777778,0.1028183134677509,W (+1),W (+1)
15.0,15.0,2022-11-16,26-233,MIA,TOR,1.0,35.416666666666664,6.0,11.0,0.545,3.0,8.0,0.375,5.0,5.0,1.0,0.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,20.0,15.3,-7.0,3.0,3.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,68.0,3.7777777777777777,13.299999999999995,68.7,3.816666666666667,0.1028183134677509,L (-8),L (-8)
16.0,16.0,2022-11-18,26-235,MIA,WAS,1.0,45.21666666666667,8.0,24.0,0.333,3.0,14.0,0.214,3.0,3.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,22.0,10.3,-7.0,10.0,5.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,44.0,2.4444444444444446,9.1,49.8,2.7666666666666666,0.1028183134677509,L (-1),L (-1)
17.0,17.0,2022-11-20,26-237,MIA,CLE,1.0,32.96666666666667,3.0,9.0,0.333,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,8.0,3.5,-20.0,4.0,1.0,0.25,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,36.0,2.0,3.5,49.49999999999999,2.75,0.1028183134677509,L (-26),L (-26)
18.0,18.0,2022-11-21,26-238,MIA,MIN,1.0,40.38333333333333,7.0,23.0,0.304,4.0,15.0,0.267,1.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,4.0,4.0,19.0,4.7,-6.0,8.0,3.0,0.375,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,52.0,2.888888888888889,4.300000000000001,57.79999999999999,3.2111111111111104,0.1028183134677509,L (-4),L (-4)
19.0,,2022-11-23,26-240,MIA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,,85.0,4.722222222222222,0.0,97.1,5.394444444444444,0.1028183134677509,W (+8),W (+8)
20.0,,2022-11-25,26-242,MIA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,,62.0,3.4444444444444446,0.0,72.90000000000002,4.050000000000001,0.1028183134677509,W (+3),W (+3)
21.0,19.0,2022-11-27,26-244,MIA,ATL,1.0,32.95,6.0,15.0,0.4,4.0,10.0,0.4,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,16.0,6.7,8.0,5.0,2.0,0.4,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,64.0,3.555555555555556,6.699999999999996,60.7,3.3722222222222222,0.1028183134677509,,
22.0,20.0,2022-11-30,26-247,MIA,BOS,1.0,35.96666666666667,7.0,12.0,0.583,5.0,10.0,0.5,4.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,23.0,18.9,-4.0,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,11.0,89.0,4.944444444444445,17.3,92.79999999999998,5.155555555555555,0.1028183134677509,W (+8),W (+8)
23.0,21.0,2022-12-02,26-249,MIA,BOS,0.0,20.916666666666668,1.0,6.0,0.167,1.0,6.0,0.167,1.0,2.0,0.5,1.0,3.0,4.0,1.0,3.0,0.0,0.0,3.0,4.0,3.9,2.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,92.0,5.111111111111111,3.5,100.3,5.572222222222222,0.1028183134677509,L (-13),L (-13)
24.0,22.0,2022-12-05,26-252,MIA,MEM,0.0,22.98333333333333,1.0,5.0,0.2,1.0,4.0,0.25,2.0,3.0,0.667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,2.1,-20.0,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-1.0,63.0,3.5,1.3000000000000005,70.1,3.894444444444444,0.1028183134677509,W (+4),W (+4)
25.0,23.0,2022-12-06,26-253,MIA,DET,1.0,29.616666666666667,4.0,11.0,0.364,3.0,8.0,0.375,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,2.0,4.0,11.0,5.0,-10.0,3.0,1.0,0.3333333333333333,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,52.0,2.888888888888889,5.000000000000002,59.79999999999999,3.322222222222221,0.1028183134677509,L (-8),L (-8)
26.0,24.0,2022-12-08,26-255,MIA,LAC,0.0,31.53333333333333,3.0,9.0,0.333,2.0,7.0,0.286,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,8.0,4.3,2.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,81.0,4.5,4.299999999999999,83.8,4.655555555555555,0.1028183134677509,L (-20),L (-20)
27.0,25.0,2022-12-10,26-257,MIA,SAS,0.0,15.95,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.3,-7.0,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,70.0,3.888888888888889,3.3,83.80000000000001,4.655555555555556,0.1028183134677509,W (+5),W (+5)
