Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
28.0,26.0,2022-12-12,26-259,MIA,IND,0.0,31.5,3.0,12.0,0.25,3.0,12.0,0.25,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,1.6,-1.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,50.0,2.7777777777777777,1.6000000000000003,51.39999999999999,2.855555555555555,0.1028183134677509,L (-4),L (-4)
29.0,27.0,2022-12-14,26-261,MIA,OKC,1.0,17.5,4.0,11.0,0.364,2.0,7.0,0.286,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,5.5,-14.0,4.0,2.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,74.0,4.111111111111111,5.5,69.2,3.844444444444445,0.1028183134677509,W (+5),W (+5)
30.0,28.0,2022-12-15,26-262,MIA,HOU,1.0,33.483333333333334,5.0,14.0,0.357,2.0,11.0,0.182,0.0,1.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,12.0,8.1,-6.0,3.0,3.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,67.0,3.7222222222222223,8.100000000000001,73.3,4.072222222222222,0.1028183134677509,W (+2),W (+2)
31.0,29.0,2022-12-17,26-264,MIA,SAS,1.0,27.2,5.0,10.0,0.5,2.0,6.0,0.333,0.0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,12.0,10.9,7.0,4.0,3.0,0.75,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,70.0,3.888888888888889,10.900000000000002,75.9,4.216666666666667,0.1028183134677509,W (+3),W (+3)
32.0,30.0,2022-12-20,26-267,MIA,CHI,1.0,29.35,1.0,9.0,0.111,1.0,7.0,0.143,1.0,2.0,0.5,1.0,3.0,4.0,6.0,0.0,0.0,0.0,1.0,4.0,3.1,-9.0,2.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,67.0,3.7222222222222223,2.7,74.89999999999999,4.161111111111111,0.1028183134677509,W (+10),W (+10)
33.0,31.0,2022-12-23,26-270,MIA,IND,0.0,21.1,2.0,9.0,0.222,2.0,7.0,0.286,0.0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,6.0,4.4,-12.0,2.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,74.0,4.111111111111111,4.400000000000001,90.5,5.027777777777778,0.1028183134677509,L (-10),L (-10)
34.0,32.0,2022-12-26,26-273,MIA,MIN,1.0,24.666666666666668,7.0,12.0,0.583,5.0,10.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,19.0,13.9,-3.0,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,52.0,2.888888888888889,13.9,65.8,3.655555555555555,0.1028183134677509,L (-3),L (-3)
35.0,33.0,2022-12-28,26-275,MIA,LAL,0.0,17.116666666666667,3.0,12.0,0.25,1.0,7.0,0.143,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,-0.6,-2.0,5.0,2.0,0.4,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-4.0,92.0,5.111111111111111,-0.5999999999999993,103.1,5.727777777777778,0.1028183134677509,W (+3),W (+3)
36.0,34.0,2022-12-30,26-277,MIA,DEN,0.0,33.11666666666667,7.0,13.0,0.538,4.0,8.0,0.5,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,19.0,11.8,2.0,5.0,3.0,0.6,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,59.0,3.2777777777777777,11.400000000000002,74.89999999999999,4.161111111111111,0.1028183134677509,W (+14),W (+14)
37.0,35.0,2022-12-31,26-278,MIA,UTA,1.0,31.4,5.0,9.0,0.556,3.0,5.0,0.6,0.0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,1.0,4.0,13.0,12.9,8.0,4.0,2.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,13.0,76.0,4.222222222222222,12.9,92.7,5.15,0.1028183134677509,L (-5),L (-5)
38.0,36.0,2023-01-02,26-280,MIA,LAC,0.0,25.33333333333333,4.0,9.0,0.444,3.0,7.0,0.429,2.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,0.0,1.0,0.0,13.0,12.9,16.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,12.0,72.0,4.0,12.099999999999998,73.4,4.077777777777778,0.1028183134677509,W (+3),W (+3)
39.0,37.0,2023-01-04,26-282,MIA,LAL,0.0,22.75,2.0,8.0,0.25,1.0,6.0,0.167,3.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,8.0,8.1,1.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,62.0,3.4444444444444446,6.9,77.60000000000002,4.311111111111113,0.1028183134677509,W (+10),W (+10)
40.0,38.0,2023-01-06,26-284,MIA,PHO,1.0,38.25,5.0,15.0,0.333,5.0,12.0,0.417,4.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,19.0,13.1,17.0,3.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,54.0,3.0,11.500000000000002,68.8,3.822222222222222,0.1028183134677509,L (-3),L (-3)
41.0,39.0,2023-01-08,26-286,MIA,BRK,0.0,26.53333333333333,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,10.0,10.8,11.0,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,36.0,2.0,10.8,54.1,3.0055555555555555,0.1028183134677509,W (+8),W (+8)
42.0,40.0,2023-01-10,26-288,MIA,OKC,1.0,42.43333333333333,8.0,19.0,0.421,4.0,12.0,0.333,2.0,2.0,1.0,5.0,2.0,7.0,3.0,1.0,0.0,2.0,3.0,22.0,15.9,-1.0,7.0,4.0,0.5714285714285714,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,29.0,1.6111111111111112,15.1,50.900000000000006,2.827777777777778,0.1028183134677509,,
43.0,41.0,2023-01-12,26-290,MIA,MIL,1.0,40.78333333333333,5.0,13.0,0.385,1.0,7.0,0.143,1.0,1.0,1.0,1.0,9.0,10.0,4.0,0.0,0.0,2.0,1.0,12.0,8.7,4.0,6.0,4.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,62.0,3.4444444444444446,8.299999999999999,71.9,3.994444444444445,0.1028183134677509,L (-1),L (-1)
44.0,42.0,2023-01-14,26-292,MIA,MIL,1.0,41.96666666666667,3.0,11.0,0.273,2.0,7.0,0.286,2.0,2.0,1.0,0.0,7.0,7.0,4.0,0.0,0.0,2.0,1.0,10.0,6.0,14.0,4.0,1.0,0.25,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,73.0,4.055555555555555,5.199999999999998,82.3,4.572222222222222,0.1028183134677509,W (+1),W (+1)
45.0,43.0,2023-01-16,26-294,MIA,ATL,0.0,27.8,3.0,9.0,0.333,2.0,7.0,0.286,5.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,13.0,6.4,-18.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,77.0,4.277777777777778,4.399999999999998,85.30000000000001,4.73888888888889,0.1028183134677509,W (+6),W (+6)
46.0,44.0,2023-01-18,26-296,MIA,NOP,0.0,26.883333333333333,6.0,13.0,0.462,4.0,10.0,0.4,0.0,0.0,,1.0,1.0,2.0,10.0,0.0,0.0,1.0,2.0,16.0,15.5,11.0,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,14.0,74.0,4.111111111111111,15.499999999999996,88.39999999999999,4.911111111111111,0.1028183134677509,W (+16),W (+16)
47.0,45.0,2023-01-20,26-298,MIA,DAL,0.0,23.666666666666668,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,-3.7,-16.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-2.0,46.0,2.555555555555556,-3.7,62.6,3.477777777777778,0.1028183134677509,L (-8),L (-8)
48.0,46.0,2023-01-22,26-300,MIA,NOP,0.0,14.65,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,,4.0,2.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.2,-8.0,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,54.0,3.0,-1.2000000000000004,72.89999999999999,4.05,0.1028183134677509,W (+26),W (+26)
49.0,47.0,2023-01-24,26-302,MIA,BOS,1.0,36.88333333333333,4.0,10.0,0.4,3.0,6.0,0.5,2.0,2.0,1.0,2.0,5.0,7.0,1.0,2.0,0.0,0.0,2.0,13.0,12.4,4.0,4.0,1.0,0.25,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,11.0,38.0,2.111111111111111,11.599999999999998,49.50000000000001,2.7500000000000004,0.1028183134677509,L (-25),L (-25)
50.0,48.0,2023-01-27,26-305,MIA,ORL,0.0,29.5,5.0,8.0,0.625,5.0,7.0,0.714,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,17.0,12.9,-5.0,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,53.0,2.9444444444444446,12.1,68.60000000000001,3.811111111111112,0.1028183134677509,W (+4),W (+4)
51.0,49.0,2023-01-29,26-307,MIA,CHO,0.0,16.5,4.0,8.0,0.5,1.0,5.0,0.2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,5.9,-14.0,3.0,3.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,63.0,3.5,5.499999999999999,80.6,4.477777777777778,0.1028183134677509,W (+3),W (+3)
52.0,50.0,2023-01-31,26-309,MIA,CLE,0.0,13.666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.5,3.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,52.0,2.888888888888889,-0.5000000000000001,67.0,3.7222222222222223,0.1028183134677509,W (+5),W (+5)
53.0,51.0,2023-02-02,26-311,MIA,NYK,0.0,28.65,5.0,9.0,0.556,5.0,8.0,0.625,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,13.7,16.0,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,8.0,51.0,2.833333333333333,12.9,63.800000000000026,3.544444444444446,0.1028183134677509,L (-5),L (-5)
54.0,52.0,2023-02-04,26-313,MIA,MIL,0.0,24.066666666666663,5.0,9.0,0.556,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,5.8,-3.0,5.0,4.0,0.8,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,60.0,3.333333333333333,5.799999999999999,77.80000000000001,4.322222222222223,0.1028183134677509,W (+3),W (+3)
55.0,53.0,2023-02-08,26-317,MIA,IND,0.0,16.966666666666665,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,2.6,7.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,56.0,3.111111111111111,2.6,78.99999999999999,4.388888888888888,0.1028183134677509,L (-2),L (-2)
56.0,54.0,2023-02-10,26-319,MIA,HOU,0.0,34.016666666666666,4.0,12.0,0.333,3.0,11.0,0.273,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,14.0,7.3,-5.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,58.0,3.2222222222222223,6.100000000000001,62.60000000000001,3.4777777777777783,0.1028183134677509,L (-8),L (-8)
