Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,,2023-01-29,26-051,MIA,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,66.0,3.6666666666666665,0.0,86.1,4.783333333333333,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+3),W (+3)
52.0,,2023-01-31,26-053,MIA,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,54.0,3.0,0.0,66.5,3.6944444444444446,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+5),W (+5)
53.0,37.0,2023-02-02,26-055,MIA,NYK,0,17.016666666666666,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,7.4,+6,2.0,2.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,7.0,52.0,2.888888888888889,7.4,69.30000000000003,3.8500000000000014,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-5),L (-5)
54.0,38.0,2023-02-04,26-057,MIA,MIL,0,30.766666666666666,3.0,6.0,.500,1.0,4.0,.250,1,2.0,.500,1.0,3.0,4.0,2.0,1.0,0.0,0.0,6.0,8.0,6.2,-1,2.0,2.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,7.0,57.0,3.1666666666666665,5.799999999999999,77.80000000000001,4.322222222222223,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+3),W (+3)
55.0,39.0,2023-02-08,26-061,MIA,IND,0,24.7,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,0.0,6.0,6.0,0.0,0.0,2.0,2.0,3.0,4.0,1.3,-10,2.0,2.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,5.0,58.0,3.2222222222222223,1.2999999999999998,80.29999999999998,4.46111111111111,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-2),L (-2)
56.0,40.0,2023-02-10,26-063,MIA,HOU,0,23.85,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,3.0,2.8,-8,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,4.0,55.0,3.055555555555556,2.8,65.9,3.661111111111112,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-8),L (-8)
57.0,41.0,2023-02-11,26-064,MIA,ORL,0,16.116666666666667,2.0,4.0,.500,2.0,3.0,.667,0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,6.0,5.2,-9,1.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,6.0,53.0,2.9444444444444446,5.199999999999999,63.8,3.5444444444444443,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+5),W (+5)
58.0,42.0,2023-02-13,26-066,MIA,DEN,0,27.566666666666663,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,1.9,-6,1.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,3.0,41.0,2.2777777777777777,1.9,62.2,3.455555555555556,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+2),W (+2)
59.0,43.0,2023-02-15,26-068,MIA,BRK,0,23.466666666666665,2.0,2.0,1.000,0.0,0.0,,3,4.0,.750,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,7.0,5.9,0,2.0,2.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,3.0,46.0,2.555555555555556,4.699999999999999,65.5,3.638888888888889,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+4),W (+4)
60.0,44.0,2023-02-24,26-077,MIA,MIL,0,6.666666666666667,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.5,-6,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,2.0,27.0,1.5,1.5000000000000004,47.3,2.6277777777777778,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-4),L (-4)
61.0,,2023-02-25,26-078,MIA,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,29.0,1.6111111111111112,0.0,47.000000000000014,2.611111111111112,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-11),L (-11)
62.0,,2023-02-27,26-080,MIA,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,64.0,3.555555555555556,0.0,71.10000000000001,3.9500000000000006,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-29),L (-29)
63.0,45.0,2023-03-01,26-082,MIA,PHI,0,2.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-1,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,51.0,2.833333333333333,0.7,61.09999999999999,3.394444444444444,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,,
64.0,,2023-03-03,26-084,MIA,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,63.0,3.5,0.0,85.39999999999999,4.744444444444444,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-5),L (-5)
65.0,,2023-03-04,26-085,MIA,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,70.0,3.888888888888889,0.0,79.99999999999999,4.444444444444444,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+2),W (+2)
66.0,,2023-03-06,26-087,MIA,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,80.0,4.444444444444445,0.0,105.79999999999998,5.877777777777776,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-23),L (-23)
67.0,,2023-03-08,26-089,MIA,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,37.0,2.055555555555556,0.0,57.30000000000001,3.183333333333334,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-2),L (-2)
68.0,,2023-03-10,26-091,MIA,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,72.0,4.0,0.0,85.7,4.761111111111111,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+8),W (+8)
69.0,,2023-03-11,26-092,MIA,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,50.0,2.7777777777777777,0.0,70.3,3.905555555555555,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+2),W (+2)
70.0,,2023-03-13,26-094,MIA,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,65.0,3.611111111111111,0.0,87.80000000000001,4.877777777777778,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-4),L (-4)
71.0,46.0,2023-03-15,26-096,MIA,MEM,0,12.633333333333333,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,2.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,7.0,9.7,+1,3.0,3.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,9.0,85.0,4.722222222222222,9.3,105.7,5.872222222222223,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+4),W (+4)
72.0,47.0,2023-03-18,26-099,MIA,CHI,0,7.2,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,-4,2.0,1.0,0.5,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,2.0,45.0,2.5,2.4,68.6,3.811111111111111,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-12),L (-12)
73.0,48.0,2023-03-19,26-100,MIA,DET,0,1.4666666666666668,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,0.0,80.0,4.444444444444445,0.0,89.5,4.972222222222222,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+4),W (+4)
74.0,49.0,2023-03-22,26-103,MIA,NYK,0,4.083333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.4,+1,1.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,-2.0,76.0,4.222222222222222,-2.4,100.8,5.6,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+19),W (+19)
75.0,50.0,2023-03-25,26-106,MIA,BRK,0,8.583333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.8,-5,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,0.0,60.0,3.333333333333333,-0.8,73.80000000000001,4.1000000000000005,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-14),L (-14)
76.0,51.0,2023-03-28,26-109,MIA,TOR,0,1.1833333333333331,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,0.0,44.0,2.4444444444444446,0.0,59.0,3.2777777777777777,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+12),W (+12)
