Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,,2022-11-14,22-127,MIA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,67.0,3.941176470588236,0.0,75.6,4.447058823529411,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+1),W (+1)
2.0,,2022-11-16,22-129,MIA,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,84.0,4.941176470588236,0.0,96.3,5.664705882352941,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-8),L (-8)
3.0,1.0,2022-11-18,22-131,MIA,WAS,0,32.2,6.0,10.0,.600,0.0,2.0,.000,2,3.0,.667,1.0,6.0,7.0,0.0,1.0,1.0,1.0,5.0,14.0,10.2,-2,8.0,6.0,0.75,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,9.0,73.0,4.294117647058823,9.4,79.39999999999999,4.670588235294117,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-1),L (-1)
4.0,2.0,2022-11-20,22-133,MIA,CLE,0,7.883333333333333,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,+4,2.0,0.0,0.0,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,1.0,58.0,3.411764705882353,0.6000000000000005,57.8,3.4,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-26),L (-26)
5.0,,2022-11-21,22-134,MIA,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,97.0,5.705882352941177,0.0,104.4,6.141176470588236,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-4),L (-4)
6.0,,2022-11-23,22-136,MIA,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,89.0,5.235294117647059,0.0,119.0,7.0,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+8),W (+8)
7.0,,2022-11-25,22-138,MIA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,48.0,2.823529411764706,0.0,73.19999999999999,4.305882352941175,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+3),W (+3)
8.0,,2022-11-27,22-140,MIA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,102.0,6.0,0.0,111.0,6.529411764705882,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+8),W (+8)
9.0,,2022-12-12,22-155,MIA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,77.0,4.529411764705882,0.0,80.7,4.747058823529412,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+5),W (+5)
10.0,,2022-12-14,22-157,MIA,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,57.0,3.3529411764705883,0.0,69.7,4.1000000000000005,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+2),W (+2)
