Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,3.0,2022-12-15,22-158,MIA,HOU,0,35.516666666666666,3.0,7.0,.429,0.0,2.0,.000,3,4.0,.750,1.0,5.0,6.0,3.0,3.0,2.0,2.0,4.0,9.0,10.0,+11,5.0,3.0,0.6,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,10.0,71.0,4.176470588235294,8.8,82.09999999999998,4.829411764705881,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+3),W (+3)
12.0,4.0,2022-12-17,22-160,MIA,SAS,0,4.45,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,0,1.0,1.0,1.0,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,3.0,56.0,3.294117647058824,2.7,78.1,4.594117647058823,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+10),W (+10)
13.0,5.0,2022-12-20,22-163,MIA,CHI,0,1.35,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.1,+4,1.0,1.0,1.0,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,3.0,93.0,5.470588235294118,3.1,108.79999999999998,6.399999999999999,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-10),L (-10)
14.0,6.0,2022-12-23,22-166,MIA,IND,0,10.266666666666667,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.9,-4,2.0,0.0,0.0,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,0.0,65.0,3.823529411764706,-1.9,79.1,4.652941176470588,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-3),L (-3)
15.0,7.0,2022-12-26,22-169,MIA,MIN,0,26.75,7.0,9.0,.778,0.0,0.0,,1,1.0,1.000,7.0,2.0,9.0,4.0,1.0,1.0,1.0,5.0,15.0,18.5,+4,9.0,7.0,0.7777777777777778,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,19.0,56.0,3.294117647058824,18.1,63.9,3.7588235294117647,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+3),W (+3)
16.0,8.0,2022-12-28,22-171,MIA,LAL,0,8.75,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1,-10,2.0,0.0,0.0,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,1.0,44.0,2.588235294117647,-0.0999999999999999,59.0,3.4705882352941178,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+14),W (+14)
17.0,9.0,2022-12-30,22-173,MIA,DEN,0,17.766666666666666,4.0,5.0,.800,0.0,0.0,,5,6.0,.833,2.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,13.0,12.9,-1,5.0,4.0,0.8,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,8.0,29.0,1.7058823529411764,10.899999999999997,42.1,2.476470588235294,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-5),L (-5)
18.0,10.0,2022-12-31,22-174,MIA,UTA,0,11.916666666666666,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.5,-3,3.0,1.0,0.3333333333333333,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,2.0,50.0,2.9411764705882355,0.4999999999999998,61.6,3.623529411764706,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+3),W (+3)
19.0,11.0,2023-01-02,22-176,MIA,LAC,0,11.116666666666667,3.0,5.0,.600,0.0,0.0,,0,0.0,,3.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,6.3,-1,5.0,3.0,0.6,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,7.0,78.0,4.588235294117647,6.300000000000001,90.8,5.341176470588235,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+10),W (+10)
20.0,12.0,2023-01-04,22-178,MIA,LAL,0,3.55,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.4,-2,0.0,0.0,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,0.0,62.0,3.647058823529412,-0.4,73.30000000000003,4.3117647058823545,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-3),L (-3)
21.0,,2023-01-06,22-180,MIA,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,,67.0,3.941176470588236,0.0,67.4,3.964705882352941,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,,
22.0,13.0,2023-01-08,22-182,MIA,BRK,0,19.683333333333334,3.0,4.0,.750,0.0,0.0,,0,0.0,,2.0,7.0,9.0,2.0,0.0,0.0,1.0,0.0,6.0,8.3,+24,4.0,3.0,0.75,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,12.0,88.0,5.176470588235294,8.3,101.79999999999998,5.988235294117646,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+8),W (+8)
23.0,14.0,2023-01-10,22-184,MIA,OKC,1,24.45,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,5.0,6.0,0.0,1.0,1.0,1.0,5.0,4.0,4.3,+1,2.0,2.0,1.0,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,9.0,87.0,5.117647058823529,4.299999999999999,99.5,5.852941176470588,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,L (-1),L (-1)
24.0,15.0,2023-01-12,22-186,MIA,MIL,0,13.85,2.0,4.0,.500,0.0,0.0,,0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,4.0,4.5,-2,4.0,2.0,0.5,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,6.0,56.0,3.294117647058824,4.5,66.89999999999999,3.935294117647058,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+1),W (+1)
25.0,16.0,2023-01-14,22-188,MIA,MIL,0,17.033333333333335,2.0,4.0,.500,0.0,0.0,,0,0.0,,5.0,3.0,8.0,1.0,0.0,1.0,1.0,1.0,4.0,6.4,-2,4.0,2.0,0.5,28,25,7,21,4,19,18,21,9,21,25,29,10,22,3,14,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,67.0,7.0,42.0,0.3733333333333333,0.352112676056338,0.4666666666666667,0.5526315789473685,0.2666666666666666,0.4523809523809524,0.2647058823529412,0.3888888888888889,0.5,0.0,0.328125,0.4545454545454545,0.3625,0.6666666666666666,0.0,0.3283582089552239,0.4285714285714285,0.3333333333333333,2,62.0,23.0,0.032258064516129,0.0,17,9.0,48.0,2.823529411764706,6.4,58.39999999999999,3.435294117647058,13.4,1.1,-2.1,-2.7,0.7,0.0129219115517433,0.565,0.067,0.348,0.0,0.5,W (+6),W (+6)
