Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,52,2023-02-11,25-208,MIA,@,ORL,W (+4),1,43:23,5.0,10.0,.500,0.0,1.0,.000,3,4.0,.750,1.0,16.0,17.0,6.0,2.0,1.0,4.0,2.0,13.0,15.2,+13,9.0,5.0,0.5555555555555556,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,21.0,38.0,2.111111111111111,13.999999999999996,55.0,3.0555555555555554
59,58,53,2023-02-13,25-210,MIA,,DEN,L (-4),1,34:26,6.0,14.0,.429,0.0,0.0,,7,7.0,1.000,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,19.0,14.5,-6,14.0,6.0,0.4285714285714285,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,4.0,40.0,2.2222222222222223,11.699999999999996,52.400000000000006,2.9111111111111114
60,59,54,2023-02-15,25-212,MIA,@,BRK,L (-11),1,37:48,10.0,19.0,.526,0.0,0.0,,4,7.0,.571,2.0,11.0,13.0,6.0,0.0,2.0,2.0,2.0,24.0,21.0,-17,19.0,10.0,0.5263157894736842,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,17.0,32.0,1.7777777777777777,19.39999999999999,50.8,2.822222222222222
61,60,55,2023-02-24,25-221,MIA,@,MIL,L (-29),1,25:02,8.0,17.0,.471,0.0,1.0,.000,2,4.0,.500,1.0,6.0,7.0,1.0,1.0,0.0,2.0,1.0,18.0,10.3,-18,16.0,8.0,0.5,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,4.0,25.0,1.3888888888888888,9.5,39.3,2.183333333333333
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,56,2023-02-25,25-222,MIA,@,CHO,L (-5),1,31:17,6.0,14.0,.429,0.0,0.0,,2,3.0,.667,2.0,4.0,6.0,4.0,2.0,0.0,2.0,5.0,14.0,9.6,-15,14.0,6.0,0.4285714285714285,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,7.0,22.0,1.2222222222222223,8.799999999999997,38.20000000000002,2.122222222222223
64,62,57,2023-02-27,25-224,MIA,@,PHI,W (+2),1,32:14,4.0,14.0,.286,0.0,0.0,,5,6.0,.833,2.0,5.0,7.0,2.0,1.0,1.0,5.0,3.0,13.0,4.2,-7,14.0,4.0,0.2857142857142857,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,-1.0,65.0,3.611111111111111,2.1999999999999984,68.9,3.827777777777778
65,63,58,2023-03-01,25-226,MIA,,PHI,L (-23),1,29:55,8.0,13.0,.615,0.0,0.0,,4,4.0,1.000,2.0,6.0,8.0,2.0,1.0,0.0,2.0,0.0,20.0,17.7,-17,13.0,8.0,0.6153846153846154,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,12.0,40.0,2.2222222222222223,16.099999999999994,45.69999999999998,2.538888888888888
66,64,59,2023-03-03,25-228,MIA,,NYK,L (-2),1,38:30,7.0,16.0,.438,0.0,0.0,,4,4.0,1.000,0.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,18.0,12.4,+4,16.0,7.0,0.4375,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,7.0,56.0,3.111111111111111,10.8,74.6,4.144444444444444
67,65,60,2023-03-04,25-229,MIA,,ATL,W (+8),1,35:32,10.0,12.0,.833,0.0,0.0,,10,12.0,.833,3.0,8.0,11.0,5.0,1.0,2.0,2.0,3.0,30.0,32.0,+16,12.0,10.0,0.8333333333333334,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,23.0,47.0,2.611111111111111,28.0,51.99999999999999,2.8888888888888884
68,66,61,2023-03-06,25-231,MIA,,ATL,W (+2),1,36:05,5.0,9.0,.556,0.0,0.0,,6,6.0,1.000,0.0,6.0,6.0,5.0,3.0,1.0,2.0,4.0,16.0,17.1,-1,9.0,5.0,0.5555555555555556,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,14.0,66.0,3.6666666666666665,14.699999999999996,91.1,5.061111111111111
69,67,62,2023-03-08,25-233,MIA,,CLE,L (-4),1,28:42,8.0,11.0,.727,0.0,0.0,,1,2.0,.500,1.0,0.0,1.0,1.0,0.0,2.0,3.0,5.0,17.0,9.9,-4,11.0,8.0,0.7272727272727273,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,5.0,32.0,1.7777777777777777,9.499999999999996,47.80000000000001,2.6555555555555563
70,68,63,2023-03-10,25-235,MIA,,CLE,W (+4),1,37:19,8.0,12.0,.667,0.0,0.0,,3,4.0,.750,0.0,6.0,6.0,4.0,3.0,0.0,4.0,5.0,19.0,15.0,+4,12.0,8.0,0.6666666666666666,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,12.0,60.0,3.333333333333333,13.8,71.9,3.994444444444445
71,69,64,2023-03-11,25-236,MIA,@,ORL,L (-12),1,42:02,7.0,17.0,.412,0.0,0.0,,0,0.0,,1.0,6.0,7.0,3.0,0.0,0.0,4.0,3.0,14.0,4.3,-10,17.0,7.0,0.4117647058823529,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,3.0,47.0,2.611111111111111,4.300000000000001,66.0,3.6666666666666665
72,70,65,2023-03-13,25-238,MIA,,UTA,W (+4),1,36:56,5.0,10.0,.500,0.0,0.0,,6,8.0,.750,2.0,7.0,9.0,3.0,1.0,1.0,3.0,2.0,16.0,13.7,+5,10.0,5.0,0.5,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,9.0,56.0,3.111111111111111,11.3,76.5,4.25
73,71,66,2023-03-15,25-240,MIA,,MEM,W (+19),1,33:11,10.0,15.0,.667,0.0,0.0,,6,8.0,.750,2.0,6.0,8.0,3.0,0.0,3.0,3.0,3.0,26.0,21.9,+20,15.0,10.0,0.6666666666666666,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,14.0,80.0,4.444444444444445,19.5,95.5,5.305555555555555
74,72,67,2023-03-18,25-243,MIA,@,CHI,L (-14),1,34:00,9.0,17.0,.529,0.0,0.0,,5,8.0,.625,4.0,3.0,7.0,4.0,2.0,0.0,3.0,3.0,23.0,17.8,+3,17.0,9.0,0.5294117647058824,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,8.0,39.0,2.1666666666666665,15.799999999999995,55.2,3.066666666666667
75,73,68,2023-03-19,25-244,MIA,@,DET,W (+12),1,39:29,7.0,12.0,.583,0.0,0.0,,8,9.0,.889,1.0,9.0,10.0,5.0,0.0,3.0,3.0,2.0,22.0,21.2,+12,12.0,7.0,0.5833333333333334,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,16.0,64.0,3.555555555555556,17.999999999999996,71.49999999999999,3.9722222222222214
76,74,69,2023-03-22,25-247,MIA,,NYK,W (+7),1,39:30,5.0,11.0,.455,0.0,0.0,,5,6.0,.833,2.0,5.0,7.0,3.0,1.0,1.0,3.0,3.0,15.0,11.4,0,11.0,5.0,0.4545454545454545,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,7.0,67.0,3.7222222222222223,9.4,89.0,4.944444444444445
77,75,70,2023-03-25,25-250,MIA,,BRK,L (-29),1,34:37,8.0,14.0,.571,0.0,0.0,,0,0.0,,4.0,3.0,7.0,2.0,1.0,1.0,4.0,3.0,16.0,11.0,-24,14.0,8.0,0.5714285714285714,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,9.0,51.0,2.833333333333333,10.999999999999996,62.0,3.4444444444444446
78,76,71,2023-03-28,25-253,MIA,@,TOR,L (-14),1,36:32,7.0,18.0,.389,0.0,0.0,,7,8.0,.875,5.0,7.0,12.0,4.0,1.0,0.0,0.0,2.0,21.0,19.4,-6,18.0,7.0,0.3888888888888889,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,12.0,32.0,1.7777777777777777,16.6,42.400000000000006,2.355555555555556
79,77,72,2023-03-29,25-254,MIA,@,NYK,L (-9),1,35:24,4.0,10.0,.400,0.0,0.0,,1,2.0,.500,0.0,11.0,11.0,4.0,1.0,0.0,3.0,2.0,9.0,6.5,-6,10.0,4.0,0.4,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,10.0,38.0,2.111111111111111,6.099999999999998,51.99999999999999,2.8888888888888884
80,78,,2023-04-01,25-257,MIA,,DAL,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,60.0,3.333333333333333,0.0,74.7,4.15
81,79,73,2023-04-04,25-260,MIA,@,DET,W (+13),1,31:02,6.0,10.0,.600,0.0,0.0,,6,6.0,1.000,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,18.0,16.6,+6,10.0,6.0,0.6,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,9.0,66.0,3.6666666666666665,14.2,80.30000000000001,4.461111111111112
82,80,74,2023-04-06,25-262,MIA,@,PHI,W (+28),1,23:57,7.0,11.0,.636,0.0,0.0,,0,0.0,,4.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,14.0,13.8,+7,11.0,7.0,0.6363636363636364,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,12.0,90.0,5.0,13.8,107.3,5.961111111111111
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,25-263,MIA,@,WAS,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,59.0,3.2777777777777777,0.0,62.99999999999999,3.4999999999999996
85,82,75,2023-04-09,25-265,MIA,,ORL,W (+13),1,7:55,2.0,3.0,.667,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,6.1,+1,3.0,2.0,0.6666666666666666,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,6.0,74.0,4.111111111111111,6.1,80.4,4.466666666666667
