Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,20,2022-11-27,27-060,MIA,@,ATL,W (+8),1,40:52,8.0,12.0,.667,2.0,3.0,.667,2,2.0,1.000,1.0,8.0,9.0,4.0,2.0,1.0,1.0,2.0,20.0,21.6,+9,9.0,6.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,21.0,46.0,2.555555555555556,20.8,46.60000000000001,2.5888888888888895
22,22,21,2022-11-30,27-063,MIA,@,BOS,L (-13),1,24:13,4.0,9.0,.444,2.0,5.0,.400,0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,2.0,1.0,10.0,5.8,-7,4.0,2.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,94.0,5.222222222222222,5.799999999999999,104.3,5.794444444444444
23,23,22,2022-12-02,27-065,MIA,@,BOS,W (+4),1,26:01,4.0,9.0,.444,1.0,3.0,.333,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,4.8,-13,6.0,3.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,0.0,96.0,5.333333333333333,4.4,99.4,5.522222222222222
24,24,23,2022-12-05,27-068,MIA,@,MEM,L (-8),1,33:56,6.0,10.0,.600,4.0,8.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,10.4,-4,2.0,2.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,57.0,3.1666666666666665,10.4,60.99999999999999,3.3888888888888884
25,25,24,2022-12-06,27-069,MIA,,DET,L (-20),1,32:05,1.0,7.0,.143,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,-2.7,-6,3.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,-2.0,59.0,3.2777777777777777,-2.7,67.5,3.75
26,26,25,2022-12-08,27-071,MIA,,LAC,W (+5),1,40:24,6.0,13.0,.462,4.0,8.0,.500,1,2.0,.500,1.0,7.0,8.0,2.0,2.0,0.0,1.0,4.0,17.0,13.5,+18,5.0,2.0,0.4,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,13.0,73.0,4.055555555555555,13.1,74.99999999999999,4.166666666666666
27,27,26,2022-12-10,27-073,MIA,,SAS,L (-4),1,36:26,4.0,9.0,.444,3.0,6.0,.500,3,3.0,1.000,0.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,14.0,11.0,-3,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,64.0,3.555555555555556,9.8,77.30000000000001,4.294444444444445
28,28,27,2022-12-12,27-075,MIA,@,IND,W (+5),1,39:44,3.0,8.0,.375,1.0,3.0,.333,2,2.0,1.000,2.0,4.0,6.0,1.0,1.0,0.0,1.0,2.0,9.0,7.1,-4,5.0,2.0,0.4,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,44.0,2.4444444444444446,6.299999999999998,46.7,2.5944444444444446
29,29,28,2022-12-14,27-077,MIA,@,OKC,W (+2),1,33:31,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,2.0,2.0,4.0,5.0,1.0,0.0,3.0,1.0,3.0,2.3,-12,1.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,72.0,4.0,2.299999999999999,72.4,4.022222222222222
30,30,29,2022-12-15,27-078,MIA,@,HOU,W (+3),1,30:48,5.0,9.0,.556,0.0,3.0,.000,3,3.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,13.0,6.9,+11,6.0,5.0,0.8333333333333334,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,1.0,72.0,4.0,5.7,75.7,4.205555555555556
31,31,,2022-12-17,27-080,MIA,@,SAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,80.0,4.444444444444445,0.0,86.80000000000001,4.822222222222223
32,32,,2022-12-20,27-083,MIA,,CHI,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,70.0,3.888888888888889,0.0,77.6,4.311111111111111
33,33,30,2022-12-23,27-086,MIA,,IND,L (-3),1,19:05,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,4.4,+8,1.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,71.0,3.9444444444444446,4.4,90.5,5.027777777777778
34,34,31,2022-12-26,27-089,MIA,,MIN,W (+3),1,28:15,3.0,12.0,.250,1.0,6.0,.167,1,2.0,.500,3.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,8.0,3.7,-3,6.0,2.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,2.0,60.0,3.333333333333333,3.3,76.39999999999999,4.244444444444444
35,35,32,2022-12-28,27-091,MIA,,LAL,W (+14),1,30:50,5.0,6.0,.833,3.0,4.0,.750,0,0.0,,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.0,13.0,14.6,+25,2.0,2.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,16.0,72.0,4.0,14.6,87.89999999999999,4.883333333333333
36,36,,2022-12-30,27-093,MIA,@,DEN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,66.0,3.6666666666666665,0.0,86.3,4.794444444444444
37,37,,2022-12-31,27-094,MIA,@,UTA,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,89.0,4.944444444444445,0.0,105.6,5.866666666666666
38,38,33,2023-01-02,27-096,MIA,@,LAC,W (+10),1,14:04,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.7,-15,1.0,1.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,3.0,81.0,4.5,0.7000000000000002,84.8,4.711111111111111
39,39,34,2023-01-04,27-098,MIA,@,LAL,L (-3),1,21:13,3.0,8.0,.375,1.0,2.0,.500,1,2.0,.500,1.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0,8.0,4.6,+5,6.0,2.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,64.0,3.555555555555556,4.1999999999999975,80.30000000000003,4.461111111111112
40,40,,2023-01-06,27-100,MIA,@,PHO,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,60.0,3.333333333333333,0.0,80.3,4.461111111111111
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,27-102,MIA,,BRK,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,45.0,2.5,0.0,64.89999999999999,3.605555555555555
43,42,,2023-01-10,27-104,MIA,,OKC,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,39.0,2.1666666666666665,0.0,66.00000000000001,3.6666666666666674
44,43,,2023-01-12,27-106,MIA,,MIL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,72.0,4.0,0.0,80.2,4.455555555555556
45,44,,2023-01-14,27-108,MIA,,MIL,W (+16),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,79.0,4.388888888888889,0.0,87.5,4.861111111111111
46,45,35,2023-01-16,27-110,MIA,@,ATL,L (-8),1,25:38,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,2.0,4.0,6.0,1.0,2.0,0.0,2.0,5.0,7.0,6.0,+3,4.0,2.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,69.0,3.8333333333333335,5.999999999999998,83.70000000000002,4.650000000000001
47,46,36,2023-01-18,27-112,MIA,@,NOP,W (+26),1,35:08,3.0,7.0,.429,2.0,4.0,.500,2,2.0,1.000,0.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,10.0,7.8,+23,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,83.0,4.611111111111111,6.999999999999998,96.9,5.383333333333334
48,47,37,2023-01-20,27-114,MIA,@,DAL,L (-25),1,32:38,2.0,6.0,.333,1.0,3.0,.333,2,2.0,1.000,0.0,6.0,6.0,1.0,0.0,1.0,2.0,2.0,7.0,4.0,-22,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,39.0,2.1666666666666665,3.2,55.69999999999999,3.0944444444444437
49,48,38,2023-01-22,27-116,MIA,,NOP,W (+4),1,26:43,1.0,9.0,.111,0.0,6.0,.000,2,2.0,1.000,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,4.0,-0.4,-5,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,-2.0,57.0,3.1666666666666665,-1.1999999999999993,72.89999999999999,4.05
