Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Trent Forrest,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Trent Forrest,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,co_inf with Cody Zeller,co_inf with Jamaree Bouyea,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
72,70,49,2023-03-10,34-184,MIA,,CLE,W (+4),1,20:59,2.0,8.0,.250,1.0,5.0,.200,2,2.0,1.000,4.0,3.0,7.0,1.0,0.0,1.0,2.0,0.0,7.0,5.3,-11,3.0,1.0,0.3333333333333333,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,4.0,61.0,2.033333333333333,4.499999999999999,83.30000000000001,2.776666666666667
73,71,50,2023-03-11,34-185,MIA,@,ORL,L (-12),1,17:01,0.0,1.0,.000,0.0,1.0,.000,4,4.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,5.5,-4,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,5.0,89.0,2.966666666666667,3.899999999999999,111.1,3.703333333333333
74,72,51,2023-03-13,34-187,MIA,,UTA,W (+4),1,21:27,4.0,8.0,.500,2.0,5.0,.400,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,6.5,+10,3.0,2.0,0.6666666666666666,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,3.0,44.0,1.4666666666666666,6.1000000000000005,64.89999999999999,2.163333333333333
75,73,52,2023-03-15,34-189,MIA,,MEM,W (+19),1,18:16,3.0,7.0,.429,3.0,7.0,.429,1,2.0,.500,0.0,6.0,6.0,3.0,0.0,0.0,2.0,2.0,10.0,7.0,+3,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,8.0,72.0,2.4,6.599999999999998,82.9,2.7633333333333336
76,74,53,2023-03-18,34-192,MIA,@,CHI,L (-14),1,19:51,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,2.9,+2,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,3.0,71.0,2.3666666666666667,2.8999999999999995,95.5,3.183333333333333
77,75,54,2023-03-19,34-193,MIA,@,DET,W (+12),1,23:30,4.0,9.0,.444,2.0,6.0,.333,2,2.0,1.000,2.0,6.0,8.0,2.0,0.0,0.0,2.0,3.0,12.0,8.7,-8,3.0,2.0,0.6666666666666666,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,9.0,51.0,1.7,7.899999999999999,65.1,2.17
78,76,55,2023-03-22,34-196,MIA,,NYK,W (+7),1,23:15,2.0,6.0,.333,2.0,6.0,.333,0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,1.0,3.0,6.0,5.4,+9,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,8.0,36.0,1.2,5.400000000000001,53.6,1.7866666666666666
79,77,56,2023-03-25,34-199,MIA,,BRK,L (-29),1,18:50,2.0,4.0,.500,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,5.0,4.9,-12,3.0,1.0,0.3333333333333333,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,6.0,42.0,1.4,4.9,53.19999999999998,1.7733333333333328
80,78,57,2023-03-28,34-202,MIA,@,TOR,L (-14),1,19:33,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,3.0,3.4,-12,1.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,6.0,54.0,1.8,3.400000000000001,71.3,2.3766666666666665
81,79,58,2023-03-29,34-203,MIA,@,NYK,L (-9),1,16:14,2.0,8.0,.250,1.0,7.0,.143,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,5.0,3.4,+5,1.0,1.0,1.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,4.0,71.0,2.3666666666666667,3.400000000000001,91.1,3.0366666666666666
82,80,59,2023-04-01,34-206,MIA,,DAL,W (+7),0,19:23,5.0,9.0,.556,2.0,5.0,.400,6,6.0,1.000,1.0,4.0,5.0,1.0,1.0,0.0,2.0,2.0,18.0,14.5,+8,4.0,3.0,0.75,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,8.0,94.0,3.1333333333333333,12.099999999999996,109.0,3.6333333333333333
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,0.0,0.0,0.0,0.0,0.0
84,81,60,2023-04-04,34-209,MIA,@,DET,W (+13),0,16:58,3.0,7.0,.429,1.0,4.0,.250,0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,7.0,6.2,+7,3.0,2.0,0.6666666666666666,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,7.0,52.0,1.7333333333333334,6.199999999999999,56.79999999999999,1.893333333333333
85,82,61,2023-04-06,34-211,MIA,@,PHI,W (+28),0,19:18,2.0,7.0,.286,2.0,6.0,.333,1,2.0,.500,1.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,7.0,4.1,+22,1.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,5.0,75.0,2.5,3.700000000000001,82.80000000000001,2.7600000000000002
86,83,,2023-04-07,34-212,MIA,@,WAS,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,0.0,0.0,0.0,0.0,0.0
87,84,62,2023-04-09,34-214,MIA,,ORL,W (+13),0,8:57,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,+1,1.0,1.0,1.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,8.0,0.0,0.0,7.199999999999999,0.0,0.0
