Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,19,2022-11-27,26-244,MIA,@,ATL,W (+8),1,32:57,6.0,15.0,.400,4.0,10.0,.400,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,16.0,6.7,+8,5.0,2.0,0.4,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,64.0,3.555555555555556,6.699999999999996,60.7,3.3722222222222222
22,22,20,2022-11-30,26-247,MIA,@,BOS,L (-13),1,35:58,7.0,12.0,.583,5.0,10.0,.500,4,4.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,23.0,18.9,-4,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,11.0,89.0,4.944444444444445,17.3,92.79999999999998,5.155555555555555
23,23,21,2022-12-02,26-249,MIA,@,BOS,W (+4),0,20:55,1.0,6.0,.167,1.0,6.0,.167,1,2.0,.500,1.0,3.0,4.0,1.0,3.0,0.0,0.0,3.0,4.0,3.9,+2,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,92.0,5.111111111111111,3.5,100.3,5.572222222222222
24,24,22,2022-12-05,26-252,MIA,@,MEM,L (-8),0,22:59,1.0,5.0,.200,1.0,4.0,.250,2,3.0,.667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,2.1,-20,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-1.0,63.0,3.5,1.3000000000000005,70.1,3.894444444444444
25,25,23,2022-12-06,26-253,MIA,,DET,L (-20),1,29:37,4.0,11.0,.364,3.0,8.0,.375,0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,2.0,4.0,11.0,5.0,-10,3.0,1.0,0.3333333333333333,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,52.0,2.888888888888889,5.000000000000002,59.79999999999999,3.3222222222222215
26,26,24,2022-12-08,26-255,MIA,,LAC,W (+5),0,31:32,3.0,9.0,.333,2.0,7.0,.286,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,8.0,4.3,+2,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,81.0,4.5,4.299999999999999,83.8,4.655555555555555
27,27,25,2022-12-10,26-257,MIA,,SAS,L (-4),0,15:57,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.3,-7,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,70.0,3.888888888888889,3.3,83.80000000000001,4.655555555555556
28,28,26,2022-12-12,26-259,MIA,@,IND,W (+5),0,31:30,3.0,12.0,.250,3.0,12.0,.250,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,1.6,-1,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,50.0,2.7777777777777777,1.6000000000000003,51.39999999999999,2.855555555555555
29,29,27,2022-12-14,26-261,MIA,@,OKC,W (+2),1,17:30,4.0,11.0,.364,2.0,7.0,.286,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,5.5,-14,4.0,2.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,74.0,4.111111111111111,5.5,69.2,3.8444444444444446
30,30,28,2022-12-15,26-262,MIA,@,HOU,W (+3),1,33:29,5.0,14.0,.357,2.0,11.0,.182,0,1.0,.000,1.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,12.0,8.1,-6,3.0,3.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,67.0,3.7222222222222223,8.100000000000001,73.3,4.072222222222222
31,31,29,2022-12-17,26-264,MIA,@,SAS,W (+10),1,27:12,5.0,10.0,.500,2.0,6.0,.333,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,12.0,10.9,+7,4.0,3.0,0.75,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,70.0,3.888888888888889,10.900000000000002,75.9,4.216666666666667
32,32,30,2022-12-20,26-267,MIA,,CHI,L (-10),1,29:21,1.0,9.0,.111,1.0,7.0,.143,1,2.0,.500,1.0,3.0,4.0,6.0,0.0,0.0,0.0,1.0,4.0,3.1,-9,2.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,67.0,3.7222222222222223,2.7,74.89999999999999,4.1611111111111105
33,33,31,2022-12-23,26-270,MIA,,IND,L (-3),0,21:06,2.0,9.0,.222,2.0,7.0,.286,0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,6.0,4.4,-12,2.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,74.0,4.111111111111111,4.400000000000001,90.5,5.027777777777778
34,34,32,2022-12-26,26-273,MIA,,MIN,W (+3),1,24:40,7.0,12.0,.583,5.0,10.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,19.0,13.9,-3,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,52.0,2.888888888888889,13.9,65.8,3.6555555555555554
35,35,33,2022-12-28,26-275,MIA,,LAL,W (+14),0,17:07,3.0,12.0,.250,1.0,7.0,.143,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,-0.6,-2,5.0,2.0,0.4,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-4.0,92.0,5.111111111111111,-0.5999999999999993,103.1,5.727777777777778
36,36,34,2022-12-30,26-277,MIA,@,DEN,L (-5),0,33:07,7.0,13.0,.538,4.0,8.0,.500,1,1.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,19.0,11.8,+2,5.0,3.0,0.6,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,59.0,3.2777777777777777,11.400000000000002,74.89999999999999,4.1611111111111105
37,37,35,2022-12-31,26-278,MIA,@,UTA,W (+3),1,31:24,5.0,9.0,.556,3.0,5.0,.600,0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,1.0,4.0,13.0,12.9,+8,4.0,2.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,13.0,76.0,4.222222222222222,12.9,92.7,5.15
38,38,36,2023-01-02,26-280,MIA,@,LAC,W (+10),0,25:20,4.0,9.0,.444,3.0,7.0,.429,2,2.0,1.000,2.0,6.0,8.0,2.0,1.0,0.0,1.0,0.0,13.0,12.9,+16,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,12.0,72.0,4.0,12.099999999999998,73.4,4.077777777777778
39,39,37,2023-01-04,26-282,MIA,@,LAL,L (-3),0,22:45,2.0,8.0,.250,1.0,6.0,.167,3,3.0,1.000,1.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,8.0,8.1,+1,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,62.0,3.4444444444444446,6.9,77.60000000000002,4.311111111111113
40,40,38,2023-01-06,26-284,MIA,@,PHO,W (+8),1,38:15,5.0,15.0,.333,5.0,12.0,.417,4,4.0,1.000,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,19.0,13.1,+17,3.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,54.0,3.0,11.500000000000002,68.8,3.822222222222222
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,39,2023-01-08,26-286,MIA,,BRK,L (-1),0,26:32,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,10.0,10.8,+11,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,36.0,2.0,10.8,54.1,3.0055555555555555
43,42,40,2023-01-10,26-288,MIA,,OKC,W (+1),1,42:26,8.0,19.0,.421,4.0,12.0,.333,2,2.0,1.000,5.0,2.0,7.0,3.0,1.0,0.0,2.0,3.0,22.0,15.9,-1,7.0,4.0,0.5714285714285714,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,29.0,1.6111111111111112,15.1,50.900000000000006,2.827777777777778
44,43,41,2023-01-12,26-290,MIA,,MIL,W (+6),1,40:47,5.0,13.0,.385,1.0,7.0,.143,1,1.0,1.000,1.0,9.0,10.0,4.0,0.0,0.0,2.0,1.0,12.0,8.7,+4,6.0,4.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,62.0,3.4444444444444446,8.299999999999999,71.9,3.994444444444445
45,44,42,2023-01-14,26-292,MIA,,MIL,W (+16),1,41:58,3.0,11.0,.273,2.0,7.0,.286,2,2.0,1.000,0.0,7.0,7.0,4.0,0.0,0.0,2.0,1.0,10.0,6.0,+14,4.0,1.0,0.25,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,73.0,4.055555555555555,5.199999999999998,82.3,4.572222222222222
46,45,43,2023-01-16,26-294,MIA,@,ATL,L (-8),0,27:48,3.0,9.0,.333,2.0,7.0,.286,5,5.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,13.0,6.4,-18,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,77.0,4.277777777777778,4.399999999999998,85.30000000000001,4.73888888888889
47,46,44,2023-01-18,26-296,MIA,@,NOP,W (+26),0,26:53,6.0,13.0,.462,4.0,10.0,.400,0,0.0,,1.0,1.0,2.0,10.0,0.0,0.0,1.0,2.0,16.0,15.5,+11,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,14.0,74.0,4.111111111111111,15.499999999999996,88.39999999999999,4.9111111111111105
48,47,45,2023-01-20,26-298,MIA,@,DAL,L (-25),0,23:40,0.0,5.0,.000,0.0,5.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,-3.7,-16,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-2.0,46.0,2.555555555555556,-3.7,62.6,3.477777777777778
49,48,46,2023-01-22,26-300,MIA,,NOP,W (+4),0,14:39,0.0,5.0,.000,0.0,4.0,.000,0,0.0,,4.0,2.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.2,-8,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,54.0,3.0,-1.2000000000000004,72.89999999999999,4.05
50,49,47,2023-01-24,26-302,MIA,,BOS,W (+3),1,36:53,4.0,10.0,.400,3.0,6.0,.500,2,2.0,1.000,2.0,5.0,7.0,1.0,2.0,0.0,0.0,2.0,13.0,12.4,+4,4.0,1.0,0.25,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,11.0,38.0,2.111111111111111,11.599999999999998,49.50000000000001,2.7500000000000004
