Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,,2023-02-10,22-099,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,81.0,4.764705882352941,0.0,109.5,6.441176470588236,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-27),L (-27)
56.0,27.0,2023-02-13,22-102,OKC,NOP,0,18.166666666666668,0.0,5.0,.000,0.0,4.0,.000,0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,-1.0,-11,1.0,0.0,0.0,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,0.0,49.0,2.8823529411764706,-1.0000000000000002,64.7,3.8058823529411767,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+3),W (+3)
57.0,28.0,2023-02-15,22-104,OKC,HOU,0,18.25,3.0,4.0,.750,0.0,0.0,,3,4.0,.750,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,7.9,+24,4.0,3.0,0.75,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,4.0,61.0,3.588235294117647,6.699999999999999,79.09999999999998,4.652941176470587,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+9),W (+9)
58.0,29.0,2023-02-23,22-112,OKC,UTA,0,10.8,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.5,+5,3.0,1.0,0.3333333333333333,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,-1.0,58.0,3.411764705882353,-0.4999999999999996,79.3,4.664705882352941,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-3),L (-3)
59.0,30.0,2023-02-24,22-113,OKC,PHO,0,9.566666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.1,+1,0.0,0.0,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,3.0,59.0,3.4705882352941178,2.1,74.3,4.370588235294117,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+37),W (+37)
60.0,31.0,2023-02-26,22-115,OKC,SAC,0,19.466666666666665,2.0,6.0,.333,1.0,4.0,.250,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,4.8,+6,2.0,1.0,0.5,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,3.0,69.0,4.0588235294117645,4.0,87.4,5.141176470588236,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-1),L (-1)
61.0,32.0,2023-02-28,22-117,OKC,SAC,0,21.266666666666666,1.0,6.0,.167,1.0,5.0,.200,2,2.0,1.000,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,2.5,+4,1.0,0.0,0.0,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,0.0,53.0,3.117647058823529,1.7000000000000015,66.1,3.888235294117647,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-9),L (-9)
62.0,33.0,2023-03-01,22-118,OKC,LAL,1,15.516666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,3.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3,-18,1.0,0.0,0.0,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,2.0,73.0,4.294117647058823,0.2999999999999998,86.19999999999999,5.070588235294117,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-9),L (-9)
63.0,,2023-03-03,22-120,OKC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,84.0,4.941176470588236,0.0,102.6,6.035294117647059,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,,
64.0,,2023-03-05,22-122,OKC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,84.0,4.941176470588236,0.0,108.1,6.358823529411764,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-6),L (-6)
65.0,,2023-03-07,22-124,OKC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,81.0,4.764705882352941,0.0,103.6,6.094117647058823,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-6),L (-6)
66.0,34.0,2023-03-08,22-125,OKC,PHO,0,24.4,3.0,5.0,.600,0.0,1.0,.000,2,2.0,1.000,3.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,8.0,10.4,-7,4.0,3.0,0.75,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,10.0,31.0,1.8235294117647056,9.599999999999998,47.00000000000001,2.7647058823529416,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+27),W (+27)
67.0,,2023-03-11,22-128,OKC,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,55.0,3.235294117647059,0.0,79.10000000000001,4.652941176470589,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+10),W (+10)
68.0,,2023-03-12,22-129,OKC,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,71.0,4.176470588235294,0.0,79.19999999999999,4.658823529411764,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+9),W (+9)
69.0,,2023-03-14,22-131,OKC,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,76.0,4.470588235294118,0.0,90.7,5.335294117647059,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-31),L (-31)
70.0,35.0,2023-03-16,22-133,OKC,TOR,0,9.016666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0,1.0,0.0,0.0,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,2.0,52.0,3.0588235294117645,0.5999999999999999,71.3,4.194117647058824,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+14),W (+14)
71.0,36.0,2023-03-19,22-136,OKC,PHO,0,5.15,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.9,+5,0.0,0.0,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,4.0,67.0,3.941176470588236,0.8999999999999997,89.39999999999999,5.258823529411764,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+12),W (+12)
72.0,,2023-03-21,22-138,OKC,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,47.0,2.764705882352941,0.0,58.09999999999999,3.417647058823529,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+14),W (+14)
73.0,37.0,2023-03-23,22-140,OKC,LAC,0,11.25,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,-2,4.0,2.0,0.5,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,3.0,49.0,2.8823529411764706,3.6999999999999993,63.9,3.7588235294117647,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-17),L (-17)
74.0,38.0,2023-03-24,22-141,OKC,LAL,0,17.316666666666666,5.0,6.0,.833,2.0,3.0,.667,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,13.1,+8,3.0,3.0,1.0,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,9.0,59.0,3.4705882352941178,12.3,69.7,4.1000000000000005,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+4),W (+4)
75.0,39.0,2023-03-26,22-143,OKC,POR,0,13.166666666666666,2.0,4.0,.500,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,3.5,+8,3.0,1.0,0.3333333333333333,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,3.0,62.0,3.647058823529412,3.5,83.60000000000001,4.91764705882353,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+1),W (+1)
76.0,40.0,2023-03-28,22-145,OKC,CHO,0,26.633333333333333,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,2.0,3.0,5.0,2.0,2.0,0.0,1.0,4.0,7.0,5.7,-1,5.0,2.0,0.4,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,7.0,70.0,4.117647058823529,5.700000000000001,94.0,5.529411764705882,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-22),L (-22)
77.0,41.0,2023-03-29,22-146,OKC,DET,0,4.25,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,0.0,0.0,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,-1.0,55.0,3.235294117647059,-0.7,75.09999999999998,4.417647058823528,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-5),L (-5)
78.0,,2023-03-31,22-148,OKC,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,64.0,3.764705882352941,0.0,83.69999999999999,4.923529411764705,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+6),W (+6)
79.0,,2023-04-02,22-150,OKC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,44.0,2.588235294117647,0.0,69.49999999999999,4.088235294117646,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-3),L (-3)
80.0,,2023-04-04,22-152,OKC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,50.0,2.9411764705882355,0.0,77.69999999999999,4.570588235294117,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+1),W (+1)
81.0,42.0,2023-04-06,22-154,OKC,UTA,0,1.6,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,0.0,56.0,3.294117647058824,0.0,72.89999999999999,4.288235294117647,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-4),L (-4)
