Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-09,23-130,OKC,MIL,0,4.95,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,+1,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,82.0,4.823529411764706,4.0,96.1,5.652941176470588,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-4),L (-4)
12.0,9.0,2022-11-11,23-132,OKC,TOR,0,5.433333333333334,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,-11,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,81.0,4.764705882352941,0.1999999999999999,89.19999999999999,5.247058823529411,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+19),W (+19)
13.0,10.0,2022-11-13,23-134,OKC,NYK,0,16.883333333333333,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,3.0,3.0,8.0,4.4,+11,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,89.0,5.235294117647059,4.4,104.4,6.141176470588236,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+10),W (+10)
14.0,11.0,2022-11-14,23-135,OKC,BOS,0,7.3,0.0,1.0,.000,0.0,1.0,.000,1,3.0,.333,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-2,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,68.0,4.0,-1.4000000000000004,80.0,4.705882352941177,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-4),L (-4)
15.0,,2022-11-16,23-137,OKC,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,75.0,4.411764705882353,0.0,91.4,5.376470588235295,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+1),W (+1)
16.0,,2022-11-18,23-139,OKC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,81.0,4.764705882352941,0.0,83.39999999999998,4.905882352941175,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-11),L (-11)
17.0,12.0,2022-11-21,23-142,OKC,NYK,0,3.3833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7,+4,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,52.0,3.0588235294117645,1.7,73.70000000000002,4.335294117647059,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-10),L (-10)
18.0,13.0,2022-11-23,23-144,OKC,DEN,0,20.866666666666667,7.0,11.0,.636,7.0,10.0,.700,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,21.0,16.4,+17,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,12.0,56.0,3.294117647058824,16.4,72.30000000000001,4.252941176470589,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-5),L (-5)
19.0,14.0,2022-11-25,23-146,OKC,CHI,0,15.4,2.0,6.0,.333,2.0,6.0,.333,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,4.8,+6,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,2.0,57.0,3.3529411764705883,4.000000000000001,69.0,4.0588235294117645,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+4),W (+4)
20.0,15.0,2022-11-26,23-147,OKC,HOU,0,13.7,2.0,8.0,.250,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,6.0,6.2,+2,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,48.0,2.823529411764706,6.199999999999999,63.0,3.7058823529411766,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-13),L (-13)
21.0,,2022-11-28,23-149,OKC,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,45.0,2.647058823529412,0.0,59.799999999999976,3.517647058823528,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,,
22.0,16.0,2022-11-30,23-151,OKC,SAS,0,8.8,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,2.8,+2,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,71.0,4.176470588235294,2.8,84.1,4.947058823529411,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-4),L (-4)
23.0,,2022-12-03,23-154,OKC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,79.0,4.647058823529412,0.0,107.5,6.323529411764706,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+8),W (+8)
24.0,17.0,2022-12-05,23-156,OKC,ATL,0,10.466666666666669,3.0,4.0,.750,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,9.0,9.7,+7,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,59.0,3.4705882352941178,9.7,71.69999999999999,4.217647058823529,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+7),W (+7)
25.0,18.0,2022-12-07,23-158,OKC,MEM,0,18.98333333333333,2.0,6.0,.333,2.0,5.0,.400,2,2.0,1.000,0.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,8.0,5.8,+1,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,37.0,2.176470588235294,5.0,48.400000000000006,2.8470588235294123,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+7),W (+7)
