Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,25.0,2022-12-10,23-235,OKC,CLE,1,21.58333333333333,3.0,10.0,.300,1.0,6.0,.167,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,0.4,-10,4.0,2.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-2.0,66.0,3.882352941176471,0.3999999999999977,73.89999999999999,4.347058823529411,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-21),L (-21)
27.0,26.0,2022-12-12,23-237,OKC,DAL,1,34.25,3.0,11.0,.273,1.0,6.0,.167,5,6.0,.833,4.0,3.0,7.0,3.0,0.0,0.0,4.0,5.0,12.0,4.9,+6,5.0,2.0,0.4,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,55.0,3.235294117647059,2.9000000000000004,69.6,4.094117647058823,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-8),L (-8)
28.0,27.0,2022-12-14,23-239,OKC,MIA,1,33.56666666666667,6.0,12.0,.500,4.0,7.0,.571,2,4.0,.500,1.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,18.0,14.5,+11,5.0,2.0,0.4,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,51.0,3.0,13.7,56.7,3.335294117647059,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-7),L (-7)
29.0,28.0,2022-12-16,23-241,OKC,MIN,1,23.48333333333333,1.0,7.0,.143,1.0,5.0,.200,0,0.0,,1.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,3.0,-0.1,-15,2.0,0.0,0.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,47.0,2.764705882352941,-0.0999999999999998,55.79999999999998,3.2823529411764696,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-2),L (-2)
30.0,29.0,2022-12-17,23-242,OKC,MEM,1,30.816666666666663,8.0,14.0,.571,3.0,4.0,.750,5,8.0,.625,1.0,6.0,7.0,4.0,1.0,0.0,1.0,3.0,24.0,20.3,-5,10.0,5.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,13.0,56.0,3.294117647058824,18.300000000000004,57.5,3.3823529411764706,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-2),L (-2)
31.0,30.0,2022-12-19,23-244,OKC,POR,1,31.216666666666665,3.0,8.0,.375,0.0,2.0,.000,7,8.0,.875,2.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,13.0,6.9,-9,6.0,3.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,45.0,2.647058823529412,4.099999999999998,67.60000000000001,3.976470588235295,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+6),W (+6)
32.0,31.0,2022-12-21,23-246,OKC,POR,1,38.46666666666667,5.0,11.0,.455,2.0,6.0,.333,2,2.0,1.000,0.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,14.0,9.2,+5,5.0,3.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,46.0,2.7058823529411766,8.399999999999999,59.00000000000001,3.470588235294118,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+2),W (+2)
33.0,32.0,2022-12-23,23-248,OKC,NOP,1,39.833333333333336,3.0,10.0,.300,0.0,4.0,.000,4,7.0,.571,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,10.0,2.2,-5,6.0,3.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-5.0,69.0,4.0588235294117645,0.5999999999999988,78.60000000000002,4.623529411764707,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+3),W (+3)
34.0,33.0,2022-12-27,23-252,OKC,SAS,1,22.2,4.0,9.0,.444,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,9.0,5.1,-2,5.0,3.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,75.0,4.411764705882353,5.1,84.5,4.970588235294118,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-3),L (-3)
35.0,34.0,2022-12-29,23-254,OKC,CHO,1,27.6,7.0,13.0,.538,5.0,7.0,.714,3,3.0,1.000,0.0,1.0,1.0,2.0,2.0,0.0,2.0,5.0,22.0,15.4,-7,6.0,2.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,41.0,2.411764705882353,14.2,55.79999999999999,3.28235294117647,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+16),W (+16)
36.0,35.0,2022-12-31,23-256,OKC,PHI,1,24.633333333333333,5.0,13.0,.385,1.0,5.0,.200,2,3.0,.667,0.0,5.0,5.0,0.0,3.0,0.0,1.0,2.0,13.0,8.2,-19,8.0,4.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,44.0,2.588235294117647,7.399999999999999,49.49999999999999,2.9117647058823524,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-8),L (-8)
37.0,36.0,2023-01-03,23-259,OKC,BOS,1,28.33333333333333,8.0,15.0,.533,3.0,6.0,.500,4,5.0,.800,3.0,2.0,5.0,3.0,2.0,0.0,3.0,1.0,23.0,18.7,+31,9.0,5.0,0.5555555555555556,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,10.0,102.0,6.0,17.1,117.5,6.911764705882353,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-19),L (-19)
38.0,37.0,2023-01-04,23-260,OKC,ORL,1,30.15,3.0,11.0,.273,3.0,6.0,.500,4,4.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,13.0,6.6,-14,5.0,0.0,0.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,44.0,2.588235294117647,5.000000000000001,61.70000000000001,3.629411764705883,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+33),W (+33)
39.0,38.0,2023-01-06,23-262,OKC,WAS,1,22.53333333333333,6.0,8.0,.750,3.0,4.0,.750,3,4.0,.750,2.0,4.0,6.0,4.0,1.0,0.0,0.0,5.0,18.0,18.8,+16,4.0,3.0,0.75,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,17.0,72.0,4.235294117647059,17.599999999999994,81.69999999999997,4.805882352941175,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-11),L (-11)
40.0,39.0,2023-01-08,23-264,OKC,DAL,1,30.466666666666665,7.0,20.0,.350,3.0,8.0,.375,1,2.0,.500,0.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,18.0,8.8,+6,12.0,4.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,75.0,4.411764705882353,8.399999999999999,79.2,4.658823529411765,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+17),W (+17)
41.0,40.0,2023-01-10,23-266,OKC,MIA,1,32.483333333333334,4.0,13.0,.308,1.0,6.0,.167,2,4.0,.500,4.0,4.0,8.0,2.0,0.0,0.0,2.0,6.0,11.0,3.7,-1,7.0,3.0,0.4285714285714285,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,2.0,56.0,3.294117647058824,2.899999999999997,66.69999999999999,3.923529411764705,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+11),W (+11)
42.0,41.0,2023-01-12,23-268,OKC,PHI,1,38.11666666666667,1.0,7.0,.143,1.0,4.0,.250,1,2.0,.500,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,1.4,+5,3.0,0.0,0.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,107.0,6.294117647058823,1.0000000000000009,123.0,7.235294117647059,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,,
43.0,42.0,2023-01-13,23-269,OKC,CHI,1,24.95,4.0,10.0,.400,1.0,5.0,.200,2,2.0,1.000,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,11.0,7.9,+12,5.0,3.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,83.0,4.882352941176471,7.1,89.99999999999997,5.294117647058822,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-1),L (-1)
44.0,43.0,2023-01-15,23-271,OKC,BRK,1,35.583333333333336,6.0,10.0,.600,5.0,7.0,.714,5,6.0,.833,1.0,4.0,5.0,2.0,0.0,0.0,2.0,3.0,22.0,17.1,+4,3.0,1.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,11.0,55.0,3.235294117647059,15.099999999999998,66.69999999999999,3.923529411764705,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+19),W (+19)
45.0,44.0,2023-01-18,23-274,OKC,IND,1,28.116666666666667,8.0,14.0,.571,3.0,5.0,.600,3,4.0,.750,2.0,9.0,11.0,1.0,1.0,1.0,0.0,3.0,22.0,20.3,+32,9.0,5.0,0.5555555555555556,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,18.0,94.0,5.529411764705882,19.1,100.7,5.923529411764706,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+14),W (+14)
46.0,45.0,2023-01-20,23-276,OKC,SAC,1,35.333333333333336,5.0,13.0,.385,3.0,5.0,.600,2,2.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,0.0,6.0,15.0,8.8,-3,8.0,2.0,0.25,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,61.0,3.588235294117647,7.9999999999999964,75.30000000000001,4.429411764705883,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+10),W (+10)
47.0,46.0,2023-01-22,23-278,OKC,DEN,1,29.866666666666667,3.0,13.0,.231,1.0,6.0,.167,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,7.0,-1.8,+1,7.0,2.0,0.2857142857142857,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-3.0,63.0,3.7058823529411766,-1.8000000000000012,69.20000000000002,4.070588235294118,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+20),W (+20)
48.0,47.0,2023-01-25,23-281,OKC,ATL,1,27.666666666666668,4.0,10.0,.400,3.0,6.0,.500,1,2.0,.500,3.0,0.0,3.0,4.0,2.0,0.0,2.0,3.0,12.0,9.9,-4,4.0,1.0,0.25,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,90.0,5.294117647058823,9.5,103.7,6.1000000000000005,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-5),L (-5)
49.0,,2023-01-27,23-283,OKC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,74.0,4.352941176470588,0.0,87.19999999999999,5.129411764705882,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+2),W (+2)
50.0,,2023-01-30,23-286,OKC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,59.0,3.4705882352941178,0.0,75.89999999999999,4.46470588235294,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-5),L (-5)
51.0,,2023-02-01,23-288,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,61.0,3.588235294117647,0.0,70.19999999999999,4.129411764705882,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+12),W (+12)
52.0,,2023-02-04,23-291,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,104.0,6.117647058823529,0.0,123.8,7.2823529411764705,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-8),L (-8)
