Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,48.0,2023-02-06,20-119,OKC,GSW,1.0,28.78333333333333,6.0,12.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,8.0,1.0,1.0,4.0,1.0,15.0,14.0,-20.0,11.0,6.0,0.5454545454545454,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,12.0,50.0,2.9411764705882355,12.8,75.5,4.441176470588236,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-6),L (-6)
54.0,49.0,2023-02-07,20-120,OKC,LAL,1.0,34.916666666666664,10.0,19.0,0.526,0.0,3.0,0.0,0.0,0.0,,1.0,4.0,5.0,6.0,0.0,0.0,4.0,2.0,20.0,12.0,-1.0,16.0,10.0,0.625,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,85.0,5.0,11.999999999999996,94.60000000000002,5.564705882352943,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+32),W (+32)
55.0,50.0,2023-02-10,20-123,OKC,POR,1.0,28.15,7.0,15.0,0.467,2.0,3.0,0.667,3.0,3.0,1.0,3.0,3.0,6.0,7.0,0.0,0.0,0.0,4.0,19.0,17.6,-15.0,12.0,5.0,0.4166666666666667,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,14.0,67.0,3.941176470588236,16.399999999999995,93.1,5.476470588235294,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-27),L (-27)
56.0,51.0,2023-02-13,20-126,OKC,NOP,1.0,32.516666666666666,8.0,16.0,0.5,0.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,7.0,4.0,1.0,0.0,4.0,2.0,17.0,10.5,-8.0,14.0,8.0,0.5714285714285714,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,41.0,2.411764705882353,10.1,53.6,3.152941176470588,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+3),W (+3)
57.0,52.0,2023-02-15,20-128,OKC,HOU,1.0,24.5,5.0,10.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,13.0,12.0,25.0,9.0,5.0,0.5555555555555556,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,57.0,3.3529411764705883,10.799999999999995,74.99999999999999,4.411764705882352,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+9),W (+9)
58.0,53.0,2023-02-23,20-136,OKC,UTA,1.0,38.11666666666667,8.0,23.0,0.348,0.0,5.0,0.0,2.0,3.0,0.667,6.0,5.0,11.0,3.0,2.0,0.0,3.0,3.0,18.0,10.3,0.0,18.0,8.0,0.4444444444444444,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,5.0,52.0,3.0588235294117645,9.500000000000004,69.29999999999998,4.076470588235293,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-3),L (-3)
59.0,54.0,2023-02-24,20-137,OKC,PHO,1.0,24.48333333333333,3.0,14.0,0.214,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,7.0,2.7,-6.0,13.0,3.0,0.2307692307692307,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,0.0,62.0,3.647058823529412,2.3000000000000003,74.10000000000001,4.358823529411765,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+37),W (+37)
60.0,55.0,2023-02-26,20-139,OKC,SAC,1.0,32.05,8.0,10.0,0.8,1.0,1.0,1.0,1.0,2.0,0.5,1.0,6.0,7.0,5.0,1.0,0.0,4.0,0.0,18.0,16.8,-4.0,9.0,7.0,0.7777777777777778,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,15.0,57.0,3.3529411764705883,16.4,75.0,4.411764705882353,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-1),L (-1)
61.0,56.0,2023-02-28,20-141,OKC,SAC,1.0,19.45,4.0,10.0,0.4,0.0,0.0,,0.0,2.0,0.0,3.0,3.0,6.0,5.0,0.0,1.0,1.0,3.0,8.0,6.8,-32.0,10.0,4.0,0.4,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,7.0,46.0,2.7058823529411766,6.8,61.00000000000001,3.588235294117648,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-9),L (-9)
62.0,57.0,2023-03-01,20-142,OKC,LAL,1.0,34.11666666666667,10.0,17.0,0.588,1.0,4.0,0.25,1.0,3.0,0.333,2.0,7.0,9.0,11.0,0.0,0.0,4.0,1.0,22.0,20.1,-17.0,13.0,9.0,0.6923076923076923,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,18.0,57.0,3.3529411764705883,19.700000000000006,66.8,3.929411764705882,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-9),L (-9)
63.0,58.0,2023-03-03,20-144,OKC,UTA,1.0,32.13333333333333,8.0,17.0,0.471,0.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,6.0,13.0,1.0,1.0,1.0,2.0,18.0,21.3,9.0,14.0,8.0,0.5714285714285714,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,19.0,65.0,3.823529411764706,20.5,82.10000000000001,4.829411764705883,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,,
64.0,59.0,2023-03-05,20-146,OKC,UTA,1.0,32.2,10.0,16.0,0.625,4.0,6.0,0.667,0.0,0.0,,2.0,7.0,9.0,9.0,2.0,0.0,3.0,1.0,24.0,25.2,2.0,10.0,6.0,0.6,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,25.0,59.0,3.4705882352941178,25.2,82.9,4.876470588235295,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-6),L (-6)
65.0,60.0,2023-03-07,20-148,OKC,GSW,1.0,37.95,6.0,11.0,0.545,1.0,4.0,0.25,4.0,4.0,1.0,2.0,9.0,11.0,17.0,0.0,0.0,3.0,2.0,17.0,23.9,15.0,7.0,5.0,0.7142857142857143,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,27.0,54.0,3.176470588235294,22.29999999999999,81.3,4.782352941176471,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-6),L (-6)
66.0,61.0,2023-03-08,20-149,OKC,PHO,1.0,21.6,3.0,12.0,0.25,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,7.0,5.0,2.0,0.0,3.0,2.0,10.0,7.8,-12.0,11.0,2.0,0.1818181818181818,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,6.0,35.0,2.0588235294117645,6.600000000000001,50.0,2.9411764705882355,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+27),W (+27)
67.0,62.0,2023-03-11,20-152,OKC,NOP,1.0,32.75,8.0,12.0,0.667,1.0,1.0,1.0,2.0,4.0,0.5,1.0,6.0,7.0,4.0,0.0,0.0,3.0,1.0,19.0,14.9,3.0,11.0,7.0,0.6363636363636364,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,11.0,44.0,2.588235294117647,14.1,65.00000000000001,3.8235294117647065,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+10),W (+10)
68.0,63.0,2023-03-12,20-153,OKC,SAS,1.0,31.73333333333333,6.0,16.0,0.375,1.0,2.0,0.5,2.0,2.0,1.0,1.0,10.0,11.0,5.0,1.0,0.0,1.0,0.0,15.0,13.4,3.0,14.0,5.0,0.3571428571428571,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,13.0,58.0,3.411764705882353,12.599999999999998,66.59999999999998,3.917647058823528,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+9),W (+9)
69.0,64.0,2023-03-14,20-155,OKC,BRK,1.0,36.55,7.0,19.0,0.368,1.0,3.0,0.333,0.0,1.0,0.0,4.0,9.0,13.0,10.0,2.0,0.0,1.0,3.0,15.0,16.4,14.0,16.0,6.0,0.375,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,19.0,57.0,3.3529411764705883,16.400000000000002,74.3,4.370588235294117,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-31),L (-31)
70.0,65.0,2023-03-16,20-157,OKC,TOR,1.0,27.216666666666665,6.0,11.0,0.545,1.0,2.0,0.5,0.0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,3.0,2.0,13.0,8.5,-19.0,9.0,5.0,0.5555555555555556,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,46.0,2.7058823529411766,8.5,63.400000000000006,3.729411764705883,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+14),W (+14)
71.0,66.0,2023-03-19,20-160,OKC,PHO,1.0,32.733333333333334,7.0,13.0,0.538,1.0,2.0,0.5,1.0,2.0,0.5,2.0,4.0,6.0,6.0,0.0,0.0,4.0,0.0,16.0,12.1,3.0,11.0,6.0,0.5454545454545454,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,9.0,62.0,3.647058823529412,11.7,78.59999999999998,4.6235294117647046,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+12),W (+12)
72.0,67.0,2023-03-21,20-162,OKC,LAC,1.0,31.1,5.0,12.0,0.417,0.0,3.0,0.0,3.0,3.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,2.0,0.0,13.0,10.6,-1.0,9.0,5.0,0.5555555555555556,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,39.0,2.294117647058824,9.400000000000002,48.7,2.864705882352941,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+14),W (+14)
73.0,68.0,2023-03-23,20-164,OKC,LAC,1.0,26.316666666666663,8.0,15.0,0.533,2.0,5.0,0.4,0.0,0.0,,3.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,18.0,13.2,-15.0,10.0,6.0,0.6,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,44.0,2.588235294117647,13.199999999999998,54.4,3.2,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-17),L (-17)
74.0,69.0,2023-03-24,20-165,OKC,LAL,1.0,38.61666666666667,12.0,24.0,0.5,2.0,6.0,0.333,1.0,1.0,1.0,4.0,13.0,17.0,7.0,1.0,1.0,2.0,3.0,27.0,25.1,14.0,18.0,10.0,0.5555555555555556,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,26.0,42.0,2.4705882352941178,24.700000000000006,57.30000000000001,3.370588235294118,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+4),W (+4)
75.0,70.0,2023-03-26,20-167,OKC,POR,1.0,35.06666666666667,7.0,12.0,0.583,3.0,5.0,0.6,0.0,1.0,0.0,1.0,10.0,11.0,6.0,1.0,2.0,2.0,0.0,17.0,19.3,-3.0,7.0,4.0,0.5714285714285714,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,22.0,43.0,2.5294117647058822,19.3,67.8,3.988235294117647,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+1),W (+1)
76.0,71.0,2023-03-28,20-169,OKC,CHO,1.0,34.28333333333333,14.0,22.0,0.636,1.0,3.0,0.333,2.0,4.0,0.5,0.0,10.0,10.0,9.0,0.0,1.0,5.0,0.0,31.0,25.4,0.0,19.0,13.0,0.6842105263157895,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,20.0,57.0,3.3529411764705883,24.6,75.10000000000001,4.41764705882353,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-22),L (-22)
77.0,72.0,2023-03-29,20-170,OKC,DET,1.0,34.483333333333334,6.0,19.0,0.316,0.0,1.0,0.0,6.0,7.0,0.857,1.0,4.0,5.0,7.0,1.0,0.0,0.0,1.0,18.0,14.1,11.0,18.0,6.0,0.3333333333333333,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,5.0,49.0,2.8823529411764706,11.699999999999996,62.7,3.6882352941176473,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-5),L (-5)
78.0,73.0,2023-03-31,20-172,OKC,IND,1.0,32.93333333333333,9.0,19.0,0.474,1.0,4.0,0.25,2.0,4.0,0.5,3.0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,21.0,15.6,,15.0,8.0,0.5333333333333333,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,8.0,56.0,3.294117647058824,14.800000000000006,68.9,4.052941176470589,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+6),W (+6)
