Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,,2022-12-14,25-139,OKC,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,60.0,3.5294117647058822,0.0,70.4,4.141176470588236,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-7),L (-7)
29.0,6.0,2022-12-16,25-141,OKC,MIN,0,11.3,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.6,+6,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,4.0,43.0,2.5294117647058822,3.6000000000000005,52.09999999999998,3.06470588235294,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-2),L (-2)
30.0,7.0,2022-12-17,25-142,OKC,MEM,0,17.566666666666666,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,2.5,+9,1.0,0.0,0.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,66.0,3.882352941176471,2.5,73.30000000000001,4.311764705882354,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-2),L (-2)
31.0,8.0,2022-12-19,25-144,OKC,POR,0,10.866666666666667,0.0,3.0,.000,0.0,3.0,.000,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.5,+14,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,-1.0,45.0,2.647058823529412,-0.8999999999999997,72.6,4.270588235294118,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+6),W (+6)
32.0,9.0,2022-12-21,25-146,OKC,POR,0,6.766666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.1,+4,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,4.0,48.0,2.823529411764706,4.1,63.3,3.7235294117647055,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+2),W (+2)
33.0,10.0,2022-12-23,25-148,OKC,NOP,0,9.016666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7,+11,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,0.0,64.0,3.764705882352941,-0.7,79.90000000000002,4.700000000000001,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+3),W (+3)
34.0,,2022-12-27,25-152,OKC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,78.0,4.588235294117647,0.0,89.6,5.270588235294118,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-3),L (-3)
35.0,,2022-12-29,25-154,OKC,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,50.0,2.9411764705882355,0.0,69.99999999999999,4.117647058823529,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+16),W (+16)
36.0,11.0,2022-12-31,25-156,OKC,PHI,0,5.116666666666666,1.0,4.0,.250,1.0,4.0,.250,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.9,+5,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,1.0,47.0,2.764705882352941,2.500000000000001,54.39999999999999,3.2,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-8),L (-8)
37.0,,2023-01-03,25-159,OKC,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,112.0,6.588235294117647,0.0,134.6,7.917647058823529,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-19),L (-19)
38.0,12.0,2023-01-04,25-160,OKC,ORL,0,12.433333333333334,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,6.0,6.7,+10,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,7.0,38.0,2.235294117647059,6.699999999999999,60.00000000000001,3.5294117647058827,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+33),W (+33)
39.0,13.0,2023-01-06,25-162,OKC,WAS,0,1.6166666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+1,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,2.0,87.0,5.117647058823529,2.7,96.59999999999998,5.682352941176469,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-11),L (-11)
40.0,14.0,2023-01-08,25-164,OKC,DAL,0,20.98333333333333,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,8.0,9.7,+15,2.0,1.0,0.5,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,10.0,68.0,4.0,9.7,77.9,4.582352941176471,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+17),W (+17)
41.0,15.0,2023-01-10,25-166,OKC,MIA,0,12.583333333333334,2.0,6.0,.333,2.0,6.0,.333,3,4.0,.750,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,9.0,4.9,-1,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,55.0,3.235294117647059,3.700000000000002,65.89999999999998,3.876470588235293,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+11),W (+11)
42.0,16.0,2023-01-12,25-168,OKC,PHI,0,4.716666666666667,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.7,-1,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,2.0,105.0,6.176470588235294,2.7,121.3,7.135294117647058,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,,
43.0,17.0,2023-01-13,25-169,OKC,CHI,0,14.766666666666667,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,6.0,5.9,-12,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,7.0,79.0,4.647058823529412,5.900000000000001,91.2,5.364705882352942,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-1),L (-1)
44.0,18.0,2023-01-15,25-171,OKC,BRK,0,9.616666666666667,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,3.6,+4,1.0,1.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,63.0,3.7058823529411766,3.6,78.19999999999999,4.6,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+19),W (+19)
45.0,,2023-01-18,25-174,OKC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,112.0,6.588235294117647,0.0,119.8,7.047058823529412,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+14),W (+14)
46.0,19.0,2023-01-20,25-176,OKC,SAC,0,7.383333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.5,-8,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,-1.0,68.0,4.0,-1.5,84.80000000000001,4.988235294117648,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+10),W (+10)
47.0,,2023-01-22,25-178,OKC,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,60.0,3.5294117647058822,0.0,67.4,3.964705882352941,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+20),W (+20)
48.0,,2023-01-25,25-181,OKC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,97.0,5.705882352941177,0.0,113.2,6.658823529411765,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-5),L (-5)
49.0,,2023-01-27,25-183,OKC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,74.0,4.352941176470588,0.0,87.19999999999999,5.129411764705882,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+2),W (+2)
50.0,,2023-01-30,25-186,OKC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,59.0,3.4705882352941178,0.0,75.89999999999999,4.46470588235294,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-5),L (-5)
51.0,,2023-02-01,25-188,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,61.0,3.588235294117647,0.0,70.19999999999999,4.129411764705882,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+12),W (+12)
52.0,,2023-02-04,25-191,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,104.0,6.117647058823529,0.0,123.8,7.2823529411764705,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-8),L (-8)
53.0,20.0,2023-02-06,25-193,OKC,GSW,0,15.383333333333333,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,6.2,-6,1.0,1.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,6.0,56.0,3.294117647058824,6.199999999999998,82.10000000000001,4.829411764705883,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-6),L (-6)
54.0,,2023-02-07,25-194,OKC,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,93.0,5.470588235294118,0.0,106.60000000000002,6.270588235294119,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+32),W (+32)
55.0,21.0,2023-02-10,25-197,OKC,POR,0,3.35,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-3,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,-2.0,83.0,4.882352941176471,-1.4,110.89999999999998,6.523529411764705,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-27),L (-27)
