Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022-11-09,20-318,OKC,MIL,1,39.083333333333336,6.0,11.0,.545,4.0,7.0,.571,1,2.0,.500,4.0,6.0,10.0,2.0,2.0,2.0,2.0,1.0,17.0,18.3,-11,4.0,2.0,0.5,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,18.0,69.0,4.0588235294117645,17.9,82.2,4.835294117647059,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-4),L (-4)
12.0,10.0,2022-11-11,20-320,OKC,TOR,1,22.616666666666667,6.0,10.0,.600,1.0,2.0,.500,1,1.0,1.000,2.0,3.0,5.0,0.0,0.0,4.0,3.0,2.0,14.0,10.7,+10,8.0,5.0,0.625,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,9.0,72.0,4.235294117647059,10.299999999999995,79.10000000000001,4.652941176470589,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+19),W (+19)
13.0,11.0,2022-11-13,20-322,OKC,NYK,1,18.216666666666665,5.0,8.0,.625,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,12.0,10.4,+11,4.0,3.0,0.75,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,9.0,85.0,5.0,10.4,98.4,5.788235294117648,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+10),W (+10)
14.0,12.0,2022-11-14,20-323,OKC,BOS,1,37.083333333333336,7.0,12.0,.583,2.0,4.0,.500,0,0.0,,2.0,12.0,14.0,3.0,1.0,3.0,2.0,4.0,16.0,17.0,+5,8.0,5.0,0.625,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,23.0,44.0,2.588235294117647,17.0,61.6,3.623529411764706,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-4),L (-4)
15.0,13.0,2022-11-16,20-325,OKC,WAS,1,13.983333333333333,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,8.0,7.7,-21,1.0,1.0,1.0,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,8.0,67.0,3.941176470588236,7.699999999999999,83.69999999999999,4.923529411764705,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+1),W (+1)
16.0,14.0,2022-11-18,20-327,OKC,MEM,1,14.183333333333334,4.0,4.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,10.0,11.5,-6,2.0,2.0,1.0,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,11.0,70.0,4.117647058823529,11.499999999999998,71.89999999999999,4.2294117647058815,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-11),L (-11)
17.0,,2022-11-21,20-330,OKC,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,55.0,3.235294117647059,0.0,75.4,4.435294117647059,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-10),L (-10)
18.0,15.0,2022-11-23,20-332,OKC,DEN,1,29.116666666666667,5.0,8.0,.625,2.0,4.0,.500,1,2.0,.500,0.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,13.0,11.9,-4,4.0,3.0,0.75,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,10.0,58.0,3.411764705882353,11.5,77.2,4.541176470588235,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-5),L (-5)
19.0,16.0,2022-11-25,20-334,OKC,CHI,1,31.7,6.0,13.0,.462,1.0,3.0,.333,2,2.0,1.000,2.0,4.0,6.0,2.0,1.0,1.0,1.0,3.0,15.0,11.8,-13,10.0,5.0,0.5,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,9.0,50.0,2.9411764705882355,10.999999999999991,62.00000000000001,3.647058823529412,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+4),W (+4)
20.0,17.0,2022-11-26,20-335,OKC,HOU,1,8.55,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,-17,1.0,0.0,0.0,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,1.0,53.0,3.117647058823529,-0.5000000000000001,69.70000000000002,4.100000000000001,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-13),L (-13)
21.0,18.0,2022-11-28,20-337,OKC,NOP,1,27.0,4.0,10.0,.400,3.0,5.0,.600,0,0.0,,3.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,11.0,8.6,-6,5.0,1.0,0.2,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,7.0,38.0,2.235294117647059,8.599999999999998,51.19999999999998,3.011764705882352,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,,
22.0,19.0,2022-11-30,20-339,OKC,SAS,1,17.733333333333334,2.0,9.0,.222,0.0,2.0,.000,1,2.0,.500,5.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,5.0,2.6,-14,7.0,2.0,0.2857142857142857,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,1.0,73.0,4.294117647058823,2.2,84.7,4.982352941176471,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,L (-4),L (-4)
23.0,20.0,2022-12-03,20-342,OKC,MIN,1,20.266666666666666,5.0,10.0,.500,0.0,3.0,.000,2,2.0,1.000,3.0,5.0,8.0,1.0,0.0,0.0,2.0,2.0,12.0,8.5,-4,7.0,5.0,0.7142857142857143,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,7.0,72.0,4.235294117647059,7.699999999999999,99.8,5.870588235294117,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+8),W (+8)
24.0,21.0,2022-12-05,20-344,OKC,ATL,0,13.066666666666666,1.0,6.0,.167,0.0,4.0,.000,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,-0.5,-10,2.0,1.0,0.5,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,0.0,68.0,4.0,-0.5000000000000002,81.89999999999999,4.817647058823529,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+7),W (+7)
25.0,22.0,2022-12-07,20-346,OKC,MEM,1,21.33333333333333,4.0,7.0,.571,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,10.0,8.0,-12,3.0,2.0,0.6666666666666666,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,8.0,35.0,2.0588235294117645,8.0,45.400000000000006,2.670588235294118,13.4,1.0,0.0,-1.0,1.0,0.0286515104328869,0.522,0.418,0.141,0.3,0.0,W (+7),W (+7)
