Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,33-328,LAC,CLE,0,15.233333333333333,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,3.0,1.5,+6,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,80.0,4.2105263157894735,1.4999999999999996,110.1,5.794736842105263,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+2),W (+2)
12.0,12.0,2022-11-09,33-330,LAC,LAL,0,15.65,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,3.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,2.0,3.2,+1,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,5.0,79.0,4.157894736842105,2.4000000000000004,89.80000000000001,4.726315789473685,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+13),W (+13)
13.0,13.0,2022-11-12,33-333,LAC,BRK,0,17.6,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,1.0,5.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.8,0,2.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,65.0,3.421052631578948,0.8000000000000007,71.79999999999998,3.778947368421052,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,L (-15),L (-15)
14.0,14.0,2022-11-14,33-335,LAC,HOU,0,19.383333333333333,4.0,7.0,.571,2.0,5.0,.400,0,2.0,.000,1.0,5.0,6.0,0.0,1.0,1.0,1.0,3.0,10.0,7.6,+10,2.0,2.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,8.0,71.0,3.736842105263158,7.599999999999998,82.79999999999998,4.357894736842105,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+16),W (+16)
15.0,15.0,2022-11-15,33-336,LAC,DAL,0,26.433333333333334,7.0,7.0,1.000,7.0,7.0,1.000,1,2.0,.500,1.0,4.0,5.0,0.0,1.0,0.0,2.0,3.0,22.0,19.2,-10,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,17.0,68.0,3.5789473684210527,18.8,73.8,3.884210526315789,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,L (-2),L (-2)
16.0,16.0,2022-11-17,33-338,LAC,DET,0,13.916666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-10,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,68.0,3.5789473684210527,0.1999999999999999,95.1,5.005263157894737,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+5),W (+5)
17.0,17.0,2022-11-19,33-340,LAC,SAS,0,15.95,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.8,+17,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,57.0,3.0,0.7999999999999996,72.5,3.8157894736842106,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+22),W (+22)
18.0,18.0,2022-11-21,33-342,LAC,UTA,0,25.08333333333333,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,4.0,3.0,0.0,1.0,2.0,7.0,10.2,+17,2.0,2.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,13.0,48.0,2.526315789473684,10.2,60.99999999999999,3.210526315789473,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+7),W (+7)
19.0,19.0,2022-11-23,33-344,LAC,GSW,0,10.816666666666666,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2,-16,2.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,-1.0,80.0,4.2105263157894735,-1.1999999999999995,95.7,5.036842105263158,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,L (-17),L (-17)
20.0,20.0,2022-11-25,33-346,LAC,DEN,0,24.183333333333334,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,-0.2,+14,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,51.0,2.6842105263157894,-0.1999999999999999,62.79999999999998,3.305263157894736,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,L (-10),L (-10)
21.0,21.0,2022-11-27,33-348,LAC,IND,0,23.916666666666668,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,1.0,7.0,8.0,2.0,1.0,1.0,2.0,1.0,4.0,4.8,+11,2.0,2.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,9.0,83.0,4.368421052631579,4.799999999999999,82.59999999999998,4.34736842105263,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,,
22.0,22.0,2022-11-29,33-350,LAC,POR,0,24.85,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,3.0,0.0,2.0,0.0,2.0,3.0,5.5,+22,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,10.0,78.0,4.105263157894737,5.500000000000001,100.3,5.278947368421052,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+14),W (+14)
23.0,23.0,2022-11-30,33-351,LAC,UTA,0,21.616666666666667,2.0,4.0,.500,2.0,3.0,.667,2,3.0,.667,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,8.0,6.8,+5,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,5.0,49.0,2.5789473684210527,5.999999999999998,63.09999999999999,3.321052631578947,11.0,3.6,0.5,-0.8,1.2,0.0513205926562164,0.594,0.832,0.126,1.0,1.7,W (+6),W (+6)
