Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-27,23-109,LAC,,IND,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,92.0,5.111111111111111,0.0,71.49999999999999,3.9722222222222214
22,22,2,2022-11-29,23-111,LAC,@,POR,W (+6),0,6:06,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,-9,0.0,0.0,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,3.0,85.0,4.722222222222222,3.0,95.4,5.300000000000001
23,23,3,2022-11-30,23-112,LAC,@,UTA,L (-13),0,3:29,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4,+1,2.0,1.0,0.5,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,2.0,52.0,2.888888888888889,2.4,59.4,3.3
24,24,4,2022-12-03,23-115,LAC,,SAC,L (-27),0,14:40,4.0,9.0,.444,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,9.0,4.6,-2,4.0,3.0,0.75,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,3.0,80.0,4.444444444444445,4.599999999999999,75.89999999999999,4.216666666666666
25,25,,2022-12-05,23-117,LAC,@,CHO,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,97.0,5.388888888888889,0.0,94.5,5.25
26,26,,2022-12-07,23-119,LAC,@,ORL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,92.0,5.111111111111111,0.0,90.1,5.0055555555555555
27,27,,2022-12-08,23-120,LAC,@,MIA,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,95.0,5.277777777777778,0.0,84.1,4.672222222222222
28,28,,2022-12-10,23-122,LAC,@,WAS,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,96.0,5.333333333333333,0.0,89.69999999999999,4.9833333333333325
29,29,,2022-12-12,23-124,LAC,,BOS,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,79.0,4.388888888888889,0.0,78.2,4.344444444444445
30,30,,2022-12-14,23-126,LAC,,MIN,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,53.0,2.9444444444444446,0.0,61.6,3.4222222222222225
31,31,5,2022-12-15,23-127,LAC,,PHO,L (-16),0,16:26,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,-2.2,-7,2.0,0.0,0.0,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,0.0,59.0,3.2777777777777777,-2.2,72.7,4.038888888888889
32,32,,2022-12-17,23-129,LAC,,WAS,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,59.0,3.2777777777777777,0.0,59.9,3.3277777777777775
33,33,,2022-12-21,23-133,LAC,,CHO,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,98.0,5.444444444444445,0.0,94.39999999999998,5.244444444444444
34,34,,2022-12-23,23-135,LAC,@,PHI,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,118.0,6.555555555555555,0.0,113.9,6.327777777777778
35,35,,2022-12-26,23-138,LAC,@,DET,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,87.0,4.833333333333333,0.0,91.5,5.083333333333333
36,36,,2022-12-27,23-139,LAC,@,TOR,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,110.0,6.111111111111111,0.0,115.0,6.388888888888889
37,37,,2022-12-29,23-141,LAC,@,BOS,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,98.0,5.444444444444445,0.0,116.70000000000002,6.483333333333334
38,38,,2022-12-31,23-143,LAC,@,IND,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,99.0,5.5,0.0,115.39999999999998,6.41111111111111
39,39,,2023-01-02,23-145,LAC,,MIA,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,82.0,4.555555555555555,0.0,68.89999999999999,3.8277777777777775
40,40,6,2023-01-05,23-148,LAC,@,DEN,L (-31),0,15:21,2.0,4.0,.500,2.0,2.0,1.000,0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,6.0,7.9,+4,2.0,0.0,0.0,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,10.0,78.0,4.333333333333333,7.9,80.39999999999999,4.466666666666666
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,7,2023-01-06,23-149,LAC,@,MIN,L (-13),0,5:14,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.7,+4,0.0,0.0,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,3.0,72.0,4.0,1.6999999999999995,95.8,5.322222222222222
43,42,,2023-01-08,23-151,LAC,,ATL,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,86.0,4.777777777777778,0.0,100.1,5.561111111111111
44,43,,2023-01-10,23-153,LAC,,DAL,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,123.0,6.833333333333333,0.0,120.8,6.711111111111111
45,44,,2023-01-13,23-156,LAC,,DEN,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,73.0,4.055555555555555,0.0,81.19999999999999,4.51111111111111
46,45,8,2023-01-15,23-158,LAC,,HOU,W (+21),0,2:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,0.0,103.0,5.722222222222222,0.0,119.7,6.65
47,46,9,2023-01-17,23-160,LAC,,PHI,L (-10),0,3:16,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.7,+7,1.0,1.0,1.0,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,3.0,74.0,4.111111111111111,2.7,88.70000000000002,4.927777777777779
48,47,10,2023-01-18,23-161,LAC,@,UTA,L (-23),0,4:39,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,-6,2.0,1.0,0.5,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,2.0,83.0,4.611111111111111,0.5,95.4,5.300000000000001
