Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,26-020,LAC,CLE,1.0,30.35,6.0,9.0,0.667,1.0,2.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,5.0,2.0,0.0,1.0,1.0,16.0,17.0,20.0,7.0,5.0,0.7142857142857143,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,13.0,71.0,3.736842105263158,15.799999999999995,95.8,5.042105263157895,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+2),W (+2)
12.0,12.0,2022-11-09,26-022,LAC,LAL,0.0,21.48333333333333,3.0,7.0,0.429,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,7.0,6.1,16.0,5.0,2.0,0.4,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,77.0,4.052631578947368,6.1,86.10000000000001,4.531578947368422,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+13),W (+13)
13.0,13.0,2022-11-12,26-025,LAC,BRK,0.0,19.15,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.5,5.0,2.0,1.0,0.5,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,3.0,66.0,3.473684210526316,1.4999999999999996,71.09999999999998,3.7421052631578937,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-15),L (-15)
14.0,14.0,2022-11-14,26-027,LAC,HOU,0.0,24.166666666666668,4.0,7.0,0.571,0.0,2.0,0.0,6.0,7.0,0.857,0.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,14.0,12.5,6.0,5.0,4.0,0.8,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,72.0,3.789473684210526,10.1,80.29999999999998,4.226315789473683,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+16),W (+16)
15.0,15.0,2022-11-15,26-028,LAC,DAL,0.0,14.5,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.5,1.0,1.0,1.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,5.0,80.0,4.2105263157894735,2.5,90.1,4.742105263157894,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-2),L (-2)
16.0,16.0,2022-11-17,26-030,LAC,DET,0.0,14.65,2.0,4.0,0.5,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,3.2,-12.0,2.0,2.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,2.0,68.0,3.5789473684210527,2.8,92.5,4.868421052631579,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+5),W (+5)
17.0,17.0,2022-11-19,26-032,LAC,SAS,0.0,28.416666666666668,3.0,4.0,0.75,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,10.0,6.0,0.0,2.0,1.0,0.5,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,4.0,55.0,2.894736842105264,5.199999999999999,68.1,3.5842105263157893,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+22),W (+22)
18.0,18.0,2022-11-21,26-034,LAC,UTA,1.0,20.666666666666668,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,6.0,3.8,-8.0,4.0,3.0,0.75,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,4.0,57.0,3.0,3.8,67.4,3.547368421052632,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+7),W (+7)
19.0,19.0,2022-11-23,26-036,LAC,GSW,1.0,33.03333333333333,7.0,11.0,0.636,3.0,3.0,1.0,0.0,0.0,,2.0,3.0,5.0,2.0,1.0,0.0,2.0,1.0,17.0,14.4,-3.0,8.0,4.0,0.5,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,12.0,67.0,3.526315789473684,14.4,80.1,4.21578947368421,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-17),L (-17)
20.0,20.0,2022-11-25,26-038,LAC,DEN,1.0,30.28333333333333,7.0,11.0,0.636,1.0,3.0,0.333,1.0,1.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,3.0,16.0,13.6,0.0,8.0,6.0,0.75,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,12.0,41.0,2.1578947368421053,13.2,49.39999999999999,2.6,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-10),L (-10)
21.0,21.0,2022-11-27,26-040,LAC,IND,1.0,38.05,5.0,13.0,0.385,0.0,3.0,0.0,4.0,4.0,1.0,2.0,5.0,7.0,5.0,0.0,0.0,2.0,3.0,14.0,10.1,17.0,10.0,5.0,0.5,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,85.0,4.473684210526316,8.5,78.89999999999999,4.152631578947368,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,,
22.0,22.0,2022-11-29,26-042,LAC,POR,1.0,25.966666666666665,3.0,8.0,0.375,2.0,4.0,0.5,3.0,4.0,0.75,2.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,11.0,9.5,-9.0,4.0,1.0,0.25,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,81.0,4.2631578947368425,8.3,97.5,5.131578947368421,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+14),W (+14)
23.0,23.0,2022-11-30,26-043,LAC,UTA,1.0,26.933333333333334,2.0,5.0,0.4,1.0,2.0,0.5,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,5.0,3.7,-23.0,3.0,1.0,0.3333333333333333,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,2.0,52.0,2.736842105263158,3.6999999999999993,65.39999999999998,3.442105263157893,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+6),W (+6)
24.0,24.0,2022-12-03,26-046,LAC,SAC,1.0,26.73333333333333,6.0,13.0,0.462,0.0,2.0,0.0,1.0,2.0,0.5,3.0,3.0,6.0,3.0,1.0,0.0,0.0,2.0,13.0,11.2,-17.0,11.0,6.0,0.5454545454545454,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,8.0,75.0,3.947368421052632,10.8,77.7,4.089473684210526,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-13),L (-13)
