Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-20,26-002,LAC,LAL,0.0,5.583333333333333,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,1.0,83.0,4.368421052631579,0.3,81.69999999999999,4.3,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+6),W (+6)
2.0,2.0,2022-10-22,26-004,LAC,SAC,0.0,14.866666666666667,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,4.2,0.0,3.0,2.0,0.6666666666666666,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,3.0,75.0,3.947368421052632,3.8000000000000007,82.1,4.321052631578947,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+2),W (+2)
3.0,3.0,2022-10-23,26-005,LAC,PHO,0.0,9.366666666666667,4.0,5.0,0.8,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,7.3,-8.0,3.0,3.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,6.0,44.0,2.3157894736842106,7.3,53.4,2.810526315789473,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-17),L (-17)
4.0,4.0,2022-10-25,26-007,LAC,OKC,1.0,25.75,3.0,5.0,0.6,1.0,1.0,1.0,2.0,4.0,0.5,1.0,8.0,9.0,0.0,1.0,1.0,4.0,1.0,9.0,6.3,-14.0,4.0,2.0,0.5,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,66.0,3.473684210526316,5.499999999999998,65.69999999999999,3.4578947368421047,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-14),L (-14)
5.0,5.0,2022-10-27,26-009,LAC,OKC,1.0,20.866666666666667,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,6.0,1.5,8.0,3.0,3.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,1.0,52.0,2.736842105263158,1.5,60.5,3.1842105263157894,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-8),L (-8)
6.0,6.0,2022-10-30,26-012,LAC,NOP,1.0,21.83333333333333,3.0,5.0,0.6,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,-9.0,3.0,3.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,76.0,4.0,7.0,86.8,4.568421052631579,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-21),L (-21)
7.0,7.0,2022-10-31,26-013,LAC,HOU,0.0,15.333333333333334,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,-10.0,4.0,2.0,0.5,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,1.0,85.0,4.473684210526316,2.0,80.89999999999999,4.257894736842105,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+2),W (+2)
8.0,8.0,2022-11-02,26-015,LAC,HOU,0.0,14.516666666666667,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,6.0,-5.0,1.0,1.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,7.0,80.0,4.2105263157894735,5.999999999999998,87.80000000000001,4.621052631578948,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+8),W (+8)
9.0,9.0,2022-11-04,26-017,LAC,SAS,0.0,3.3166666666666664,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-4.2,-4.0,0.0,0.0,,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,-4.0,107.0,5.631578947368421,-4.199999999999999,110.09999999999998,5.794736842105262,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,W (+7),W (+7)
10.0,10.0,2022-11-06,26-019,LAC,UTA,1.0,29.75,7.0,8.0,0.875,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,3.0,2.0,0.0,0.0,5.0,14.0,14.6,0.0,7.0,7.0,1.0,50,21,75,14,33,52,34,64,33,22,77,60,55,51,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,4.0,1.0,0.9545454545454546,0.986842105263158,1.0,0.9705882352941176,1.0,0.576271186440678,0.9846153846153848,0.9166666666666666,1.0,0.9871794871794872,1.0,0.9821428571428572,0.75,0.9791666666666666,0.0,23,14,22,21,56.0,69.0,46.0,79.0,73.0,0.2911392405063291,0.25,0.3188405797101449,0.0,0.2876712328767123,19,14.0,73.0,3.842105263157895,14.6,82.7,4.352631578947369,13.4,4.3,-0.2,-0.3,0.1,0.0765514279579128,0.619,0.378,0.225,0.8,2.8,L (-8),L (-8)
