Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Shared Games with Dario Šarić,Bismack Biyombo,Cameron Johnson,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,co_inf with Dario Šarić,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,25,2022/12/11,28-125,PHO,@,NOP,L (-5),0,23:45,6.0,14.0,0.429,2.0,5.0,0.4,3,3.0,1,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,17.0,8.3,-11,9.0,4.0,0.444444444,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,0.0,110.0,5.5,7.1,108.59999999999998,5.429999999999999
28,28,26,2022/12/13,28-127,PHO,@,HOU,L (-14),0,8:23,3.0,4.0,0.75,3.0,4.0,0.75,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,7.7,-2,0.0,0.0,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,6.0,75.0,3.75,7.699999999999997,75.6,3.78
29,29,,2022/12/15,28-129,PHO,@,LAC,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,130.0,6.5,0.0,117.1,5.8549999999999995
30,30,,2022/12/17,28-131,PHO,,NOP,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,78.0,3.9,0.0,110.5,5.525
31,31,,2022/12/19,28-133,PHO,,LAL,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,115.0,5.75,0.0,125.9,6.295
32,32,,2022/12/20,28-134,PHO,,WAS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,92.0,4.6,0.0,108.7,5.4350000000000005
33,33,,2022/12/23,28-137,PHO,,MEM,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,74.0,3.7,0.0,84.8,4.24
34,34,,2022/12/25,28-139,PHO,@,DEN,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,120.0,6.0,0.0,131.79999999999998,6.589999999999999
35,35,,2022/12/27,28-141,PHO,@,MEM,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,101.0,5.05,0.0,96.9,4.845000000000001
36,36,,2022/12/28,28-142,PHO,@,WAS,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,61.0,3.05,0.0,72.5,3.625
37,37,,2022/12/30,28-144,PHO,@,TOR,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,100.0,5.0,0.0,91.5,4.575
38,38,27,2023/1/2,28-147,PHO,@,NYK,L (-19),0,17:48,3.0,7.0,0.429,0.0,1.0,0,2,2.0,1,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,8.0,8.1,19,6.0,3.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,6.0,70.0,3.5,7.299999999999999,80.69999999999999,4.034999999999999
39,39,28,2023/1/4,28-149,PHO,@,CLE,L (-2),0,8:35,1.0,5.0,0.2,0.0,2.0,0,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,-2.8,-2,3.0,1.0,0.333333333,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,-3.0,83.0,4.15,-2.8000000000000003,89.6,4.4799999999999995
40,40,,2023/1/6,28-151,PHO,,MIA,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,61.0,3.05,0.0,64.9,3.245
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,0.0,0.0,0.0,0.0,0.0
42,41,,2023/1/8,28-153,PHO,,CLE,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,37.0,1.85,0.0,48.9,2.445
43,42,,2023/1/10,28-155,PHO,@,GSW,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,69.0,3.45,0.0,48.2,2.41
44,43,,2023/1/11,28-156,PHO,@,DEN,L (-29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,56.0,2.8,0.0,72.9,3.6450000000000005
45,44,,2023/1/13,28-158,PHO,@,MIN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,57.0,2.85,0.0,60.0,3.0
46,45,,2023/1/16,28-161,PHO,@,MEM,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,50.0,2.5,0.0,55.3,2.7649999999999997
47,46,,2023/1/19,28-164,PHO,,BRK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,35.0,1.75,0.0,34.29999999999999,1.7149999999999994
48,47,,2023/1/21,28-166,PHO,,IND,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,77.0,3.85,0.0,61.3,3.065
49,48,,2023/1/22,28-167,PHO,,MEM,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,41.0,2.05,0.0,42.7,2.1350000000000002
50,49,,2023/1/24,28-169,PHO,,CHO,W (+31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,59.0,2.95,0.0,54.60000000000001,2.7300000000000004
51,50,,2023/1/26,28-171,PHO,,DAL,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,53.0,2.65,0.0,43.8,2.19
52,51,,2023/1/28,28-173,PHO,@,SAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,77.0,3.85,0.0,71.79999999999998,3.589999999999999
53,52,,2023/1/30,28-175,PHO,,TOR,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,71.0,3.55,0.0,66.5,3.325
54,53,,2023/2/1,28-177,PHO,,ATL,L (-32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,43.0,2.15,0.0,43.400000000000006,2.1700000000000004
55,54,,2023/2/3,28-179,PHO,@,BOS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,68.0,3.4,0.0,68.6,3.4299999999999997
