Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,27-015,PHO,@,MIN,W (+12),0,12:00,1.0,5.0,.200,0.0,1.0,.000,2,2.0,1.000,1.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0,4.0,2.9,-2,4.0,1.0,0.25,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,4.0,83.0,4.368421052631579,2.1000000000000005,94.9,4.994736842105263
11,12,12,2022-11-11,27-017,PHO,@,ORL,L (-17),0,13:09,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,7.6,+5,3.0,3.0,1.0,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,7.0,90.0,4.7368421052631575,7.199999999999999,81.99999999999999,4.31578947368421
12,13,13,2022-11-14,27-020,PHO,@,MIA,L (-1),0,8:25,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,+6,2.0,1.0,0.5,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,2.0,81.0,4.2631578947368425,2.0,91.19999999999996,4.799999999999998
13,14,14,2022-11-16,27-022,PHO,,GSW,W (+11),0,16:29,3.0,5.0,.600,0.0,1.0,.000,1,2.0,.500,1.0,3.0,4.0,0.0,1.0,2.0,2.0,3.0,7.0,5.1,-5,4.0,3.0,0.75,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,5.0,91.0,4.789473684210527,4.699999999999999,94.9,4.994736842105263
14,15,15,2022-11-18,27-024,PHO,@,UTA,L (-1),0,11:22,3.0,4.0,.750,0.0,1.0,.000,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.4,-1,3.0,3.0,1.0,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,1.0,81.0,4.2631578947368425,3.999999999999999,100.1,5.268421052631578
15,16,,2022-11-20,27-026,PHO,,NYK,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,,112.0,5.894736842105263,0.0,111.0,5.842105263157895
16,17,,2022-11-22,27-028,PHO,,LAL,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,,80.0,4.2105263157894735,0.0,88.7,4.6684210526315795
17,18,,2022-11-25,27-031,PHO,,DET,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,,100.0,5.2631578947368425,0.0,100.4,5.28421052631579
18,19,16,2022-11-26,27-032,PHO,,UTA,W (+1),0,5:24,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.8,+7,2.0,2.0,1.0,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,4.0,105.0,5.526315789473684,4.800000000000001,109.1,5.742105263157894
19,20,17,2022-11-28,27-034,PHO,@,SAC,W (+5),0,4:17,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,-2,0.0,0.0,,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,2.0,89.0,4.684210526315789,2.2000000000000006,101.59999999999998,5.34736842105263
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,,0.0,0.0,0.0,0.0,0.0
21,21,18,2022-11-30,27-036,PHO,,CHI,W (+19),0,8:55,1.0,3.0,.333,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,4.0,0.5,-5,2.0,1.0,0.5,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,0.0,99.0,5.2105263157894735,-0.2999999999999989,117.39999999999998,6.178947368421052
22,22,19,2022-12-02,27-038,PHO,,HOU,L (-1),0,6:51,0.0,0.0,,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.6,-4,0.0,0.0,,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,4.0,104.0,5.473684210526316,1.6,121.0,6.368421052631579
23,23,20,2022-12-04,27-040,PHO,@,SAS,W (+38),0,14:09,4.0,6.0,.667,1.0,1.0,1.000,3,4.0,.750,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,0,5.0,3.0,0.6,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,7.0,98.0,5.157894736842105,10.800000000000002,100.9,5.310526315789474
24,24,21,2022-12-05,27-041,PHO,@,DAL,L (-19),0,6:12,0.0,1.0,.000,0.0,0.0,,0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,-4,1.0,0.0,0.0,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,3.0,116.0,6.105263157894737,1.6999999999999995,120.9,6.363157894736842
25,25,22,2022-12-07,27-043,PHO,,BOS,L (-27),0,14:14,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,0.9,-1,3.0,1.0,0.3333333333333333,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,2.0,71.0,3.736842105263158,0.8999999999999999,81.0,4.2631578947368425
26,26,23,2022-12-09,27-045,PHO,@,NOP,L (-11),0,11:54,4.0,5.0,.800,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,5.6,-2,3.0,3.0,1.0,48,15,40,50,64,33,54,45,25,51,62,34,47,66,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,72.0,40.0,83.0,79.0,0.7868852459016393,0.3571428571428571,0.8333333333333334,0.847457627118644,0.8648648648648649,0.5789473684210527,0.8059701492537313,0.8490566037735849,0.8064516129032258,0.85,0.0,0.8611111111111112,0.85,0.5662650602409639,0.8354430379746836,4,13,6,17,17,43.0,67.0,47.0,25.0,42.0,63.0,0.0851063829787234,0.3095238095238095,0.1395348837209302,0.0,0.68,0.2698412698412698,19,4.0,106.0,5.578947368421052,5.599999999999999,106.20000000000002,5.589473684210527
