Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,,2022-10-19,24-196,UTA,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,62.0,3.1,0.0,65.0,3.25,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+21),W (+21)
2.0,,2022-10-21,24-198,UTA,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,101.0,5.05,0.0,112.3,5.615,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+6),W (+6)
3.0,,2022-10-23,24-200,UTA,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,68.0,3.4,0.0,88.10000000000001,4.405,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+1),W (+1)
4.0,,2022-10-24,24-201,UTA,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,84.0,4.2,0.0,74.3,3.715,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,L (-6),L (-6)
5.0,,2022-10-26,24-203,UTA,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,87.0,4.35,0.0,73.39999999999998,3.669999999999999,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+8),W (+8)
6.0,1.0,2022-10-28,24-205,UTA,DEN,0,8.483333333333333,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,+9,2.0,2.0,1.0,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,6.0,69.0,3.45,5.0,63.1,3.155,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,L (-16),L (-16)
7.0,,2022-10-29,24-206,UTA,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,66.0,3.3,0.0,81.70000000000002,4.085000000000001,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+1),W (+1)
8.0,2.0,2022-10-31,24-208,UTA,MEM,0,3.283333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-1,0.0,0.0,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,0.0,62.0,3.1,-0.4,61.99999999999999,3.1,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+16),W (+16)
9.0,,2022-11-02,24-210,UTA,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,58.0,2.9,0.0,50.50000000000003,2.525000000000001,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,L (-3),L (-3)
10.0,,2022-11-04,24-212,UTA,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,3,4,3,4,2,3,2,1,3,3,3,7,1,5,5,7,3,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0416666666666666,0.0,0.0384615384615384,0.0,0.2222222222222222,0.0491803278688524,0.0588235294117647,0.0909090909090909,0.0454545454545454,0.1428571428571428,0.1428571428571428,0.037037037037037,0.044776119402985,0.0508474576271186,0.1186440677966101,0.0178571428571428,0.0961538461538461,0.0769230769230769,0.1944444444444444,0.0405405405405405,4,4,41.0,52.0,67.0,0.0975609756097561,0.0769230769230769,0.0,20,,88.0,4.4,0.0,89.49999999999999,4.475,18.6,0.2,3.5,2.4,1.2,0.0025,0.8,0.467,0.0,0.1,0.2,W (+14),W (+14)
