Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,,2023-01-18,31-274,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,55.0,2.75,0.0,64.5,3.225,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-1),L (-1)
49.0,,2023-01-20,31-276,UTA,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,39.0,1.95,0.0,51.8,2.59,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+1),W (+1)
50.0,,2023-01-23,31-279,UTA,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,52.0,2.6,0.0,55.2,2.76,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+23),W (+23)
51.0,,2023-01-25,31-281,UTA,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,58.0,2.9,0.0,62.89999999999999,3.145,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-11),L (-11)
52.0,40.0,2023-01-28,31-284,UTA,DAL,1.0,15.016666666666667,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,-0.5,4.0,2.0,0.0,0.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,0.0,52.0,2.6,-0.5000000000000002,53.1,2.655,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+18),W (+18)
53.0,41.0,2023-02-01,31-288,UTA,TOR,1.0,19.566666666666663,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,1.2,8.0,2.0,1.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,71.0,3.55,1.1999999999999995,78.50000000000001,3.9250000000000007,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-10),L (-10)
54.0,42.0,2023-02-03,31-290,UTA,ATL,1.0,29.933333333333334,2.0,9.0,0.222,1.0,3.0,0.333,1.0,1.0,1.0,4.0,6.0,10.0,4.0,0.0,0.0,2.0,4.0,6.0,4.3,1.0,6.0,1.0,0.1666666666666666,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,41.0,2.05,3.899999999999999,49.1,2.455,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+8),W (+8)
55.0,43.0,2023-02-06,31-293,UTA,DAL,1.0,28.15,4.0,8.0,0.5,0.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,4.0,11.0,10.5,-9.0,5.0,4.0,0.8,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,9.0,33.0,1.65,9.3,45.10000000000001,2.2550000000000003,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+3),W (+3)
56.0,44.0,2023-02-08,31-295,UTA,MIN,1.0,21.566666666666663,6.0,14.0,0.429,2.0,5.0,0.4,0.0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,14.0,8.5,-11.0,9.0,4.0,0.4444444444444444,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,65.0,3.25,8.499999999999998,80.19999999999999,4.01,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-7),L (-7)
57.0,45.0,2023-02-10,31-297,UTA,TOR,1.0,32.333333333333336,6.0,12.0,0.5,1.0,5.0,0.2,2.0,2.0,1.0,1.0,6.0,7.0,8.0,1.0,1.0,2.0,2.0,15.0,16.0,8.0,7.0,5.0,0.7142857142857143,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,16.0,62.0,3.1,15.2,77.4,3.87,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-13),L (-13)
58.0,46.0,2023-02-11,31-298,UTA,NYK,1.0,26.08333333333333,4.0,7.0,0.571,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,11.0,7.3,1.0,4.0,3.0,0.75,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,64.0,3.2,6.5,78.9,3.945,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-25),L (-25)
59.0,47.0,2023-02-13,31-300,UTA,IND,1.0,31.383333333333333,5.0,6.0,0.833,4.0,4.0,1.0,4.0,4.0,1.0,3.0,7.0,10.0,2.0,1.0,0.0,0.0,3.0,18.0,21.2,3.0,2.0,1.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,21.0,90.0,4.5,19.6,82.2,4.11,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+6),W (+6)
60.0,48.0,2023-02-15,31-302,UTA,MEM,1.0,37.35,9.0,16.0,0.563,3.0,7.0,0.429,7.0,7.0,1.0,2.0,12.0,14.0,6.0,0.0,0.0,6.0,4.0,28.0,22.0,15.0,9.0,6.0,0.6666666666666666,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,19.0,66.0,3.3,19.2,42.29999999999999,2.115,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-6),L (-6)
61.0,49.0,2023-02-23,31-310,UTA,OKC,1.0,31.516666666666666,3.0,7.0,0.429,2.0,3.0,0.667,4.0,4.0,1.0,1.0,6.0,7.0,3.0,2.0,1.0,4.0,2.0,12.0,10.8,13.0,4.0,1.0,0.25,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,10.0,66.0,3.3,9.199999999999998,63.8,3.19,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+6),W (+6)
62.0,50.0,2023-02-25,31-312,UTA,SAS,1.0,23.15,3.0,6.0,0.5,1.0,2.0,0.5,2.0,5.0,0.4,2.0,6.0,8.0,2.0,0.0,1.0,1.0,2.0,9.0,8.3,-1.0,4.0,2.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,66.0,3.3,7.499999999999998,67.89999999999999,3.395,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-6),L (-6)
63.0,51.0,2023-02-28,31-315,UTA,SAS,1.0,30.45,0.0,4.0,0.0,0.0,4.0,0.0,8.0,12.0,0.667,1.0,9.0,10.0,1.0,1.0,0.0,4.0,1.0,8.0,4.3,11.0,0.0,0.0,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,0.0,38.0,1.9,1.099999999999996,49.20000000000002,2.460000000000001,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,,
64.0,52.0,2023-03-03,31-318,UTA,OKC,1.0,26.5,4.0,5.0,0.8,1.0,1.0,1.0,6.0,6.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,4.0,1.0,15.0,13.8,-18.0,4.0,3.0,0.75,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,9.0,42.0,2.1,11.400000000000002,45.2,2.26,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+1),W (+1)
65.0,53.0,2023-03-05,31-320,UTA,OKC,1.0,31.383333333333333,4.0,8.0,0.5,1.0,3.0,0.333,6.0,7.0,0.857,2.0,8.0,10.0,5.0,0.0,0.0,2.0,2.0,15.0,15.1,3.0,5.0,3.0,0.6,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,13.0,60.0,3.0,12.699999999999996,71.6,3.58,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+16),W (+16)
66.0,54.0,2023-03-07,31-322,UTA,DAL,1.0,27.666666666666668,3.0,8.0,0.375,0.0,3.0,0.0,6.0,7.0,0.857,2.0,5.0,7.0,3.0,2.0,0.0,3.0,2.0,12.0,10.4,9.0,5.0,3.0,0.6,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,48.0,2.4,8.000000000000002,51.9,2.595,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-8),L (-8)
67.0,55.0,2023-03-09,31-324,UTA,ORL,1.0,29.3,4.0,7.0,0.571,1.0,3.0,0.333,1.0,1.0,1.0,1.0,4.0,5.0,7.0,0.0,1.0,2.0,2.0,10.0,11.4,12.0,4.0,3.0,0.75,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,13.0,62.0,3.1,10.999999999999998,74.20000000000003,3.7100000000000017,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-27),L (-27)
68.0,56.0,2023-03-11,31-326,UTA,CHO,1.0,30.416666666666668,7.0,9.0,0.778,2.0,3.0,0.667,1.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,2.0,2.0,17.0,13.5,17.0,6.0,5.0,0.8333333333333334,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,12.0,70.0,3.5,13.1,70.10000000000001,3.5050000000000003,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-10),L (-10)
69.0,57.0,2023-03-13,31-328,UTA,MIA,1.0,24.28333333333333,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,7.0,0.0,1.0,2.0,4.0,3.0,5.2,-3.0,0.0,0.0,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,11.0,67.0,3.35,5.199999999999999,77.5,3.875,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-4),L (-4)
70.0,58.0,2023-03-18,31-333,UTA,BOS,1.0,29.016666666666666,4.0,10.0,0.4,0.0,3.0,0.0,5.0,5.0,1.0,3.0,10.0,13.0,6.0,0.0,0.0,2.0,2.0,13.0,14.1,18.0,7.0,4.0,0.5714285714285714,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,15.0,63.0,3.15,12.099999999999998,72.2,3.61,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+7),W (+7)
71.0,59.0,2023-03-20,31-335,UTA,SAC,1.0,30.516666666666666,6.0,12.0,0.5,4.0,7.0,0.571,3.0,3.0,1.0,0.0,10.0,10.0,8.0,1.0,0.0,3.0,3.0,19.0,18.4,2.0,5.0,2.0,0.4,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,20.0,61.0,3.05,17.200000000000003,65.70000000000002,3.285000000000001,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+8),W (+8)
