Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
23.0,23.0,2022-11-28,30-174,UTA,CHI,1,36.95,3.0,15.0,.200,1.0,8.0,.125,1,2.0,.500,0.0,6.0,6.0,9.0,0.0,0.0,3.0,3.0,8.0,2.2,-10,7.0,2.0,0.2857142857142857,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,3.0,57.0,2.85,1.8000000000000007,64.9,3.245,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-1),L (-1)
24.0,24.0,2022-11-30,30-176,UTA,LAC,1,39.78333333333333,10.0,18.0,.556,5.0,9.0,.556,8,11.0,.727,0.0,4.0,4.0,5.0,0.0,0.0,3.0,5.0,33.0,22.9,+19,9.0,5.0,0.5555555555555556,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,10.0,80.0,4.0,19.700000000000003,63.50000000000001,3.1750000000000003,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-7),L (-7)
25.0,25.0,2022-12-02,30-178,UTA,IND,1,28.95,6.0,12.0,.500,1.0,3.0,.333,6,8.0,.750,0.0,1.0,1.0,3.0,1.0,0.0,5.0,3.0,19.0,9.4,+22,9.0,5.0,0.5555555555555556,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,-1.0,66.0,3.3,7.0,73.0,3.65,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+13),W (+13)
26.0,26.0,2022-12-03,30-179,UTA,POR,1,35.583333333333336,10.0,26.0,.385,1.0,9.0,.111,3,3.0,1.000,4.0,1.0,5.0,3.0,0.0,0.0,2.0,6.0,24.0,10.6,-4,17.0,9.0,0.5294117647058824,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,1.0,59.0,2.95,9.400000000000004,51.39999999999999,2.5699999999999994,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+20),W (+20)
27.0,27.0,2022-12-07,30-183,UTA,GSW,1,37.4,9.0,20.0,.450,2.0,6.0,.333,2,2.0,1.000,0.0,4.0,4.0,9.0,0.0,0.0,4.0,1.0,22.0,14.7,+2,14.0,7.0,0.5,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,9.0,53.0,2.65,13.900000000000002,53.2,2.66,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-5),L (-5)
28.0,28.0,2022-12-09,30-185,UTA,MIN,1,35.95,8.0,20.0,.400,0.0,7.0,.000,5,7.0,.714,0.0,2.0,2.0,3.0,1.0,0.0,5.0,2.0,21.0,7.3,-13,13.0,8.0,0.6153846153846154,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,-5.0,28.0,1.4,5.299999999999997,16.599999999999998,0.8299999999999998,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+1),W (+1)
29.0,,2022-12-10,30-186,UTA,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,,51.0,2.55,0.0,50.1,2.505,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-10),L (-10)
30.0,29.0,2022-12-13,30-189,UTA,NOP,1,28.5,4.0,13.0,.308,1.0,7.0,.143,2,2.0,1.000,0.0,1.0,1.0,3.0,0.0,1.0,4.0,2.0,11.0,1.8,+14,6.0,3.0,0.5,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,-3.0,55.0,2.75,1.0,40.0,2.0,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-5),L (-5)
31.0,30.0,2022-12-15,30-191,UTA,NOP,1,38.53333333333333,15.0,26.0,.577,7.0,14.0,.500,2,3.0,.667,3.0,5.0,8.0,2.0,2.0,0.0,4.0,1.0,39.0,29.0,+2,12.0,8.0,0.6666666666666666,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,18.0,48.0,2.4,28.2,46.6,2.33,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+21),W (+21)
32.0,31.0,2022-12-17,30-193,UTA,MIL,1,25.683333333333334,5.0,10.0,.500,3.0,7.0,.429,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,13.0,8.4,-13,3.0,2.0,0.6666666666666666,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,5.0,29.0,1.45,8.399999999999999,30.2,1.51,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+3),W (+3)
33.0,32.0,2022-12-19,30-195,UTA,CLE,1,32.166666666666664,8.0,21.0,.381,3.0,6.0,.500,4,4.0,1.000,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,23.0,9.7,-17,15.0,5.0,0.3333333333333333,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,-2.0,31.0,1.55,8.1,41.2,2.06,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-26),L (-26)
34.0,33.0,2022-12-20,30-196,UTA,DET,1,29.98333333333333,7.0,15.0,.467,3.0,7.0,.429,4,6.0,.667,2.0,2.0,4.0,6.0,1.0,0.0,2.0,2.0,21.0,16.9,+2,8.0,4.0,0.5,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,9.0,38.0,1.9,15.3,44.1,2.205,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-23),L (-23)
35.0,34.0,2022-12-22,30-198,UTA,WAS,1,29.78333333333333,7.0,17.0,.412,4.0,7.0,.571,5,5.0,1.000,0.0,6.0,6.0,3.0,1.0,0.0,2.0,0.0,23.0,16.8,+6,10.0,3.0,0.3,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,9.0,51.0,2.55,14.800000000000004,39.0,1.95,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+15),W (+15)
36.0,35.0,2022-12-26,30-202,UTA,SAS,1,34.06666666666667,8.0,19.0,.421,2.0,6.0,.333,7,8.0,.875,3.0,4.0,7.0,4.0,0.0,0.0,3.0,1.0,25.0,17.2,-8,13.0,6.0,0.4615384615384615,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,6.0,30.0,1.5,14.400000000000002,39.6,1.98,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+8),W (+8)
37.0,36.0,2022-12-28,30-204,UTA,GSW,1,34.3,8.0,14.0,.571,3.0,8.0,.375,3,5.0,.600,0.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,22.0,13.1,-5,6.0,5.0,0.8333333333333334,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,5.0,40.0,2.0,11.899999999999997,40.10000000000001,2.0050000000000003,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-4),L (-4)
38.0,37.0,2022-12-30,30-206,UTA,SAC,1,34.983333333333334,8.0,12.0,.667,0.0,2.0,.000,9,10.0,.900,0.0,4.0,4.0,9.0,2.0,0.0,2.0,4.0,25.0,25.3,-5,10.0,8.0,0.8,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,16.0,47.0,2.35,21.7,47.0,2.35,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-5),L (-5)
39.0,38.0,2022-12-31,30-207,UTA,MIA,1,34.7,7.0,14.0,.500,3.0,9.0,.333,5,10.0,.500,1.0,4.0,5.0,3.0,0.0,0.0,4.0,2.0,22.0,12.2,+8,5.0,4.0,0.8,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,2.0,55.0,2.75,10.2,56.3,2.815,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-1),L (-1)
40.0,39.0,2023-01-03,30-210,UTA,SAC,1,34.5,9.0,17.0,.529,5.0,10.0,.500,1,1.0,1.000,2.0,1.0,3.0,2.0,0.0,0.0,3.0,4.0,24.0,14.2,-15,7.0,4.0,0.5714285714285714,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,8.0,40.0,2.0,13.8,23.40000000000001,1.1700000000000004,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-3),L (-3)
41.0,40.0,2023-01-05,30-212,UTA,HOU,1,32.15,7.0,16.0,.438,3.0,7.0,.429,2,2.0,1.000,2.0,2.0,4.0,5.0,2.0,0.0,2.0,2.0,19.0,15.3,+22,9.0,4.0,0.4444444444444444,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,10.0,68.0,3.4,14.5,71.70000000000002,3.585000000000001,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-2),L (-2)
42.0,41.0,2023-01-07,30-214,UTA,CHI,1,31.366666666666667,7.0,14.0,.500,1.0,7.0,.143,3,3.0,1.000,0.0,2.0,2.0,8.0,1.0,0.0,2.0,2.0,18.0,15.4,-2,7.0,6.0,0.8571428571428571,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,10.0,65.0,3.25,14.200000000000005,57.90000000000001,2.8950000000000005,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,,
43.0,42.0,2023-01-08,30-215,UTA,MEM,1,27.65,6.0,12.0,.500,2.0,5.0,.400,3,3.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,17.0,11.9,-12,7.0,4.0,0.5714285714285714,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,6.0,67.0,3.35,10.700000000000005,55.0,2.75,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+17),W (+17)
44.0,43.0,2023-01-10,30-217,UTA,CLE,1,34.333333333333336,11.0,19.0,.579,5.0,11.0,.455,5,7.0,.714,2.0,4.0,6.0,4.0,0.0,0.0,4.0,1.0,32.0,23.3,+5,8.0,6.0,0.75,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,12.0,53.0,2.65,21.3,35.0,1.75,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-8),L (-8)
45.0,44.0,2023-01-13,30-220,UTA,ORL,1,35.21666666666667,8.0,21.0,.381,1.0,8.0,.125,6,7.0,.857,2.0,10.0,12.0,1.0,1.0,0.0,7.0,2.0,23.0,9.4,+9,13.0,7.0,0.5384615384615384,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,2.0,57.0,2.85,6.9999999999999964,59.7,2.9850000000000003,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-5),L (-5)
46.0,45.0,2023-01-14,30-221,UTA,PHI,1,36.21666666666667,16.0,29.0,.552,3.0,12.0,.250,3,3.0,1.000,2.0,7.0,9.0,5.0,0.0,0.0,1.0,4.0,38.0,28.5,-2,17.0,13.0,0.7647058823529411,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,19.0,33.0,1.65,27.3,31.2,1.56,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+2),W (+2)
