Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,,2022-11-25,22-075,UTA,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,90.0,5.294117647058823,0.0,89.60000000000002,5.270588235294119,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,,
22.0,,2022-11-26,22-076,UTA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,72.0,4.235294117647059,0.0,76.60000000000001,4.505882352941177,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-11),L (-11)
23.0,,2022-11-28,22-078,UTA,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,62.9,3.7,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-1),L (-1)
24.0,4.0,2022-11-30,22-080,UTA,LAC,0,1.85,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3,-2,0.0,0.0,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,0.0,90.0,5.294117647058823,-0.3,69.10000000000001,4.064705882352942,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-7),L (-7)
25.0,,2022-12-02,22-082,UTA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,65.0,3.823529411764706,0.0,80.0,4.705882352941177,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+13),W (+13)
26.0,,2022-12-03,22-083,UTA,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,60.8,3.576470588235294,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+20),W (+20)
27.0,,2022-12-07,22-087,UTA,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,62.0,3.647058823529412,0.0,67.1,3.947058823529412,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-5),L (-5)
28.0,,2022-12-09,22-089,UTA,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,23.0,1.3529411764705883,0.0,21.9,1.288235294117647,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+1),W (+1)
29.0,5.0,2022-12-10,22-090,UTA,DEN,0,17.233333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.7,+3,1.0,0.0,0.0,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,3.0,48.0,2.823529411764706,1.6999999999999995,42.89999999999999,2.5235294117647054,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-10),L (-10)
30.0,6.0,2022-12-13,22-093,UTA,NOP,0,2.066666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,1.0,0.0,0.0,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,-1.0,53.0,3.117647058823529,-0.7,36.99999999999999,2.176470588235293,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-5),L (-5)
31.0,,2022-12-15,22-095,UTA,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,71.8,4.223529411764706,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+21),W (+21)
32.0,7.0,2022-12-17,22-097,UTA,MIL,0,3.966666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,1.0,0.0,0.0,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,0.0,34.0,2.0,0.0,38.6,2.2705882352941176,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+3),W (+3)
33.0,8.0,2022-12-19,22-099,UTA,CLE,0,6.25,1.0,4.0,.250,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.3,-2,4.0,1.0,0.25,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,0.0,29.0,1.7058823529411764,1.2999999999999998,44.900000000000006,2.641176470588236,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-26),L (-26)
34.0,9.0,2022-12-20,22-100,UTA,DET,0,2.65,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-4.9,-6,1.0,0.0,0.0,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,-4.0,51.0,3.0,-4.9,64.30000000000001,3.782352941176472,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-23),L (-23)
35.0,10.0,2022-12-22,22-102,UTA,WAS,0,2.7666666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7,-8,0.0,0.0,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,-2.0,62.0,3.647058823529412,-1.7,51.2,3.011764705882353,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+15),W (+15)
36.0,,2022-12-26,22-106,UTA,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,36.0,2.117647058823529,0.0,46.8,2.752941176470588,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+8),W (+8)
37.0,,2022-12-28,22-108,UTA,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,45.0,2.647058823529412,0.0,54.3,3.194117647058824,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-4),L (-4)
38.0,,2022-12-30,22-110,UTA,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,67.9,3.994117647058824,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-5),L (-5)
39.0,,2022-12-31,22-111,UTA,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,57.0,3.3529411764705883,0.0,60.6,3.5647058823529414,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-1),L (-1)
40.0,,2023-01-03,22-114,UTA,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,48.0,2.823529411764706,0.0,34.0,2.0,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-3),L (-3)
41.0,,2023-01-05,22-116,UTA,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,78.0,4.588235294117647,0.0,81.3,4.782352941176471,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-2),L (-2)
42.0,,2023-01-07,22-118,UTA,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,75.0,4.411764705882353,0.0,69.80000000000001,4.105882352941177,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,,
43.0,,2023-01-08,22-119,UTA,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,73.0,4.294117647058823,0.0,57.70000000000001,3.394117647058824,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,W (+17),W (+17)
44.0,,2023-01-10,22-121,UTA,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,65.0,3.823529411764706,0.0,48.6,2.8588235294117648,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-8),L (-8)
45.0,,2023-01-13,22-124,UTA,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,12,13,8,3,13,2,13,2,11,13,14,12,11,13,12,13,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.1875,0.0,0.1538461538461538,0.0,0.0,0.2131147540983606,0.1176470588235294,0.1363636363636363,0.1969696969696969,0.2857142857142857,0.1604938271604938,0.2857142857142857,0.1641791044776119,0.2203389830508474,0.2372881355932203,0.2142857142857142,0.2115384615384615,0.2,0.3333333333333333,0.1756756756756756,41.0,52.0,67.0,0.0,0.0,0.0,17,,59.0,3.4705882352941178,0.0,62.400000000000006,3.670588235294118,-5.0,-0.3,-14.7,-12.4,-2.3,0.000625,0.15,0.2,0.0,-0.2,-0.4,L (-5),L (-5)
