Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Lauri Markkanen,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malcolm Brogdon,Micah Potter,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Malcolm Brogdon,co_inf with Micah Potter,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,co_inf with Frank Jackson,co_inf with Jarrell Brantley,co_inf with Kris Dunn,co_inf with Luka Šamanić,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-09,29-213,LAL,LAC,0,3.75,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,+3,0.0,0.0,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,1.0,62.0,1.9375,-0.1,53.89999999999999,1.6843749999999995,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-13),L (-13)
12.0,9.0,2022-11-11,29-215,LAL,SAC,0,12.916666666666666,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,5.0,3.5,+1,2.0,1.0,0.5,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,5.0,84.0,2.625,3.5,93.1,2.909375,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-6),L (-6)
13.0,10.0,2022-11-13,29-217,LAL,BRK,0,2.1166666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.3,-3,1.0,1.0,1.0,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,1.0,45.0,1.40625,1.3000000000000005,61.49999999999999,1.921875,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+13),W (+13)
14.0,,2022-11-18,29-222,LAL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,52.0,1.625,0.0,59.99999999999999,1.875,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+7),W (+7)
15.0,,2022-11-20,29-224,LAL,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,33.0,1.03125,0.0,38.1,1.190625,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+31),W (+31)
16.0,,2022-11-22,29-226,LAL,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,56.0,1.75,0.0,54.7,1.709375,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-10),L (-10)
17.0,11.0,2022-11-25,29-229,LAL,SAS,0,1.15,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,0.0,59.0,1.84375,0.0,56.9,1.778125,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+11),W (+11)
18.0,,2022-11-26,29-230,LAL,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,58.0,1.8125,0.0,55.69999999999999,1.7406249999999996,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+5),W (+5)
19.0,,2022-11-28,29-232,LAL,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,69.0,2.15625,0.0,74.79999999999998,2.3374999999999995,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-1),L (-1)
20.0,12.0,2022-11-30,29-234,LAL,POR,0,1.9166666666666663,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+3,0.0,0.0,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,2.0,84.0,2.625,1.0,56.9,1.778125,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+19),W (+19)
21.0,,2022-12-02,29-236,LAL,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,90.0,2.8125,0.0,68.0,2.125,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,,
22.0,,2022-12-04,29-238,LAL,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,72.0,2.25,0.0,53.8,1.68125,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+4),W (+4)
23.0,13.0,2022-12-06,29-240,LAL,CLE,0,3.35,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,+1,1.0,1.0,1.0,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,1.0,59.0,1.84375,1.2999999999999998,65.39999999999999,2.04375,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+11),W (+11)
24.0,14.0,2022-12-07,29-241,LAL,TOR,1,15.65,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.5,+5,2.0,1.0,0.5,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,3.0,87.0,2.71875,2.099999999999999,81.39999999999999,2.54375,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-14),L (-14)
25.0,,2022-12-09,29-243,LAL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,65.0,2.03125,0.0,80.0,2.5,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-13),L (-13)
26.0,,2022-12-11,29-245,LAL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,60.0,1.875,0.0,60.8,1.9,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-11),L (-11)
27.0,,2022-12-13,29-247,LAL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,62.0,1.9375,0.0,67.1,2.096875,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,W (+7),W (+7)
28.0,,2022-12-16,29-250,LAL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,18,5,32,20,24,23,13,9,25,24,29,5,19,24,26,56.0,64.0,7.0,41.0,66.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.25,0.28125,0.7142857142857143,0.7804878048780488,0.303030303030303,0.3428571428571428,0.4181818181818181,0.2321428571428571,0.2647058823529412,0.6097560975609756,0.3582089552238806,0.3972602739726027,0.8333333333333334,0.0,0.3220338983050847,,0.3157894736842105,0.3823529411764705,3,29,16,5,20,12,30,4,27,24,22,12,21,20,13,19,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,67.0,7.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0625,0.8888888888888888,0.081967213114754,0.2941176470588235,0.1818181818181818,0.0,0.0,0.5714285714285714,0.3728813559322034,0.2142857142857142,0.4038461538461538,0.3076923076923077,0.3611111111111111,0.2567567567567567,0.0,0.0,0.0,0.0,32,,23.0,0.71875,0.0,21.9,0.684375,7.2,0.5,-3.8,-4.6,0.8,0.0077083333333333,0.505,0.301,0.168,-0.3,-0.1,L (-4),L (-4)
