Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-09,22-028,MIL,OKC,1,29.916666666666668,7.0,13.0,.538,5.0,8.0,.625,0,0.0,,3.0,5.0,8.0,0.0,2.0,0.0,2.0,5.0,19.0,14.3,+14,5.0,2.0,0.4,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,14.0,68.0,3.5789473684210527,14.299999999999995,81.00000000000001,4.2631578947368425,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+4),W (+4)
12.0,9.0,2022-11-11,22-030,MIL,SAS,1,34.38333333333333,4.0,13.0,.308,0.0,6.0,.000,0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,8.0,3.7,-24,7.0,4.0,0.5714285714285714,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,2.0,38.0,2.0,3.7,51.0,2.6842105263157894,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,L (-18),L (-18)
13.0,10.0,2022-11-14,22-033,MIL,ATL,1,34.18333333333333,7.0,9.0,.778,3.0,4.0,.750,3,3.0,1.000,2.0,6.0,8.0,1.0,0.0,1.0,2.0,2.0,20.0,18.3,-14,5.0,4.0,0.8,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,16.0,15.0,0.7894736842105263,17.099999999999998,38.99999999999999,2.052631578947368,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,L (-15),L (-15)
14.0,11.0,2022-11-16,22-035,MIL,CLE,1,26.633333333333333,1.0,8.0,.125,0.0,3.0,.000,0,0.0,,4.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,-2.2,+7,5.0,1.0,0.2,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,-2.0,67.0,3.526315789473684,-2.2,69.8,3.673684210526316,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+15),W (+15)
15.0,12.0,2022-11-18,22-037,MIL,PHI,1,14.583333333333334,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.2,-4,2.0,0.0,0.0,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,-1.0,55.0,2.894736842105264,-2.2,64.5,3.394736842105264,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,L (-8),L (-8)
16.0,13.0,2022-11-21,22-040,MIL,POR,0,5.2,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.1,-9,1.0,0.0,0.0,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,-1.0,78.0,4.105263157894737,-1.1,95.3,5.015789473684211,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+8),W (+8)
17.0,,2022-11-23,22-042,MIL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,,75.0,3.947368421052632,0.0,68.89999999999999,3.626315789473684,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,L (-5),L (-5)
18.0,14.0,2022-11-25,22-044,MIL,CLE,0,3.05,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.3,-7,1.0,1.0,1.0,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,0.0,77.0,4.052631578947368,0.2999999999999998,83.99999999999999,4.421052631578947,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+15),W (+15)
19.0,15.0,2022-11-27,22-046,MIL,DAL,0,1.9666666666666668,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-5,0.0,0.0,,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,-1.0,77.0,4.052631578947368,-1.0,91.7,4.826315789473685,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+9),W (+9)
20.0,,2022-11-30,22-049,MIL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,,73.0,3.842105263157895,0.0,85.5,4.5,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+6),W (+6)
21.0,,2022-12-02,22-051,MIL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,,83.0,4.368421052631579,0.0,102.6,5.4,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,,
22.0,,2022-12-03,22-052,MIL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,,61.0,3.210526315789474,0.0,61.3,3.226315789473684,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,L (-4),L (-4)
23.0,,2022-12-05,22-054,MIL,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,46,49,20,42,44,51,29,25,40,14,3,34,21,14,34,37,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7428571428571429,0.6571428571428571,0.6282051282051282,0.4347826086956521,0.6666666666666666,0.6111111111111112,0.6296296296296297,0.6304347826086957,0.4032258064516129,0.5970149253731343,0.4242424242424242,0.0,0.3333333333333333,0.5573770491803278,0.4883720930232558,0.875,0.918918918918919,0.7115384615384616,6,8,58.0,18.0,16.0,0.1034482758620689,0.4444444444444444,0.0,19,,55.0,2.894736842105264,0.0,65.6,3.452631578947368,8.2,0.4,-4.8,-4.1,-0.6,0.0277401188862237,0.513,0.584,0.152,-0.5,-0.4,W (+9),W (+9)
