Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with Lindell Wigginton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews
10,11,11,2022-11-09,24-061,MIL,@,OKC,W (+4),0,17.3,1.0,9.0,.111,1.0,5.0,.200,2,2,1.000,1,6,7,0,0,0,0,0,5,1.6,-14,4.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
11,12,12,2022-11-11,24-063,MIL,@,SAS,L (-18),1,29.05,3.0,13.0,.231,1.0,4.0,.250,1,1,1.000,3,4,7,5,0,0,0,0,8,6.9,-28,9.0,2.0,0.2222222222222222,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
12,13,13,2022-11-14,24-066,MIL,,ATL,L (-15),0,21.316666666666666,3.0,8.0,.375,2.0,6.0,.333,2,2,1.000,0,5,5,3,0,0,0,4,10,7.6,-8,2.0,1.0,0.5,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
13,14,14,2022-11-16,24-068,MIL,,CLE,W (+15),0,28.666666666666668,6.0,10.0,.600,5.0,9.0,.556,4,6,.667,0,3,3,1,1,1,3,0,21,15.9,+10,1.0,1.0,1.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
14,15,15,2022-11-18,24-070,MIL,@,PHI,L (-8),0,24.666666666666668,3.0,6.0,.500,2.0,3.0,.667,0,0,,0,2,2,2,0,1,0,1,8,7.3,+8,3.0,1.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
15,16,16,2022-11-21,24-073,MIL,,POR,W (+8),0,18.2,2.0,4.0,.500,1.0,2.0,.500,1,2,.500,1,2,3,2,0,0,3,0,6,3.3,0,2.0,1.0,0.5,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
16,17,17,2022-11-23,24-075,MIL,,CHI,L (-5),0,6.366666666666666,0.0,3.0,.000,0.0,2.0,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-5,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
17,18,18,2022-11-25,24-077,MIL,,CLE,W (+15),0,24.366666666666667,2.0,8.0,.250,0.0,2.0,.000,3,3,1.000,1,4,5,2,0,0,1,3,7,3.3,-7,6.0,2.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
18,19,19,2022-11-27,24-079,MIL,,DAL,W (+9),0,11.033333333333333,1.0,3.0,.333,1.0,2.0,.500,0,0,,2,1,3,2,0,0,0,0,3,4.4,-7,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
19,20,,2022-11-30,24-082,MIL,@,NYK,W (+6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
21,21,,2022-12-02,24-084,MIL,,LAL,L (-4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
22,22,20,2022-12-03,24-085,MIL,@,CHO,W (+9),1,31.916666666666668,7.0,11.0,.636,2.0,4.0,.500,1,3,.333,3,1,4,1,1,0,2,1,17,13.0,-3,7.0,5.0,0.7142857142857143,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
23,23,21,2022-12-05,24-087,MIL,@,ORL,W (+7),1,19.283333333333335,2.0,3.0,.667,2.0,2.0,1.000,0,0,,1,0,1,0,1,0,1,0,6,5.4,-12,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
24,24,,2022-12-07,24-089,MIL,,SAC,W (+13),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
25,25,,2022-12-09,24-091,MIL,@,DAL,W (+1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
26,26,22,2022-12-11,24-093,MIL,@,HOU,L (-5),0,5.233333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0,,1,0,1,0,0,0,1,0,0,-1.0,-5,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
27,27,23,2022-12-13,24-095,MIL,,GSW,W (+17),0,2.8833333333333333,0.0,0.0,,0.0,0.0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-2,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
28,28,24,2022-12-15,24-097,MIL,@,MEM,L (-41),0,15.566666666666666,3.0,8.0,.375,1.0,4.0,.250,3,3,1.000,0,3,3,1,1,0,1,0,10,7.2,-2,4.0,2.0,0.5,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
29,29,25,2022-12-17,24-099,MIL,,UTA,W (+26),0,3.966666666666667,0.0,0.0,,0.0,0.0,,0,0,,0,1,1,1,0,0,1,1,0,-0.4,+3,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
30,30,,2022-12-19,24-101,MIL,@,NOP,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
31,31,,2022-12-21,24-103,MIL,@,CLE,L (-8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
32,32,26,2022-12-23,24-105,MIL,@,BRK,L (-18),0,3.0833333333333335,1.0,1.0,1.000,0.0,0.0,,1,1,1.000,0,0,0,0,0,0,0,0,3,2.7,+3,1.0,1.0,1.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
