Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,27-056,MIL,OKC,1.0,44.75,15.0,27.0,0.556,5.0,10.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,12.0,1.0,0.0,5.0,5.0,36.0,26.3,3.0,17.0,10.0,0.5882352941176471,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,19.0,63.0,3.3157894736842106,25.90000000000001,69.39999999999999,3.652631578947368,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+4),W (+4)
12.0,12.0,2022-11-11,27-058,MIL,SAS,1.0,32.95,7.0,15.0,0.467,5.0,7.0,0.714,2.0,3.0,0.667,1.0,1.0,2.0,6.0,1.0,0.0,4.0,3.0,21.0,13.9,-5.0,8.0,2.0,0.25,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,8.0,32.0,1.6842105263157894,13.1,41.6,2.1894736842105265,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,L (-18),L (-18)
13.0,13.0,2022-11-14,27-061,MIL,ATL,1.0,33.416666666666664,4.0,11.0,0.364,0.0,3.0,0.0,4.0,4.0,1.0,3.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,12.0,12.3,-8.0,8.0,4.0,0.5,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,8.0,23.0,1.2105263157894737,10.7,45.4,2.389473684210526,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,L (-15),L (-15)
14.0,14.0,2022-11-16,27-063,MIL,CLE,1.0,31.85,5.0,10.0,0.5,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,4.0,8.0,1.0,2.0,1.0,2.0,11.0,13.8,27.0,7.0,4.0,0.5714285714285714,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,15.0,50.0,2.631578947368421,13.799999999999995,53.8,2.831578947368421,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+15),W (+15)
15.0,15.0,2022-11-18,27-065,MIL,PHI,1.0,27.28333333333333,3.0,9.0,0.333,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,7.0,5.8,-1.0,4.0,2.0,0.5,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,5.0,49.0,2.5789473684210527,5.799999999999999,56.5,2.973684210526316,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,L (-8),L (-8)
16.0,16.0,2022-11-21,27-068,MIL,POR,1.0,25.83333333333333,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,6.0,14.0,2.0,1.0,0.5,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,8.0,69.0,3.631578947368421,5.999999999999999,88.2,4.642105263157895,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+8),W (+8)
17.0,17.0,2022-11-23,27-070,MIL,CHI,1.0,24.266666666666666,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,0.0,4.0,2.0,0.9,5.0,2.0,1.0,0.5,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,5.0,70.0,3.684210526315789,0.8999999999999999,68.0,3.5789473684210527,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,L (-5),L (-5)
18.0,18.0,2022-11-25,27-072,MIL,CLE,1.0,24.53333333333333,6.0,9.0,0.667,5.0,6.0,0.833,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,18.0,14.8,17.0,3.0,1.0,0.3333333333333333,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,13.0,64.0,3.3684210526315788,14.399999999999997,69.89999999999998,3.6789473684210514,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+15),W (+15)
19.0,19.0,2022-11-27,27-074,MIL,DAL,1.0,30.78333333333333,6.0,11.0,0.545,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,6.0,1.0,0.0,2.0,1.0,14.0,12.4,20.0,6.0,4.0,0.6666666666666666,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,11.0,65.0,3.421052631578948,12.399999999999997,78.30000000000001,4.121052631578948,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+9),W (+9)
20.0,20.0,2022-11-30,27-077,MIL,NYK,1.0,31.866666666666667,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,5.0,-10.0,1.0,0.0,0.0,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,7.0,66.0,3.473684210526316,5.0,80.5,4.2368421052631575,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+6),W (+6)
21.0,21.0,2022-12-02,27-079,MIL,LAL,0.0,20.28333333333333,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,-2.2,-3.0,0.0,0.0,,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,-1.0,84.0,4.421052631578948,-2.2,104.8,5.515789473684211,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,,
22.0,22.0,2022-12-03,27-080,MIL,CHO,1.0,27.683333333333334,4.0,10.0,0.4,1.0,3.0,0.333,5.0,6.0,0.833,1.0,4.0,5.0,6.0,2.0,0.0,4.0,1.0,14.0,11.9,2.0,7.0,3.0,0.4285714285714285,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,7.0,54.0,2.8421052631578947,9.9,51.4,2.705263157894737,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,L (-4),L (-4)
23.0,23.0,2022-12-05,27-082,MIL,ORL,0.0,25.1,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,4.0,12.0,3.0,1.0,0.3333333333333333,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,5.0,50.0,2.631578947368421,3.999999999999999,61.59999999999999,3.242105263157894,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+9),W (+9)
