Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-20,27-036,MIL,PHI,1.0,22.0,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,3.0,2.0,5.0,3.2,3.0,1.0,1.0,1.0,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,5.0,64.0,3.3684210526315788,3.2,69.59999999999998,3.663157894736841,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+2),W (+2)
2.0,2.0,2022-10-22,27-038,MIL,HOU,1.0,25.25,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,4.0,2.0,0.0,3.0,4.0,0.0,-2.3,7.0,1.0,0.0,0.0,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,0.0,81.0,4.2631578947368425,-2.3000000000000003,91.5,4.815789473684211,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+20),W (+20)
3.0,3.0,2022-10-26,27-042,MIL,BRK,1.0,15.7,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,2.8,-9.0,1.0,1.0,1.0,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,5.0,56.0,2.9473684210526314,2.7999999999999994,67.99999999999999,3.578947368421052,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+11),W (+11)
4.0,4.0,2022-10-28,27-044,MIL,NYK,1.0,33.46666666666667,5.0,13.0,0.385,4.0,11.0,0.364,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,14.0,10.1,-2.0,2.0,1.0,0.5,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,8.0,66.0,3.473684210526316,10.099999999999998,78.89999999999998,4.152631578947367,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+11),W (+11)
5.0,5.0,2022-10-29,27-045,MIL,ATL,1.0,25.766666666666666,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.5,-8.0,2.0,1.0,0.5,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,0.0,81.0,4.2631578947368425,0.4999999999999998,97.1,5.110526315789474,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+8),W (+8)
6.0,6.0,2022-10-31,27-047,MIL,DET,1.0,24.133333333333333,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,3.0,3.0,6.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,4.0,62.0,3.263157894736842,1.0,79.59999999999998,4.189473684210525,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+2),W (+2)
7.0,7.0,2022-11-02,27-049,MIL,DET,1.0,18.45,1.0,5.0,0.2,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,2.0,4.0,7.2,5.0,3.0,1.0,0.3333333333333333,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,6.0,64.0,3.3684210526315788,6.399999999999999,73.49999999999999,3.8684210526315774,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+25),W (+25)
8.0,8.0,2022-11-04,27-051,MIL,MIN,1.0,19.73333333333333,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,5.5,17.0,0.0,0.0,,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,7.0,77.0,4.052631578947368,5.5,91.5,4.815789473684211,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+13),W (+13)
9.0,9.0,2022-11-05,27-052,MIL,OKC,1.0,30.666666666666668,6.0,12.0,0.5,5.0,9.0,0.556,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,18.0,11.5,-2.0,3.0,1.0,0.3333333333333333,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,7.0,65.0,3.421052631578948,11.1,68.6,3.610526315789474,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,W (+14),W (+14)
10.0,10.0,2022-11-07,27-054,MIL,ATL,1.0,26.45,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,5.0,2.0,3.0,0.0,2.0,2.0,7.3,-23.0,4.0,1.0,0.25,35,69,77,35,62,72,45,38,66,33,51,9,60,24,16,36,51,35.0,70.0,78.0,46.0,63.0,72.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,1.0,0.9857142857142858,0.9871794871794872,0.7608695652173914,0.984126984126984,1.0,0.9782608695652174,0.6129032258064516,0.9850746268656716,1.0,0.0,0.9807692307692308,1.0,0.9836065573770492,0.5581395348837209,1.0,0.972972972972973,0.9807692307692308,7,15,58.0,18.0,16.0,0.1206896551724138,0.8333333333333334,0.0,19,11.0,35.0,1.8421052631578947,7.300000000000002,48.2,2.5368421052631582,10.9,3.5,-0.6,-1.9,1.2,0.0678902909583898,0.56,0.596,0.067,0.6,1.2,L (-19),L (-19)
