Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,12.0,2022-12-07,30-142,MIL,SAC,0,1.3,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,0.0,101.0,5.315789473684211,0.0,114.70000000000002,6.036842105263159,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+7),W (+7)
25.0,,2022-12-09,30-144,MIL,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,67.0,3.526315789473684,0.0,79.69999999999999,4.194736842105263,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+13),W (+13)
26.0,,2022-12-11,30-146,MIL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,48.0,2.526315789473684,0.0,57.0,3.0,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+1),W (+1)
27.0,13.0,2022-12-13,30-148,MIL,GSW,0,2.8833333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.4,-2,1.0,1.0,1.0,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,1.0,75.0,3.947368421052632,1.3999999999999997,93.60000000000002,4.926315789473685,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-5),L (-5)
28.0,14.0,2022-12-15,30-150,MIL,MEM,0,15.6,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,4.3,-5,1.0,1.0,1.0,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,4.0,24.0,1.263157894736842,3.9,50.0,2.631578947368421,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+17),W (+17)
29.0,15.0,2022-12-17,30-152,MIL,UTA,0,3.3,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,0.0,81.0,4.2631578947368425,0.0,93.6,4.926315789473684,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-41),L (-41)
30.0,,2022-12-19,30-154,MIL,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,87.0,4.578947368421052,0.0,100.59999999999998,5.294736842105262,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+26),W (+26)
31.0,,2022-12-21,30-156,MIL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,60.0,3.1578947368421053,0.0,69.99999999999999,3.684210526315789,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+9),W (+9)
32.0,16.0,2022-12-23,30-158,MIL,BRK,0,3.083333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,+3,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,2.0,45.0,2.3684210526315788,2.0,63.89999999999999,3.3631578947368417,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-8),L (-8)
33.0,,2022-12-25,30-160,MIL,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,65.0,3.421052631578948,0.0,89.0,4.684210526315789,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-18),L (-18)
34.0,,2022-12-28,30-163,MIL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,48.0,2.526315789473684,0.0,68.00000000000001,3.578947368421053,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-21),L (-21)
35.0,,2022-12-30,30-165,MIL,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,82.0,4.315789473684211,0.0,87.80000000000003,4.621052631578949,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-6),L (-6)
36.0,17.0,2023-01-01,30-167,MIL,WAS,0,4.083333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7,-1,1.0,0.0,0.0,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,-2.0,46.0,2.421052631578948,-1.7,57.7,3.0368421052631582,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+9),W (+9)
37.0,,2023-01-03,30-169,MIL,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,84.0,4.421052631578948,0.0,100.6,5.294736842105263,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-23),L (-23)
38.0,18.0,2023-01-04,30-170,MIL,TOR,0,0.65,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,-1.0,72.0,3.789473684210526,-0.7,65.89999999999999,3.4684210526315784,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+10),W (+10)
39.0,19.0,2023-01-06,30-172,MIL,CHO,0,9.3,0.0,6.0,.000,0.0,2.0,.000,2,4.0,.500,2.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,-3.6,-4,4.0,0.0,0.0,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,-5.0,57.0,3.0,-4.4,73.39999999999999,3.8631578947368417,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+3),W (+3)
40.0,,2023-01-09,30-175,MIL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,78.0,4.105263157894737,0.0,85.9,4.521052631578947,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-29),L (-29)
41.0,,2023-01-11,30-177,MIL,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,90.0,4.7368421052631575,0.0,93.6,4.926315789473684,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+4),W (+4)
42.0,,2023-01-12,30-178,MIL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,46.0,2.421052631578948,0.0,62.1,3.268421052631579,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,,
43.0,20.0,2023-01-14,30-180,MIL,MIA,0,2.7333333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+3,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,1.0,59.0,3.1052631578947367,0.3,71.5,3.763157894736842,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+9),W (+9)
44.0,,2023-01-16,30-182,MIL,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,73.0,3.842105263157895,0.0,87.3,4.594736842105263,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-6),L (-6)
45.0,,2023-01-17,30-183,MIL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,87.0,4.578947368421052,0.0,98.4,5.178947368421053,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-16),L (-16)
46.0,,2023-01-21,30-187,MIL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,51.0,2.6842105263157894,0.0,60.7,3.194736842105263,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+13),W (+13)
47.0,21.0,2023-01-23,30-189,MIL,DET,0,4.533333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.9,-11,2.0,1.0,0.5,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,3.0,106.0,5.578947368421052,1.9,121.2,6.378947368421053,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+8),W (+8)
48.0,,2023-01-25,30-191,MIL,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,59.0,3.1052631578947367,0.0,68.3,3.594736842105263,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-12),L (-12)
