Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-20,27-318,MIL,PHI,1.0,36.083333333333336,9.0,16.0,0.563,1.0,3.0,0.333,2.0,5.0,0.4,0.0,13.0,13.0,8.0,1.0,3.0,1.0,4.0,21.0,22.2,13.0,13.0,8.0,0.6153846153846154,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,24.0,45.0,2.3684210526315788,21.4,51.399999999999984,2.705263157894736,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+2),W (+2)
2.0,2.0,2022-10-22,27-320,MIL,HOU,1.0,27.633333333333333,17.0,21.0,0.81,2.0,3.0,0.667,8.0,13.0,0.615,2.0,10.0,12.0,3.0,0.0,0.0,4.0,2.0,44.0,35.8,23.0,18.0,15.0,0.8333333333333334,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,21.0,60.0,3.1578947368421053,32.599999999999994,56.6,2.978947368421053,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+20),W (+20)
3.0,3.0,2022-10-26,27-324,MIL,BRK,1.0,37.86666666666667,16.0,25.0,0.64,1.0,4.0,0.25,10.0,14.0,0.714,2.0,12.0,14.0,5.0,1.0,3.0,7.0,4.0,43.0,33.3,5.0,21.0,15.0,0.7142857142857143,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,20.0,41.0,2.1578947368421053,29.3,41.5,2.1842105263157894,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+11),W (+11)
4.0,4.0,2022-10-28,27-326,MIL,NYK,1.0,38.91666666666666,11.0,22.0,0.5,1.0,6.0,0.167,7.0,11.0,0.636,0.0,14.0,14.0,9.0,1.0,1.0,2.0,0.0,30.0,27.6,27.0,16.0,10.0,0.625,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,20.0,54.0,2.8421052631578947,24.800000000000004,64.19999999999999,3.378947368421052,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+11),W (+11)
5.0,5.0,2022-10-29,27-327,MIL,ATL,1.0,32.61666666666667,11.0,22.0,0.5,1.0,1.0,1.0,11.0,19.0,0.579,5.0,12.0,17.0,4.0,0.0,1.0,2.0,4.0,34.0,26.8,-10.0,21.0,10.0,0.4761904761904761,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,13.0,68.0,3.5789473684210527,22.4,75.2,3.9578947368421056,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+8),W (+8)
6.0,6.0,2022-10-31,27-329,MIL,DET,1.0,31.73333333333333,12.0,23.0,0.522,0.0,4.0,0.0,7.0,9.0,0.778,2.0,5.0,7.0,2.0,0.0,2.0,4.0,5.0,31.0,18.6,-1.0,19.0,12.0,0.631578947368421,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,6.0,60.0,3.1578947368421053,15.799999999999994,64.8,3.4105263157894736,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+2),W (+2)
7.0,7.0,2022-11-02,27-331,MIL,DET,1.0,29.516666666666666,11.0,24.0,0.458,0.0,4.0,0.0,10.0,12.0,0.833,5.0,7.0,12.0,4.0,5.0,2.0,1.0,1.0,32.0,32.2,12.0,20.0,11.0,0.55,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,18.0,52.0,2.736842105263158,28.2,51.69999999999998,2.7210526315789463,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+25),W (+25)
8.0,8.0,2022-11-04,27-333,MIL,MIN,1.0,33.583333333333336,7.0,17.0,0.412,2.0,4.0,0.5,10.0,20.0,0.5,0.0,14.0,14.0,11.0,0.0,0.0,4.0,3.0,26.0,19.6,25.0,13.0,5.0,0.3846153846153846,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,10.0,74.0,3.8947368421052633,15.600000000000003,81.39999999999998,4.284210526315788,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+13),W (+13)
9.0,,2022-11-05,27-334,MIL,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,72.0,3.789473684210526,0.0,79.7,4.194736842105264,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,W (+14),W (+14)
10.0,9.0,2022-11-07,27-336,MIL,ATL,1.0,26.78333333333333,9.0,20.0,0.45,0.0,1.0,0.0,7.0,8.0,0.875,1.0,6.0,7.0,2.0,2.0,1.0,5.0,3.0,25.0,14.6,-22.0,19.0,9.0,0.4736842105263157,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,4.0,42.0,2.210526315789474,11.800000000000004,43.7,2.3000000000000003,29.0,8.6,8.5,5.8,2.7,0.2042965898425279,0.605,0.134,0.604,5.4,4.9,L (-19),L (-19)
